"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
5.28,0.25,20.92078116,0.989183901050978
4.64,2.9,20.92078116,0.823208919376267
3.04,0.7,20.92078116,0.708062826542737
3.24,1.2,20.92078116,0.849425829885726
0,1.85,19.19464873,1.00709846526193
0,1.9,19.19464873,0.93654915185444
0,1.8,19.19464873,0.935419418792508
0,2.48,19.19464873,0.720507916267211
1.28,0.5,16.38930548,0
0.8,0.05,16.38930548,0
1.84,0.05,16.38930548,0
0.76,0.02,16.38930548,0
0,2.67,22.04011337,1.11377126334891
0,3.17,22.04011337,1.04610532442782
0,2,22.04011337,0.996407994939926
0,1.3,22.04011337,0.936215686847402
3.24,2.05,26.18366465,0.878362119040435
1.8,3.48,26.18366465,0.170494986590018
1.56,2.13,26.18366465,1.10639152234354
2.941818182,1.8,26.18366465,0.876168499975381
3,1.5,19.30859596,1.25123091033198
4.12,0.55,19.30859596,1.02022992602185
3.56,2,19.30859596,1.26299659540554
3.56,1.8,19.30859596,1.34515292186736
0.36,0.9,24.07674063,0
0.68,1,24.07674063,0
0.88,1,24.07674063,0
1.16,0.6,24.07674063,0
1.615555556,2.65,22.13740542,1.42749336745039
2.08,3.55,22.13740542,1.62218045062493
4.011764706,2.85,22.13740542,0.891256997606116
1.142857143,3.8,22.13740542,1.21273470406826
3.32,2.25,17.75986031,1.23528107898247
5.035,3.35,17.75986031,1.30229027251905
3.48,2.1,17.75986031,1.84251252502968
3.64,4.17,17.75986031,1.67532855823164
1.36,0.5,21.56190935,0
0.44,1,21.56190935,0
1.2,0.35,21.56190935,0
1.24,1,21.56190935,0
0,3.2,21.48947191,1.62729647330204
0,5.7,21.48947191,1.01859067886849
0,5.2,21.48947191,1.1535830226978
0,2.05,21.48947191,1.15033524900372
0.88,0.8,14.01853232,0
0.48,0.05,14.01853232,0
0.08,0.35,14.01853232,0
0.64,0.5,14.01853232,0
0,1.9,21.6688721,1.32375970256088
0,3.1,21.6688721,1.26927770833136
0,4.45,21.6688721,1.41139524180483
0,1.85,21.6688721,1.5524331785882
0,1.45,25.92116188,1.29421558637705
0,3.37,25.92116188,0.838310731406414
0,4.35,25.92116188,1.35014944114466
0,4.9,25.92116188,1.53197332452101
