"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action","nitrogen.initial","fungicide.initial","Cj.outcome","Dg.outcome","Sp.outcome","To.outcome","Dc.outcome","Lp.outcome","Pm.outcome","Ao.outcome","Be.outcome","Cb.outcome","Hl.outcome","Hp.outcome","Ra.outcome","Pt.outcome","Fr.outcome","Pg.outcome","Ga.outcome","Am.outcome","herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability","state_idx"
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107692308,0,0.846153846,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.96523589,0.523302145510465,42
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.411764706,0,0.176470588,0,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,19.96523589,1.03682634663457,42
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.180851064,0,0.074468085,0,0.744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,19.96523589,0.722223879757458,42
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.307692308,0,0.230769231,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,19.96523589,1.05790542470367,42
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0.526315789,0,0.157894737,0,0,0,0.126315789,0.031578947,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0,0,4.04,3.86,19.10541539,1.46463280033907,49621
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0.283018868,0,0.471698113,0,0,0,0.094339623,0.009433962,0.047169811,0,0,0,0,0,0.066037736,0.028301887,0,0,4.56,1.65,19.10541539,1.40280399833847,49621
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0.152542373,0,0.593220339,0,0,0,0.084745763,0.033898305,0.016949153,0,0,0,0,0,0.059322034,0.059322034,0,0,4.96,4.55,19.10541539,1.32474036006907,49621
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0.563380282,0,0.084507042,0,0.042253521,0,0.070422535,0.028169014,0.056338028,0,0,0,0,0,0.105633803,0.049295775,0,0,3.6,1.6,19.10541539,1.50103654874422,49621
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.04040404,0.070707071,0.080808081,0,0,0,0,0,0,0,0,0,0,0,0.808080808,0,2.3,18.29800282,0.692451046087633,131128
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.066666667,0.028571429,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0.876190476,0,1,18.29800282,0.499507078688608,131128
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012048193,0.012048193,0.012048193,0,0,0,0,0,0,0,0,0,0,0,0.963855422,0,1.4,18.29800282,0.195200480841404,131128
