"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
2.96,4,20.92078116,0.806314928442706
3.24,1.2,20.92078116,0.849425829885726
4.68,1.6,20.92078116,0.774504283456711
4.64,2.9,20.92078116,0.823208919376267
0,5.2,21.50242169,1.37407845971786
0,5.75,21.50242169,1.34957126404801
0,5.08,21.50242169,1.27298834099835
0,3.35,21.50242169,1.13270548906879
0.12,0.1,17.40814705,0
0.04,0.1,17.40814705,0
0,0.1,17.40814705,0
0.12,0.05,17.40814705,0
2.64,2.25,26.18366465,0.98854640299096
1.8,3.48,26.18366465,0.170494986590018
3,2.45,26.18366465,0.649278321327381
2.941818182,1.8,26.18366465,0.876168499975381
3.471428571,4.88,22.31607622,1.09246623872817
3.29,4.95,22.31607622,1.61363387498538
3.32,5.13,22.31607622,1.52523595596207
3.301818182,5.8,22.31607622,1.49639881244901
2.32,1.8,17.70045579,0.69539553084017
1.24,1.15,17.70045579,0.944378708999244
2.6,2.33,17.70045579,0.883541951000075
2,1.05,17.70045579,0.814748660883731
0.52,0.7,22.51774405,0
0.32,0.6,22.51774405,0
0.24,0.6,22.51774405,0
1.04,0.5,22.51774405,0
3.9075,3.45,18.95343909,1.66417506229808
3.12,3.15,18.95343909,1.32554045390292
4.475555556,3.8,18.95343909,1.62862096988464
2.84,1.05,18.95343909,1.79821738573635
0,0.9,18.22913273,0.587765695847704
0,0.45,18.22913273,0.427499251887906
0,1.1,18.22913273,0.50610828120589
0,2.1,18.22913273,0.415217758345386
0,1.3,18.87338246,1.64660541208308
0,2.1,18.87338246,1.64583737729316
0,4.55,18.87338246,1.39934292473181
0,3.55,18.87338246,1.61885219211681
1.08,0.8,19.13846723,0
0.8,0.7,19.13846723,0
0.16,0.25,19.13846723,0
0.52,0.5,19.13846723,0
5.743157895,4.06,21.37988027,1.62015810077521
4.36,4.21,21.37988027,1.06487367686373
6.51,1.75,21.37988027,1.24203149261038
6.88,0.72,21.37988027,1.40121172925642
0.84,2,24.32702197,0.677249816864348
1.6,2.2,24.32702197,0.514653165707194
1.04,1.55,24.32702197,0.77318869664309
2.28,2.33,24.32702197,0.760092831910692
0,4.9,25.92116188,1.53197332452101
0,4.35,25.92116188,1.35014944114466
0,1.81,25.92116188,1.09050734345859
0,3.37,25.92116188,0.838310731406414
