"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,5.2,21.50242169,1.31703443457275
0,5.75,21.50242169,1.34957126404801
0,2.88,21.50242169,1.5675670525908
0,3.35,21.50242169,1.13270548906879
0,1.3,20.77531408,0.787306597452481
0,0.73,20.77531408,0.939764460586183
0,0.25,20.77531408,0.350127226739359
0,0.35,20.77531408,0.767032652544736
1.76,1.95,23.01370794,0.923212320963975
1.28,2.9,23.01370794,0.876493017480545
0.44,2,23.01370794,0.501046914337042
0.68,1.5,23.01370794,0.823959215807935
0.2,0,17.40814705,0
0,0.1,17.40814705,0
0.12,0.05,17.40814705,0
0.6,0.2,17.40814705,0
0,0.7,16.53690177,0.84688840363796
0,0.55,16.53690177,1.24018063664824
0,2.3,16.53690177,0.780628303724941
0,2.6,16.53690177,0.988495466807343
0.16,0.3,12.80272186,0
0.12,0.4,12.80272186,0
0.36,0.1,12.80272186,0
0.32,0,12.80272186,0
0.68,1,21.41923304,0
1.04,0.7,21.41923304,0
0.28,1,21.41923304,0
0.4,0.8,21.41923304,0
0.84,2.3,21.39443511,1.10100497565275
1.8,2.05,21.39443511,0.86694039906879
1.56,3.5,21.39443511,0.967963909339486
2.64,1.7,21.39443511,1.29131739329696
5.566153846,4,17.88473764,1.57754091182153
4.425,4.1,17.88473764,1.76235146633253
3.08,2.05,17.88473764,1.07309390009504
3.32,5.4,17.88473764,1.29325568109322
2.329411765,4.3,22.13740542,0.731142018211504
4.011764706,2.85,22.13740542,0.891256997606116
2.84,3.4,22.13740542,1.46526211274624
1.142857143,3.8,22.13740542,1.21273470406826
0,0.9,18.22913273,0.587765695847704
0,0.45,18.22913273,0.677648009008095
0,0.45,18.22913273,0.576382065035251
0,1.1,18.22913273,0.50610828120589
0.56,0.1,22.50229612,0
0.4,0.3,22.50229612,0
1.12,1,22.50229612,0
1.2,0.8,22.50229612,0
0,3.4,23.63660494,1.25501948283971
0,3.28,23.63660494,0.771252726221059
0,1.7,23.63660494,0.94289225430301
0,1.8,23.63660494,0.945456542418599
2.08,4.15,24.67848663,1.41735637455967
3.28,4.7,24.67848663,1.53845603906785
2.84,4.15,24.67848663,0.970260538051401
2.96,3.59,24.67848663,1.02776548107018
