"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action","nitrogen.initial","fungicide.initial","Cj.outcome","Dg.outcome","Sp.outcome","To.outcome","Dc.outcome","Lp.outcome","Pm.outcome","Ao.outcome","Be.outcome","Cb.outcome","Hl.outcome","Hp.outcome","Ra.outcome","Pt.outcome","Fr.outcome","Pg.outcome","Ga.outcome","Am.outcome","herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability","state_idx"
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.245098039,0.019607843,0.098039216,0.637254902,0,0,0,0,0,0,0,0,0,0,0,0,1.9,19.19464873,0.93654915185444,120
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.206185567,0.020618557,0.154639175,0.618556701,0,0,0,0,0,0,0,0,0,0,0,0,0.95,19.19464873,0.991387612326268,120
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.339805825,0.029126214,0.194174757,0.436893204,0,0,0,0,0,0,0,0,0,0,0,0,3,19.19464873,1.14980203245352,120
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.157894737,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,2.05,19.19464873,1.05563343314675,120
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,17.40814705,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,17.40814705,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,17.40814705,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17.40814705,0,16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.058333333,0.125,0.041666667,0.058333333,0,0.083333333,0.058333333,0,0.008333333,0.016666667,0.083333333,0.041666667,0,0.058333333,0.125,0.033333333,0,0.208333333,10.26666667,3.1,21.45168042,2.41018808723691,262143
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.25,0.01,0.08,0.02,0,0.01,0.1,0,0.01,0.02,0,0.01,0,0,0.01,0.06,0.02,0.4,9.666969697,9.25,21.45168042,1.7791912165044,262143
