"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
2.732361111,1.43679410719964,19.57714771,1.43679410719964
2.732361111,1.43679410719964,19.57714771,1.43679410719964
10.511180155,1.92757500330685,19.57714771,1.43679410719964
10.511180155,0.450824163939781,19.57714771,1.02115437883257
0,2.732361111,19.57714771,1.92757500330685
0,10.511180155,19.57714771,1.92757500330685
0,1.92757500330685,19.57714771,1.02115437883257
0,2.732361111,19.57714771,1.92757500330685
2.732361111,1.02115437883257,23.971292535,0.450824163939781
1.92757500330685,0.450824163939781,23.971292535,1.02115437883257
2.732361111,1.92757500330685,23.971292535,0.450824163939781
2.732361111,0.450824163939781,23.971292535,0.450824163939781
0,1.43679410719964,19.57714771,0.450824163939781
0,0.450824163939781,19.57714771,1.02115437883257
0,1.92757500330685,19.57714771,0.450824163939781
0,0.450824163939781,19.57714771,0.450824163939781
0,1.02115437883257,23.971292535,0.450824163939781
0,1.92757500330685,23.971292535,0.450824163939781
0,1.92757500330685,23.971292535,1.02115437883257
0,1.02115437883257,23.971292535,1.02115437883257
1.43679410719964,10.511180155,19.57714771,1.02115437883257
2.732361111,1.92757500330685,19.57714771,1.43679410719964
2.732361111,2.732361111,19.57714771,1.43679410719964
2.732361111,10.511180155,19.57714771,1.43679410719964
10.511180155,10.511180155,23.971292535,1.43679410719964
2.732361111,2.732361111,23.971292535,1.02115437883257
2.732361111,10.511180155,23.971292535,1.43679410719964
2.732361111,10.511180155,23.971292535,1.43679410719964
2.732361111,10.511180155,23.971292535,0.450824163939781
10.511180155,10.511180155,23.971292535,1.43679410719964
1.43679410719964,2.732361111,23.971292535,1.43679410719964
1.02115437883257,10.511180155,23.971292535,1.02115437883257
10.511180155,2.732361111,10.511180155,1.43679410719964
1.92757500330685,1.43679410719964,10.511180155,1.92757500330685
10.511180155,10.511180155,10.511180155,1.43679410719964
10.511180155,1.92757500330685,10.511180155,1.92757500330685
0,10.511180155,10.511180155,1.92757500330685
0,1.43679410719964,10.511180155,1.92757500330685
0,1.43679410719964,10.511180155,1.92757500330685
0,2.732361111,10.511180155,1.02115437883257
2.732361111,2.732361111,23.971292535,0.450824163939781
1.92757500330685,1.43679410719964,23.971292535,0.450824163939781
2.732361111,1.43679410719964,23.971292535,0.450824163939781
1.43679410719964,1.92757500330685,23.971292535,0.450824163939781
1.92757500330685,1.92757500330685,19.57714771,1.02115437883257
2.732361111,1.92757500330685,19.57714771,1.02115437883257
1.92757500330685,2.732361111,19.57714771,1.02115437883257
2.732361111,1.92757500330685,19.57714771,1.02115437883257
0,1.02115437883257,19.57714771,1.02115437883257
0,1.43679410719964,19.57714771,0.450824163939781
0,10.511180155,19.57714771,1.02115437883257
0,1.02115437883257,19.57714771,0.450824163939781
0.450824163939781,1.02115437883257,23.971292535,0
0.450824163939781,1.02115437883257,23.971292535,0
0.450824163939781,1.02115437883257,23.971292535,0
0.450824163939781,1.02115437883257,23.971292535,0
