"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
1.628571429,3.2,24.8752922,0.926309157253026
2.56,4.55,24.8752922,1.2819594442009
5.852631579,2.55,24.8752922,1.10834921834357
3.16,4.33,24.8752922,1.062039742547
4.12,2.3,17.70045579,0.862799324673435
2,1.05,17.70045579,0.814748660883731
2.6,2.33,17.70045579,0.883541951000075
4.145714286,1.9,17.70045579,0.632369472690703
3.933333333,3.8,22.13740542,1.2779822355939
2.08,3.55,22.13740542,1.62218045062493
2.329411765,4.3,22.13740542,0.731142018211504
2.84,3.4,22.13740542,1.46526211274624
0,2.1,18.22913273,0.415217758345386
0,0.45,18.22913273,0.576382065035251
0,0.65,18.22913273,0.663678007406415
0,0.45,18.22913273,0.677648009008095
0,4.55,18.87338246,1.39934292473181
0,1.3,18.87338246,1.64660541208308
0,3.55,18.87338246,1.61885219211681
0,5.5,18.87338246,1.35725964343523
1.12,1,22.50229612,0
0.28,1,22.50229612,0
0.48,0.9,22.50229612,0
0.56,0.1,22.50229612,0
3.32,4.5,22.97760119,1.37781950803903
3.506666667,3.35,22.97760119,1.10456854236011
4.08,3.15,22.97760119,1.37083294940141
4.2,4.36,22.97760119,1.31273761779474
0,6.85,21.28028124,1.13707285425854
0,3.65,21.28028124,1.83512323956314
0,4.89,21.28028124,1.50069975302349
0,5,21.28028124,1.43028180488901
2.08,0.2,19.18886709,0
2.4,0.8,19.18886709,0
2.08,0.2,19.18886709,0
1.16,0,19.18886709,0
0,4.9,25.92116188,1.53197332452101
0,4.7,25.92116188,1.30704253120349
0,5.3,25.92116188,1.05366653408354
0,1.45,25.92116188,1.29421558637705
