"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,3.356875,19.980234645,0.394106880691095
0,1.95995182285816,19.980234645,0.914956167588976
0,1.95995182285816,19.980234645,0.394106880691095
0,3.356875,19.980234645,0.914956167588976
3.356875,3.356875,19.980234645,1.29830110975604
11.34865497,1.95995182285816,19.980234645,1.29830110975604
11.34865497,11.34865497,19.980234645,1.29830110975604
3.356875,1.95995182285816,19.980234645,1.29830110975604
0,1.95995182285816,11.34865497,0.394106880691095
0,0.914956167588976,11.34865497,0.394106880691095
0,1.29830110975604,11.34865497,0.394106880691095
0,0.914956167588976,11.34865497,0.914956167588976
0.394106880691095,0.394106880691095,30.285481515,0
0.914956167588976,0.394106880691095,30.285481515,0
0.394106880691095,0.394106880691095,30.285481515,0
0.914956167588976,0.394106880691095,30.285481515,0
0,11.34865497,19.980234645,1.95995182285816
0,1.95995182285816,19.980234645,1.29830110975604
0,3.356875,19.980234645,1.95995182285816
0,1.29830110975604,19.980234645,1.95995182285816
0.914956167588976,0.914956167588976,19.980234645,0
0.394106880691095,0.914956167588976,19.980234645,0
0.914956167588976,0.914956167588976,19.980234645,0
0.394106880691095,0.914956167588976,19.980234645,0
0,0.394106880691095,19.980234645,0.394106880691095
0,1.95995182285816,19.980234645,0.914956167588976
0,1.95995182285816,19.980234645,0.394106880691095
0,1.95995182285816,19.980234645,0.914956167588976
3.356875,3.356875,30.285481515,0.914956167588976
3.356875,3.356875,30.285481515,1.29830110975604
1.95995182285816,3.356875,30.285481515,0.914956167588976
11.34865497,3.356875,30.285481515,1.29830110975604
3.356875,3.356875,30.285481515,0.914956167588976
1.95995182285816,3.356875,30.285481515,1.95995182285816
1.29830110975604,3.356875,30.285481515,1.29830110975604
1.95995182285816,11.34865497,30.285481515,0.394106880691095
1.29830110975604,0.914956167588976,19.980234645,0
1.29830110975604,0.914956167588976,19.980234645,0
1.29830110975604,0.914956167588976,19.980234645,0
1.29830110975604,0.914956167588976,19.980234645,0
0,0.914956167588976,11.34865497,0.394106880691095
0,1.29830110975604,11.34865497,0.914956167588976
0,1.95995182285816,11.34865497,0.394106880691095
0,0.394106880691095,11.34865497,0.394106880691095
0,11.34865497,30.285481515,1.29830110975604
0,3.356875,30.285481515,1.29830110975604
0,3.356875,30.285481515,1.29830110975604
0,3.356875,30.285481515,1.95995182285816
0,3.356875,11.34865497,1.29830110975604
0,11.34865497,11.34865497,1.95995182285816
0,3.356875,11.34865497,1.95995182285816
0,11.34865497,11.34865497,1.29830110975604
0,3.356875,30.285481515,0.914956167588976
0,11.34865497,30.285481515,1.95995182285816
0,11.34865497,30.285481515,1.29830110975604
0,11.34865497,30.285481515,1.29830110975604
