"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
1.286938009375,1.286938009375,1.286938009375,1.286938009375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66925,2.66925,2.66925,2.66925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.070417844,21.070417844,21.070417844,21.070417844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00383237090976,1.00383237090976,1.00383237090976,1.00383237090976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.286938009375,0,1.286938009375,0,1.286938009375,0,0,0,0,0,0,0,0,0,0,0,0
0,2.66925,0,2.66925,0,2.66925,0,0,0,0,0,0,0,0,0,0,0,0
0,21.070417844,0,21.070417844,0,21.070417844,0,0,0,0,0,0,0,0,0,0,0,0
0,1.00383237090976,0,1.00383237090976,0,1.00383237090976,0,0,0,0,0,0,0,0,0,0,0,0
0,1.286938009375,0,0,0,1.286938009375,0,0,0,1.286938009375,0,0,1.286938009375,1.286938009375,0,0,1.286938009375,0
0,2.66925,0,0,0,2.66925,0,0,0,2.66925,0,0,2.66925,2.66925,0,0,2.66925,0
0,21.070417844,0,0,0,21.070417844,0,0,0,21.070417844,0,0,21.070417844,21.070417844,0,0,21.070417844,0
0,1.00383237090976,0,0,0,1.00383237090976,0,0,0,1.00383237090976,0,0,1.00383237090976,1.00383237090976,0,0,1.00383237090976,0
1.286938009375,0,1.286938009375,0,1.286938009375,0,1.286938009375,0,1.286938009375,0,0,1.286938009375,0,0,0,1.286938009375,0,1.286938009375
2.66925,0,2.66925,0,2.66925,0,2.66925,0,2.66925,0,0,2.66925,0,0,0,2.66925,0,2.66925
21.070417844,0,21.070417844,0,21.070417844,0,21.070417844,0,21.070417844,0,0,21.070417844,0,0,0,21.070417844,0,21.070417844
1.00383237090976,0,1.00383237090976,0,1.00383237090976,0,1.00383237090976,0,1.00383237090976,0,0,1.00383237090976,0,0,0,1.00383237090976,0,1.00383237090976
1.286938009375,0,0,0,1.286938009375,0,1.286938009375,0,1.286938009375,0,0,0,0,0,0,0,0,0
2.66925,0,0,0,2.66925,0,2.66925,0,2.66925,0,0,0,0,0,0,0,0,0
21.070417844,0,0,0,21.070417844,0,21.070417844,0,21.070417844,0,0,0,0,0,0,0,0,0
1.00383237090976,0,0,0,1.00383237090976,0,1.00383237090976,0,1.00383237090976,0,0,0,0,0,0,0,0,0
0,1.286938009375,0,1.286938009375,0,0,0,0,0,1.286938009375,1.286938009375,0,0,1.286938009375,0,0,1.286938009375,0
0,2.66925,0,2.66925,0,0,0,0,0,2.66925,2.66925,0,0,2.66925,0,0,2.66925,0
0,21.070417844,0,21.070417844,0,0,0,0,0,21.070417844,21.070417844,0,0,21.070417844,0,0,21.070417844,0
0,1.00383237090976,0,1.00383237090976,0,0,0,0,0,1.00383237090976,1.00383237090976,0,0,1.00383237090976,0,0,1.00383237090976,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286938009375,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66925,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.070417844,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00383237090976,0,0,0
0,1.286938009375,0,0,1.286938009375,1.286938009375,1.286938009375,0,0,0,1.286938009375,1.286938009375,0,0,0,1.286938009375,1.286938009375,0
0,2.66925,0,0,2.66925,2.66925,2.66925,0,0,0,2.66925,2.66925,0,0,0,2.66925,2.66925,0
0,21.070417844,0,0,21.070417844,21.070417844,21.070417844,0,0,0,21.070417844,21.070417844,0,0,0,21.070417844,21.070417844,0
0,1.00383237090976,0,0,1.00383237090976,1.00383237090976,1.00383237090976,0,0,0,1.00383237090976,1.00383237090976,0,0,0,1.00383237090976,1.00383237090976,0
0,1.286938009375,0,0,0,1.286938009375,0,0,0,0,0,0,0,1.286938009375,0,0,0,0
0,2.66925,0,0,0,2.66925,0,0,0,0,0,0,0,2.66925,0,0,0,0
0,21.070417844,0,0,0,21.070417844,0,0,0,0,0,0,0,21.070417844,0,0,0,0
0,1.00383237090976,0,0,0,1.00383237090976,0,0,0,0,0,0,0,1.00383237090976,0,0,0,0
0,0,0,1.286938009375,0,1.286938009375,0,0,0,1.286938009375,1.286938009375,0,1.286938009375,1.286938009375,0,0,1.286938009375,0
0,0,0,2.66925,0,2.66925,0,0,0,2.66925,2.66925,0,2.66925,2.66925,0,0,2.66925,0
0,0,0,21.070417844,0,21.070417844,0,0,0,21.070417844,21.070417844,0,21.070417844,21.070417844,0,0,21.070417844,0
0,0,0,1.00383237090976,0,1.00383237090976,0,0,0,1.00383237090976,1.00383237090976,0,1.00383237090976,1.00383237090976,0,0,1.00383237090976,0
