"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
5.04,2.7,20.92078116,1.11207468371618
5.28,0.25,20.92078116,0.989183901050978
3.04,0.7,20.92078116,0.708062826542737
3.24,1.2,20.92078116,0.849425829885726
0,5.2,21.50242169,1.37407845971786
0,3.35,21.50242169,1.13270548906879
0,3.85,21.50242169,1.45067136630865
0,5.2,21.50242169,1.31703443457275
3.2,1.5,19.56330635,0.544283733968017
1.88,0.7,19.56330635,1.14448796326086
1.4,0.9,19.56330635,0.569474674018481
2.895555556,1.2,19.56330635,0.856840995039472
1.2,2,26.18366465,0.626036077515304
1.36,1.25,26.18366465,1.0855554362296
1.8,3.48,26.18366465,0.170494986590018
2.64,2.25,26.18366465,0.98854640299096
0,1.9,22.90582536,0.661563238157982
0,2,22.90582536,0.887211002460701
0,2.03,22.90582536,0.690185676089951
0,2,22.90582536,0.636514168063764
0,0.05,12.80272186,0
0.16,0.3,12.80272186,0
0.12,0.4,12.80272186,0
0.12,0.8,12.80272186,0
0,1.15,22.00771886,0.976847906728483
0,2.1,22.00771886,1.06521626136648
0,1.1,22.00771886,0.574705336560357
0,1,22.00771886,1.10322552184464
2.32,1.8,17.70045579,0.69539553084017
4.12,2.3,17.70045579,0.862799324673435
2.84,0.55,17.70045579,0.760468802251346
2.166666667,1,17.70045579,0.619205047209067
1.28,0.9,20.18788567,0
1.52,0.8,20.18788567,0
1.68,0,20.18788567,0
1.04,1,20.18788567,0
0.76,0.95,26.54814996,0
0.36,1,26.54814996,0
0.16,1,26.54814996,0
0.2,1,26.54814996,0
