"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
2.46563685375,0,0,2.46563685375,0,2.46563685375,0,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,0,0,0,0,0,0
2.977,0,0,2.977,0,2.977,0,2.977,2.977,2.977,2.977,2.977,0,0,0,0,0,0
20.496336422,0,0,20.496336422,0,20.496336422,0,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,0,0,0,0,0,0
1.10490812596913,0,0,1.10490812596913,0,1.10490812596913,0,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,0,0,0,0,0,0
2.46563685375,0,2.46563685375,0,2.46563685375,0,2.46563685375,2.46563685375,2.46563685375,0,0,0,0,0,2.46563685375,2.46563685375,0,0
2.977,0,2.977,0,2.977,0,2.977,2.977,2.977,0,0,0,0,0,2.977,2.977,0,0
20.496336422,0,20.496336422,0,20.496336422,0,20.496336422,20.496336422,20.496336422,0,0,0,0,0,20.496336422,20.496336422,0,0
1.10490812596913,0,1.10490812596913,0,1.10490812596913,0,1.10490812596913,1.10490812596913,1.10490812596913,0,0,0,0,0,1.10490812596913,1.10490812596913,0,0
2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375,2.46563685375
2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977,2.977
20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422,20.496336422
1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913,1.10490812596913
0,0,0,0,0,2.46563685375,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.977,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20.496336422,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.10490812596913,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.46563685375,2.46563685375,0,2.46563685375,0,0,0,2.46563685375,2.46563685375,0,0,0,2.46563685375,0,0
0,0,0,2.977,2.977,0,2.977,0,0,0,2.977,2.977,0,0,0,2.977,0,0
0,0,0,20.496336422,20.496336422,0,20.496336422,0,0,0,20.496336422,20.496336422,0,0,0,20.496336422,0,0
0,0,0,1.10490812596913,1.10490812596913,0,1.10490812596913,0,0,0,1.10490812596913,1.10490812596913,0,0,0,1.10490812596913,0,0
0,0,0,0,2.46563685375,0,2.46563685375,2.46563685375,0,0,0,0,0,0,0,0,0,2.46563685375
0,0,0,0,2.977,0,2.977,2.977,0,0,0,0,0,0,0,0,0,2.977
0,0,0,0,20.496336422,0,20.496336422,20.496336422,0,0,0,0,0,0,0,0,0,20.496336422
0,0,0,0,1.10490812596913,0,1.10490812596913,1.10490812596913,0,0,0,0,0,0,0,0,0,1.10490812596913
0,2.46563685375,0,2.46563685375,0,2.46563685375,0,0,0,2.46563685375,2.46563685375,0,0,0,0,0,2.46563685375,0
0,2.977,0,2.977,0,2.977,0,0,0,2.977,2.977,0,0,0,0,0,2.977,0
0,20.496336422,0,20.496336422,0,20.496336422,0,0,0,20.496336422,20.496336422,0,0,0,0,0,20.496336422,0
0,1.10490812596913,0,1.10490812596913,0,1.10490812596913,0,0,0,1.10490812596913,1.10490812596913,0,0,0,0,0,1.10490812596913,0
0,0,0,0,0,2.46563685375,0,0,0,2.46563685375,2.46563685375,0,0,0,0,0,2.46563685375,0
0,0,0,0,0,2.977,0,0,0,2.977,2.977,0,0,0,0,0,2.977,0
0,0,0,0,0,20.496336422,0,0,0,20.496336422,20.496336422,0,0,0,0,0,20.496336422,0
0,0,0,0,0,1.10490812596913,0,0,0,1.10490812596913,1.10490812596913,0,0,0,0,0,1.10490812596913,0
0,0,0,2.46563685375,0,0,2.46563685375,0,2.46563685375,0,0,0,0,0,0,0,2.46563685375,0
0,0,0,2.977,0,0,2.977,0,2.977,0,0,0,0,0,0,0,2.977,0
0,0,0,20.496336422,0,0,20.496336422,0,20.496336422,0,0,0,0,0,0,0,20.496336422,0
0,0,0,1.10490812596913,0,0,1.10490812596913,0,1.10490812596913,0,0,0,0,0,0,0,1.10490812596913,0
2.46563685375,0,2.46563685375,0,2.46563685375,0,2.46563685375,2.46563685375,2.46563685375,0,0,2.46563685375,0,0,0,0,0,2.46563685375
2.977,0,2.977,0,2.977,0,2.977,2.977,2.977,0,0,2.977,0,0,0,0,0,2.977
20.496336422,0,20.496336422,0,20.496336422,0,20.496336422,20.496336422,20.496336422,0,0,20.496336422,0,0,0,0,0,20.496336422
1.10490812596913,0,1.10490812596913,0,1.10490812596913,0,1.10490812596913,1.10490812596913,1.10490812596913,0,0,1.10490812596913,0,0,0,0,0,1.10490812596913
