"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
0,0,0,1.562908226475,0,1.562908226475,0,0,0,0,1.562908226475,0,1.562908226475,1.562908226475,0,0,1.562908226475,0
0,0,0,2.80275,0,2.80275,0,0,0,0,2.80275,0,2.80275,2.80275,0,0,2.80275,0
0,0,0,21.368587612,0,21.368587612,0,0,0,0,21.368587612,0,21.368587612,21.368587612,0,0,21.368587612,0
0,0,0,0.931992601161141,0,0.931992601161141,0,0,0,0,0.931992601161141,0,0.931992601161141,0.931992601161141,0,0,0.931992601161141,0
1.562908226475,0,0,0,1.562908226475,0,1.562908226475,0,1.562908226475,0,0,0,0,0,0,0,0,0
2.80275,0,0,0,2.80275,0,2.80275,0,2.80275,0,0,0,0,0,0,0,0,0
21.368587612,0,0,0,21.368587612,0,21.368587612,0,21.368587612,0,0,0,0,0,0,0,0,0
0.931992601161141,0,0,0,0.931992601161141,0,0.931992601161141,0,0.931992601161141,0,0,0,0,0,0,0,0,0
0,1.562908226475,0,0,0,0,1.562908226475,1.562908226475,0,0,1.562908226475,0,1.562908226475,0,0,1.562908226475,0,1.562908226475
0,2.80275,0,0,0,0,2.80275,2.80275,0,0,2.80275,0,2.80275,0,0,2.80275,0,2.80275
0,21.368587612,0,0,0,0,21.368587612,21.368587612,0,0,21.368587612,0,21.368587612,0,0,21.368587612,0,21.368587612
0,0.931992601161141,0,0,0,0,0.931992601161141,0.931992601161141,0,0,0.931992601161141,0,0.931992601161141,0,0,0.931992601161141,0,0.931992601161141
0,0,0,0,1.562908226475,0,1.562908226475,1.562908226475,0,0,0,0,0,0,0,0,0,1.562908226475
0,0,0,0,2.80275,0,2.80275,2.80275,0,0,0,0,0,0,0,0,0,2.80275
0,0,0,0,21.368587612,0,21.368587612,21.368587612,0,0,0,0,0,0,0,0,0,21.368587612
0,0,0,0,0.931992601161141,0,0.931992601161141,0.931992601161141,0,0,0,0,0,0,0,0,0,0.931992601161141
1.562908226475,0,1.562908226475,0,0,0,0,1.562908226475,1.562908226475,0,0,1.562908226475,0,0,1.562908226475,1.562908226475,0,1.562908226475
2.80275,0,2.80275,0,0,0,0,2.80275,2.80275,0,0,2.80275,0,0,2.80275,2.80275,0,2.80275
21.368587612,0,21.368587612,0,0,0,0,21.368587612,21.368587612,0,0,21.368587612,0,0,21.368587612,21.368587612,0,21.368587612
0.931992601161141,0,0.931992601161141,0,0,0,0,0.931992601161141,0.931992601161141,0,0,0.931992601161141,0,0,0.931992601161141,0.931992601161141,0,0.931992601161141
0,0,0,0,0,0,0,0,0,1.562908226475,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.80275,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,21.368587612,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.931992601161141,0,0,0,0,0,0,0,0
0,1.562908226475,0,1.562908226475,0,0,0,0,0,1.562908226475,1.562908226475,0,1.562908226475,0,0,0,1.562908226475,0
0,2.80275,0,2.80275,0,0,0,0,0,2.80275,2.80275,0,2.80275,0,0,0,2.80275,0
0,21.368587612,0,21.368587612,0,0,0,0,0,21.368587612,21.368587612,0,21.368587612,0,0,0,21.368587612,0
0,0.931992601161141,0,0.931992601161141,0,0,0,0,0,0.931992601161141,0.931992601161141,0,0.931992601161141,0,0,0,0.931992601161141,0
0,1.562908226475,0,0,1.562908226475,1.562908226475,1.562908226475,0,0,0,1.562908226475,1.562908226475,0,0,0,1.562908226475,1.562908226475,0
0,2.80275,0,0,2.80275,2.80275,2.80275,0,0,0,2.80275,2.80275,0,0,0,2.80275,2.80275,0
0,21.368587612,0,0,21.368587612,21.368587612,21.368587612,0,0,0,21.368587612,21.368587612,0,0,0,21.368587612,21.368587612,0
0,0.931992601161141,0,0,0.931992601161141,0.931992601161141,0.931992601161141,0,0,0,0.931992601161141,0.931992601161141,0,0,0,0.931992601161141,0.931992601161141,0
0,0,1.562908226475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.80275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21.368587612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.931992601161141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.562908226475,0,1.562908226475,0,0,0,1.562908226475,1.562908226475,0,1.562908226475,1.562908226475,0,0,1.562908226475,0
0,0,0,2.80275,0,2.80275,0,0,0,2.80275,2.80275,0,2.80275,2.80275,0,0,2.80275,0
0,0,0,21.368587612,0,21.368587612,0,0,0,21.368587612,21.368587612,0,21.368587612,21.368587612,0,0,21.368587612,0
0,0,0,0.931992601161141,0,0.931992601161141,0,0,0,0.931992601161141,0.931992601161141,0,0.931992601161141,0.931992601161141,0,0,0.931992601161141,0
