"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,5.75,21.50242169,1.34957126404801
0,5.08,21.50242169,1.27298834099835
0,3.35,21.50242169,1.13270548906879
0,5.2,21.50242169,1.37407845971786
0,2.85,25.38088838,0.774420925276657
0,3.36,25.38088838,0.701655799114221
0,1.9,25.38088838,0.838294812217596
0,1.5,25.38088838,0.942267554380266
0.36,0.2,26.31635653,0
0.12,0.3,26.31635653,0
0.44,0.7,26.31635653,0
1.04,0.3,26.31635653,0
0,2.71,19.96523589,0.900955307538137
0,2.7,19.96523589,1.05790542470367
0,2.7,19.96523589,0.1461846346344
0,2.6,19.96523589,0.565592155624122
3.64,1.05,19.30859596,0.895175327721353
2.32,1.25,19.30859596,1.31942227288753
3.56,1.8,19.30859596,1.34515292186736
3,1.5,19.30859596,1.25123091033198
2.68,1,26.38518008,0.478362627332832
1.68,1.3,26.38518008,0.623611575977349
2.204444444,0.4,26.38518008,0.693147180559945
2.04,0.15,26.38518008,0.878017291005318
0,2.07,24.03507634,1.73392447774804
0,4.35,24.03507634,1.51230570722583
0,4.3,24.03507634,1.65934514152939
0,4.02,24.03507634,1.55091092620662
3.4,3.35,22.31607622,1.41045510764303
2.210909091,6.44,22.31607622,1.4765698486303
3.301818182,5.8,22.31607622,1.49639881244901
4.36,2.85,22.31607622,1.78983676449138
4.36,3.2,17.75986031,1.64001036885442
3.64,4.17,17.75986031,1.67532855823164
3.32,2.25,17.75986031,1.23528107898247
5.035,3.35,17.75986031,1.30229027251905
0,0.75,23.55281661,1.23775809563892
0,3.1,23.55281661,1.22697101744327
0,5.5,23.55281661,1.16369720532034
0,3.75,23.55281661,1.72714215108201
