"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,1.9,19.19464873,0.93654915185444
0,0.95,19.19464873,0.991387612326268
0,3,19.19464873,1.14980203245352
0,2.05,19.19464873,1.05563343314675
0.6,0.2,17.40814705,0
0.2,0,17.40814705,0
1.04,0,17.40814705,0
0,0.1,17.40814705,0
10.26666667,3.1,21.45168042,2.41018808723691
9.666969697,9.25,21.45168042,1.7791912165044
6.27047619,7.8,21.45168042,2.08841452507407
12.53934066,3.11,21.45168042,1.36642434100942
0,2.9,18.05620292,1.34345609410782
0,4.99,18.05620292,1.53444772053172
0,2.45,18.05620292,1.66268598627552
0,2.2,18.05620292,1.11622785158209
1.24,1,16.81648496,0
0.76,0.5,16.81648496,0
0.6,1,16.81648496,0
0.6,0.25,16.81648496,0
0,0.65,18.22913273,0.663678007406415
0,1.5,18.22913273,0.897622185396176
0,1.1,18.22913273,0.50610828120589
0,0.45,18.22913273,0.576382065035251
1.16,0.6,20.18788567,0
1.04,1,20.18788567,0
0.76,0.9,20.18788567,0
1.24,0.15,20.18788567,0
0,2.05,21.48947191,1.15033524900372
0,3.05,21.48947191,1.29202159522219
0,5.7,21.48947191,1.01859067886849
0,3.65,21.48947191,1.12217849470659
1.92,2.3,18.41592412,0.78670123883463
1.16,1.6,18.41592412,0.415217758345386
1.84,1.6,18.41592412,0.88822486815441
2.24,0.8,18.41592412,0.510929635357191
2.596363636,2.97,20.76012964,0.697798703811205
2.1,2.9,20.76012964,0.976453147323353
3,2.46,20.76012964,1.17205748516755
1.2,2.15,20.76012964,1.14299982143208
