"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
0,0,0,0,0,0,0,0,0,0,1.59683759055,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.736,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21.385599219,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.721350768816667,0,0,0,0,0,0,0
0,0,0,0,0,1.59683759055,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.736,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.385599219,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.721350768816667,0,0,0,0,0,0,0,0,0,0,0,0
0,1.59683759055,0,0,1.59683759055,0,0,0,1.59683759055,1.59683759055,1.59683759055,1.59683759055,1.59683759055,0,0,1.59683759055,0,0
0,1.736,0,0,1.736,0,0,0,1.736,1.736,1.736,1.736,1.736,0,0,1.736,0,0
0,21.385599219,0,0,21.385599219,0,0,0,21.385599219,21.385599219,21.385599219,21.385599219,21.385599219,0,0,21.385599219,0,0
0,0.721350768816667,0,0,0.721350768816667,0,0,0,0.721350768816667,0.721350768816667,0.721350768816667,0.721350768816667,0.721350768816667,0,0,0.721350768816667,0,0
0,0,0,0,1.59683759055,0,1.59683759055,1.59683759055,0,0,0,0,0,0,1.59683759055,0,0,0
0,0,0,0,1.736,0,1.736,1.736,0,0,0,0,0,0,1.736,0,0,0
0,0,0,0,21.385599219,0,21.385599219,21.385599219,0,0,0,0,0,0,21.385599219,0,0,0
0,0,0,0,0.721350768816667,0,0.721350768816667,0.721350768816667,0,0,0,0,0,0,0.721350768816667,0,0,0
1.59683759055,0,0,0,1.59683759055,0,1.59683759055,0,1.59683759055,0,0,0,0,0,0,0,0,0
1.736,0,0,0,1.736,0,1.736,0,1.736,0,0,0,0,0,0,0,0,0
21.385599219,0,0,0,21.385599219,0,21.385599219,0,21.385599219,0,0,0,0,0,0,0,0,0
0.721350768816667,0,0,0,0.721350768816667,0,0.721350768816667,0,0.721350768816667,0,0,0,0,0,0,0,0,0
0,1.59683759055,0,0,0,0,0,0,0,0,0,0,1.59683759055,0,0,0,1.59683759055,0
0,1.736,0,0,0,0,0,0,0,0,0,0,1.736,0,0,0,1.736,0
0,21.385599219,0,0,0,0,0,0,0,0,0,0,21.385599219,0,0,0,21.385599219,0
0,0.721350768816667,0,0,0,0,0,0,0,0,0,0,0.721350768816667,0,0,0,0.721350768816667,0
0,0,0,0,1.59683759055,0,1.59683759055,1.59683759055,0,0,0,0,0,0,0,0,0,1.59683759055
0,0,0,0,1.736,0,1.736,1.736,0,0,0,0,0,0,0,0,0,1.736
0,0,0,0,21.385599219,0,21.385599219,21.385599219,0,0,0,0,0,0,0,0,0,21.385599219
0,0,0,0,0.721350768816667,0,0.721350768816667,0.721350768816667,0,0,0,0,0,0,0,0,0,0.721350768816667
0,0,0,0,0,1.59683759055,0,0,0,1.59683759055,1.59683759055,0,0,0,0,0,1.59683759055,0
0,0,0,0,0,1.736,0,0,0,1.736,1.736,0,0,0,0,0,1.736,0
0,0,0,0,0,21.385599219,0,0,0,21.385599219,21.385599219,0,0,0,0,0,21.385599219,0
0,0,0,0,0,0.721350768816667,0,0,0,0.721350768816667,0.721350768816667,0,0,0,0,0,0.721350768816667,0
0,1.59683759055,0,0,0,1.59683759055,0,0,0,0,0,0,0,1.59683759055,0,0,0,0
0,1.736,0,0,0,1.736,0,0,0,0,0,0,0,1.736,0,0,0,0
0,21.385599219,0,0,0,21.385599219,0,0,0,0,0,0,0,21.385599219,0,0,0,0
0,0.721350768816667,0,0,0,0.721350768816667,0,0,0,0,0,0,0,0.721350768816667,0,0,0,0
1.59683759055,0,1.59683759055,0,1.59683759055,0,1.59683759055,1.59683759055,1.59683759055,0,0,1.59683759055,0,0,0,0,0,1.59683759055
1.736,0,1.736,0,1.736,0,1.736,1.736,1.736,0,0,1.736,0,0,0,0,0,1.736
21.385599219,0,21.385599219,0,21.385599219,0,21.385599219,21.385599219,21.385599219,0,0,21.385599219,0,0,0,0,0,21.385599219
0.721350768816667,0,0.721350768816667,0,0.721350768816667,0,0.721350768816667,0.721350768816667,0.721350768816667,0,0,0.721350768816667,0,0,0,0,0,0.721350768816667
