"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,5.2,21.50242169,1.31703443457275
0,5.75,21.50242169,1.34957126404801
0,4.15,21.50242169,1.27712429099671
0,5.2,21.50242169,1.37407845971786
5.638181818,4,19.10541539,1.12266113767005
3.6,1.6,19.10541539,1.50103654874422
3.598095238,1.2,19.10541539,1.37972159059065
4.96,4.55,19.10541539,1.32474036006907
8.062222222,8.19,21.45168042,1.99569107376967
6.27047619,7.8,21.45168042,2.08841452507407
12.53934066,3.11,21.45168042,1.36642434100942
8.226666667,10.04,21.45168042,1.74510418011125
0.68,1,21.41923304,0
0.64,0.2,21.41923304,0
0.4,0.8,21.41923304,0
0.88,0.75,21.41923304,0
3.644444444,3.7,19.26941218,1.36713023731193
5.44,2.91,19.26941218,1.32975427548119
3.92,2.95,19.26941218,1.49547958877295
3.5125,3.44,19.26941218,1.15531266825628
0,1.1,18.22913273,0.50610828120589
0,0.45,18.22913273,0.427499251887906
0,1.5,18.22913273,0.897622185396176
0,0.65,18.22913273,0.663678007406415
0,3.65,21.48947191,1.12217849470659
0,3.2,21.48947191,1.62729647330204
0,5.2,21.48947191,1.1535830226978
0,3.05,21.48947191,1.29202159522219
0,3.37,23.63660494,0.412554395203288
0,1.7,23.63660494,0.94289225430301
0,2.9,23.63660494,0.752110840079609
0,1.8,23.63660494,0.945456542418599
3.24,2.07,20.32896244,1.11873452842118
1.92,2.2,20.32896244,0.984086503082915
3.2,0.42,20.32896244,0.958685040692009
2.36,1.35,20.32896244,1.09039996299848
3.56,4.73,18.53102948,1.61602351047761
3.6,1.2,18.53102948,1.43255870259941
4.997894737,1,18.53102948,1.36570630309891
3.735652174,1,18.53102948,1.69785016736921
