"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action","nitrogen.initial","fungicide.initial","Cj.outcome","Dg.outcome","Sp.outcome","To.outcome","Dc.outcome","Lp.outcome","Pm.outcome","Ao.outcome","Be.outcome","Cb.outcome","Hl.outcome","Hp.outcome","Ra.outcome","Pt.outcome","Fr.outcome","Pg.outcome","Ga.outcome","Am.outcome","herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability","state_idx"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.55,22.74446252,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.9,22.74446252,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.7,22.74446252,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.6,22.74446252,0,2
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107692308,0,0.846153846,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.96523589,0.523302145510465,42
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0625,0,0.729166667,0,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,19.96523589,0.730391219905423,42
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.464285714,0,0.071428571,0,0.464285714,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,19.96523589,0.900955307538137,42
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.180851064,0,0.074468085,0,0.744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,19.96523589,0.722223879757458,42
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.32967033,0,0,0,0.274725275,0,0,0,0.32967033,0,0,0,0.065934066,0,0,0,0,0,5,24.82630578,1.26586725006847,78370
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.064516129,0,0,0,0.032258065,0,0,0,0.483870968,0,0,0,0.016129032,0,0,0.403225806,0,0,4.5,24.82630578,1.07166198408571,78370
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0.072916667,0,0,0,0.166666667,0,0,0,0.3125,0,0,0.03125,0.0625,0,0,0.354166667,0,0,1.63,24.82630578,1.50225065462112,78370
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.010638298,0,0,0,0.010638298,0,0,0,0.425531915,0,0,0.010638298,0.010638298,0,0,0.531914894,0,0,2.8,24.82630578,0.892695545349471,78370
