"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
1.4,0.9,19.56330635,0.569474674018481
2.32,1.2,19.56330635,0.926506603289533
1.88,0.7,19.56330635,1.14448796326086
2.48,0.8,19.56330635,1.02965301406457
0,0.2,16.53690177,0.96128575341507
0,0.55,16.53690177,1.24018063664824
0,2.6,16.53690177,0.988495466807343
0,2.3,16.53690177,0.780628303724941
0,4.2,19.09911541,0.789063866631153
0,2.35,19.09911541,1.43365287727555
0,4.29,19.09911541,1.58113532329343
0,4.4,19.09911541,1.74489406880343
0.04,0.05,12.80272186,0
0.36,0.1,12.80272186,0
0.16,0.9,12.80272186,0
0.16,0.3,12.80272186,0
0.4,0.8,21.41923304,0
1.04,0.7,21.41923304,0
1.24,1,21.41923304,0
0.88,1,21.41923304,0
3.29,4.95,22.31607622,1.61363387498538
2.210909091,6.44,22.31607622,1.4765698486303
4.36,2.85,22.31607622,1.78983676449138
3.4,3.35,22.31607622,1.41045510764303
2.384615385,2.8,23.68819949,0.755860104667833
3.305,2.54,23.68819949,1.43018882642122
3.739220779,1.25,23.68819949,1.20287555281643
2.493333333,4,23.68819949,1.42436917442834
2.596363636,2.97,20.76012964,0.697798703811205
2.08,1.15,20.76012964,0.683694559124711
1.2,2.15,20.76012964,1.14299982143208
2.1,2.9,20.76012964,0.976453147323353
0.84,2,24.32702197,0.677249816864348
1.6,2.2,24.32702197,0.514653165707194
1.8,3,24.32702197,1.04058055898333
2.28,2.33,24.32702197,0.760092831910692
0.08,1,26.54814996,0
0.16,0.65,26.54814996,0
0.76,0.95,26.54814996,0
0.36,1,26.54814996,0
