"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
0,2.074323052125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.026801197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.78179618990579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125,2.074323052125
2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243
20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197,20.026801197
0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579,0.78179618990579
2.074323052125,0,0,0,0,0,0,0,0,0,0,2.074323052125,0,0,2.074323052125,0,0,2.074323052125
2.243,0,0,0,0,0,0,0,0,0,0,2.243,0,0,2.243,0,0,2.243
20.026801197,0,0,0,0,0,0,0,0,0,0,20.026801197,0,0,20.026801197,0,0,20.026801197
0.78179618990579,0,0,0,0,0,0,0,0,0,0,0.78179618990579,0,0,0.78179618990579,0,0,0.78179618990579
0,2.074323052125,0,2.074323052125,0,2.074323052125,0,0,0,2.074323052125,2.074323052125,0,0,2.074323052125,0,0,0,0
0,2.243,0,2.243,0,2.243,0,0,0,2.243,2.243,0,0,2.243,0,0,0,0
0,20.026801197,0,20.026801197,0,20.026801197,0,0,0,20.026801197,20.026801197,0,0,20.026801197,0,0,0,0
0,0.78179618990579,0,0.78179618990579,0,0.78179618990579,0,0,0,0.78179618990579,0.78179618990579,0,0,0.78179618990579,0,0,0,0
0,0,0,0,0,2.074323052125,0,0,0,2.074323052125,0,2.074323052125,0,0,0,2.074323052125,0,0
0,0,0,0,0,2.243,0,0,0,2.243,0,2.243,0,0,0,2.243,0,0
0,0,0,0,0,20.026801197,0,0,0,20.026801197,0,20.026801197,0,0,0,20.026801197,0,0
0,0,0,0,0,0.78179618990579,0,0,0,0.78179618990579,0,0.78179618990579,0,0,0,0.78179618990579,0,0
2.074323052125,0,0,0,2.074323052125,0,2.074323052125,0,2.074323052125,0,0,0,0,0,0,0,0,0
2.243,0,0,0,2.243,0,2.243,0,2.243,0,0,0,0,0,0,0,0,0
20.026801197,0,0,0,20.026801197,0,20.026801197,0,20.026801197,0,0,0,0,0,0,0,0,0
0.78179618990579,0,0,0,0.78179618990579,0,0.78179618990579,0,0.78179618990579,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.074323052125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.243,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20.026801197,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.78179618990579,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.074323052125,0,0,0,2.074323052125,0,0,2.074323052125,0,0,2.074323052125
0,0,0,0,0,0,0,2.243,0,0,0,2.243,0,0,2.243,0,0,2.243
0,0,0,0,0,0,0,20.026801197,0,0,0,20.026801197,0,0,20.026801197,0,0,20.026801197
0,0,0,0,0,0,0,0.78179618990579,0,0,0,0.78179618990579,0,0,0.78179618990579,0,0,0.78179618990579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074323052125,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.243,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.026801197,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78179618990579,0,0
0,0,2.074323052125,0,0,2.074323052125,0,0,0,0,0,0,0,0,0,0,2.074323052125,2.074323052125
0,0,2.243,0,0,2.243,0,0,0,0,0,0,0,0,0,0,2.243,2.243
0,0,20.026801197,0,0,20.026801197,0,0,0,0,0,0,0,0,0,0,20.026801197,20.026801197
0,0,0.78179618990579,0,0,0.78179618990579,0,0,0,0,0,0,0,0,0,0,0.78179618990579,0.78179618990579
