"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,2.47375,24.762875575,0.605360499563955
0,2.47375,24.762875575,0.945416744772876
0,1.4575,24.762875575,0.605360499563955
0,2.47375,24.762875575,0.605360499563955
1.4575,10.688316365,24.762875575,0.242443754791079
2.47375,2.47375,24.762875575,0.945416744772876
2.47375,1.4575,24.762875575,0.945416744772876
1.4575,2.47375,24.762875575,0.605360499563955
10.688316365,1.4575,20.60336696,1.4575
2.47375,2.47375,20.60336696,1.4575
10.688316365,0.605360499563955,20.60336696,0.945416744772876
10.688316365,0.945416744772876,20.60336696,0.945416744772876
0.242443754791079,0.242443754791079,10.688316365,0
0,0,10.688316365,0
0.242443754791079,0.242443754791079,10.688316365,0
0.242443754791079,0.242443754791079,10.688316365,0
0,0.605360499563955,10.688316365,0.605360499563955
0,2.47375,10.688316365,0.242443754791079
0,0.605360499563955,10.688316365,0.242443754791079
0,1.4575,10.688316365,0.945416744772876
1.4575,0.242443754791079,20.60336696,0
1.4575,0.605360499563955,20.60336696,0
1.4575,0,20.60336696,0
0.945416744772876,0.242443754791079,20.60336696,0
0.945416744772876,0.945416744772876,20.60336696,0
0.242443754791079,0.605360499563955,20.60336696,0
0.242443754791079,0.945416744772876,20.60336696,0
0.242443754791079,0.945416744772876,20.60336696,0
10.688316365,10.688316365,20.60336696,1.4575
2.47375,10.688316365,20.60336696,1.4575
10.688316365,10.688316365,20.60336696,1.4575
10.688316365,2.47375,20.60336696,1.4575
2.47375,1.4575,24.762875575,0.605360499563955
0.945416744772876,1.4575,24.762875575,0.605360499563955
2.47375,1.4575,24.762875575,0.605360499563955
0.945416744772876,2.47375,24.762875575,0.605360499563955
0.242443754791079,0.945416744772876,24.762875575,0
0.242443754791079,0.945416744772876,24.762875575,0
0.605360499563955,0.242443754791079,24.762875575,0
0.242443754791079,0.605360499563955,24.762875575,0
