"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,2,24.99139887,0.522569037854065
0,2,24.99139887,0.78376786825374
0,1.25,24.99139887,0.677469114403073
0,2.1,24.99139887,0.43932046419871
1.8,3.48,26.18366465,0.170494986590018
2.64,2.25,26.18366465,0.98854640299096
2.941818182,1.8,26.18366465,0.876168499975381
1.2,2,26.18366465,0.626036077515304
3.56,1.8,19.30859596,1.34515292186736
2.88,2.8,19.30859596,1.28256282212088
4.12,0.55,19.30859596,1.02022992602185
3.64,1.05,19.30859596,0.895175327721353
0.36,0.1,12.80272186,0
0,0.05,12.80272186,0
0.16,0.9,12.80272186,0
0.12,0.4,12.80272186,0
0,0.45,18.22913273,0.576382065035251
0,2.1,18.22913273,0.415217758345386
0,0.45,18.22913273,0.427499251887906
0,1.5,18.22913273,0.897622185396176
1.24,0.15,20.18788567,0
1.16,0.6,20.18788567,0
1.68,0,20.18788567,0
1.08,0.25,20.18788567,0
1.08,0.8,19.13846723,0
0.4,0.6,19.13846723,0
0.16,0.25,19.13846723,0
0.56,0.9,19.13846723,0
3.8,4.6,22.97760119,1.23605293485375
3.08,4.33,22.97760119,1.3291654575745
4.2,4.36,22.97760119,1.31273761779474
4.8,3.1,22.97760119,1.50004099515828
2.08,1.53,24.32702197,0.495352969057023
1.04,1.55,24.32702197,0.77318869664309
2.92,1.6,24.32702197,0.481602379675834
0.84,2,24.32702197,0.677249816864348
1.12,1,26.54814996,0
0.36,1,26.54814996,0
0.56,0.25,26.54814996,0
0.16,0.65,26.54814996,0
