"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
0,0,1.3349860556,0,1.3349860556,0,0,0,0,0,0,1.3349860556,0,0,0,1.3349860556,0,0
0,0,1.9955,0,1.9955,0,0,0,0,0,0,1.9955,0,0,0,1.9955,0,0
0,0,20.706085571,0,20.706085571,0,0,0,0,0,0,20.706085571,0,0,0,20.706085571,0,0
0,0,0.769669260261836,0,0.769669260261836,0,0,0,0,0,0,0.769669260261836,0,0,0,0.769669260261836,0,0
1.3349860556,0,0,0,0,0,0,0,0,0,0,1.3349860556,0,0,1.3349860556,0,0,1.3349860556
1.9955,0,0,0,0,0,0,0,0,0,0,1.9955,0,0,1.9955,0,0,1.9955
20.706085571,0,0,0,0,0,0,0,0,0,0,20.706085571,0,0,20.706085571,0,0,20.706085571
0.769669260261836,0,0,0,0,0,0,0,0,0,0,0.769669260261836,0,0,0.769669260261836,0,0,0.769669260261836
1.3349860556,0,0,0,1.3349860556,0,1.3349860556,1.3349860556,1.3349860556,0,0,1.3349860556,0,0,1.3349860556,1.3349860556,0,0
1.9955,0,0,0,1.9955,0,1.9955,1.9955,1.9955,0,0,1.9955,0,0,1.9955,1.9955,0,0
20.706085571,0,0,0,20.706085571,0,20.706085571,20.706085571,20.706085571,0,0,20.706085571,0,0,20.706085571,20.706085571,0,0
0.769669260261836,0,0,0,0.769669260261836,0,0.769669260261836,0.769669260261836,0.769669260261836,0,0,0.769669260261836,0,0,0.769669260261836,0.769669260261836,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3349860556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9955
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.706085571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769669260261836
0,0,0,0,0,1.3349860556,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.9955,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20.706085571,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.769669260261836,0,0,0,0,0,0,0,0,0,0,0,0
0,1.3349860556,0,0,1.3349860556,0,0,0,1.3349860556,1.3349860556,1.3349860556,1.3349860556,1.3349860556,0,0,1.3349860556,0,0
0,1.9955,0,0,1.9955,0,0,0,1.9955,1.9955,1.9955,1.9955,1.9955,0,0,1.9955,0,0
0,20.706085571,0,0,20.706085571,0,0,0,20.706085571,20.706085571,20.706085571,20.706085571,20.706085571,0,0,20.706085571,0,0
0,0.769669260261836,0,0,0.769669260261836,0,0,0,0.769669260261836,0.769669260261836,0.769669260261836,0.769669260261836,0.769669260261836,0,0,0.769669260261836,0,0
0,1.3349860556,0,1.3349860556,0,0,0,0,0,1.3349860556,1.3349860556,0,0,1.3349860556,0,0,1.3349860556,0
0,1.9955,0,1.9955,0,0,0,0,0,1.9955,1.9955,0,0,1.9955,0,0,1.9955,0
0,20.706085571,0,20.706085571,0,0,0,0,0,20.706085571,20.706085571,0,0,20.706085571,0,0,20.706085571,0
0,0.769669260261836,0,0.769669260261836,0,0,0,0,0,0.769669260261836,0.769669260261836,0,0,0.769669260261836,0,0,0.769669260261836,0
1.3349860556,0,0,0,0,0,0,1.3349860556,0,0,0,0,0,0,1.3349860556,1.3349860556,0,0
1.9955,0,0,0,0,0,0,1.9955,0,0,0,0,0,0,1.9955,1.9955,0,0
20.706085571,0,0,0,0,0,0,20.706085571,0,0,0,0,0,0,20.706085571,20.706085571,0,0
0.769669260261836,0,0,0,0,0,0,0.769669260261836,0,0,0,0,0,0,0.769669260261836,0.769669260261836,0,0
0,1.3349860556,0,0,0,1.3349860556,0,0,0,0,0,0,0,1.3349860556,0,0,0,0
0,1.9955,0,0,0,1.9955,0,0,0,0,0,0,0,1.9955,0,0,0,0
0,20.706085571,0,0,0,20.706085571,0,0,0,0,0,0,0,20.706085571,0,0,0,0
0,0.769669260261836,0,0,0,0.769669260261836,0,0,0,0,0,0,0,0.769669260261836,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3349860556,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9955,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.706085571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769669260261836,0
