"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
0,0,0,1.470368872175,1.470368872175,1.470368872175,1.470368872175,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.323,2.323,2.323,2.323,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.390751007,23.390751007,23.390751007,23.390751007,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.470368872175,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.323,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23.390751007,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.970109211052027,0,0,0,0
1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175
2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323,2.323
23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007
0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027
0,1.470368872175,0,0,0,1.470368872175,0,0,0,0,0,0,1.470368872175,0,0,0,0,0
0,2.323,0,0,0,2.323,0,0,0,0,0,0,2.323,0,0,0,0,0
0,23.390751007,0,0,0,23.390751007,0,0,0,0,0,0,23.390751007,0,0,0,0,0
0,0.970109211052027,0,0,0,0.970109211052027,0,0,0,0,0,0,0.970109211052027,0,0,0,0,0
0,1.470368872175,0,0,1.470368872175,0,0,0,1.470368872175,1.470368872175,1.470368872175,1.470368872175,1.470368872175,0,0,1.470368872175,0,0
0,2.323,0,0,2.323,0,0,0,2.323,2.323,2.323,2.323,2.323,0,0,2.323,0,0
0,23.390751007,0,0,23.390751007,0,0,0,23.390751007,23.390751007,23.390751007,23.390751007,23.390751007,0,0,23.390751007,0,0
0,0.970109211052027,0,0,0.970109211052027,0,0,0,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0.970109211052027,0,0,0.970109211052027,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470368872175,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.323,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.390751007,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970109211052027,0,0
0,1.470368872175,0,0,0,0,0,0,0,0,0,0,1.470368872175,0,0,0,1.470368872175,0
0,2.323,0,0,0,0,0,0,0,0,0,0,2.323,0,0,0,2.323,0
0,23.390751007,0,0,0,0,0,0,0,0,0,0,23.390751007,0,0,0,23.390751007,0
0,0.970109211052027,0,0,0,0,0,0,0,0,0,0,0.970109211052027,0,0,0,0.970109211052027,0
0,0,1.470368872175,0,0,0,1.470368872175,1.470368872175,1.470368872175,0,0,1.470368872175,0,0,1.470368872175,1.470368872175,0,1.470368872175
0,0,2.323,0,0,0,2.323,2.323,2.323,0,0,2.323,0,0,2.323,2.323,0,2.323
0,0,23.390751007,0,0,0,23.390751007,23.390751007,23.390751007,0,0,23.390751007,0,0,23.390751007,23.390751007,0,23.390751007
0,0,0.970109211052027,0,0,0,0.970109211052027,0.970109211052027,0.970109211052027,0,0,0.970109211052027,0,0,0.970109211052027,0.970109211052027,0,0.970109211052027
0,0,0,0,0,1.470368872175,0,0,0,1.470368872175,1.470368872175,0,0,0,0,0,1.470368872175,0
0,0,0,0,0,2.323,0,0,0,2.323,2.323,0,0,0,0,0,2.323,0
0,0,0,0,0,23.390751007,0,0,0,23.390751007,23.390751007,0,0,0,0,0,23.390751007,0
0,0,0,0,0,0.970109211052027,0,0,0,0.970109211052027,0.970109211052027,0,0,0,0,0,0.970109211052027,0
0,0,1.470368872175,0,0,1.470368872175,0,0,0,0,0,0,0,0,0,0,1.470368872175,1.470368872175
0,0,2.323,0,0,2.323,0,0,0,0,0,0,0,0,0,0,2.323,2.323
0,0,23.390751007,0,0,23.390751007,0,0,0,0,0,0,0,0,0,0,23.390751007,23.390751007
0,0,0.970109211052027,0,0,0.970109211052027,0,0,0,0,0,0,0,0,0,0,0.970109211052027,0.970109211052027
