"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
2.58125,4.01875,19.86253751,0.516698722603741
2.58125,0.516698722603741,19.86253751,0.516698722603741
11.35935146,0.516698722603741,19.86253751,1.18183053219338
4.01875,2.58125,19.86253751,0.516698722603741
0,4.01875,23.79501699,1.18183053219338
0,11.35935146,23.79501699,1.18183053219338
0,2.58125,23.79501699,0.516698722603741
0,1.58388180958963,23.79501699,1.58388180958963
0,2.58125,11.35935146,1.18183053219338
0,4.01875,11.35935146,2.58125
0,11.35935146,11.35935146,1.58388180958963
0,2.58125,11.35935146,1.58388180958963
2.58125,11.35935146,23.79501699,1.58388180958963
4.01875,2.58125,23.79501699,1.58388180958963
2.58125,11.35935146,23.79501699,1.58388180958963
4.01875,2.58125,23.79501699,1.18183053219338
4.01875,1.58388180958963,19.86253751,1.58388180958963
4.01875,4.01875,19.86253751,1.18183053219338
4.01875,4.01875,19.86253751,1.18183053219338
11.35935146,2.58125,19.86253751,1.18183053219338
0,4.01875,23.79501699,1.18183053219338
0,1.58388180958963,23.79501699,0.516698722603741
0,4.01875,23.79501699,1.18183053219338
0,2.58125,23.79501699,0.516698722603741
11.35935146,0.516698722603741,19.86253751,1.58388180958963
11.35935146,4.01875,19.86253751,1.58388180958963
11.35935146,1.58388180958963,19.86253751,1.18183053219338
11.35935146,2.58125,19.86253751,1.58388180958963
0.516698722603741,0.516698722603741,11.35935146,0
0.516698722603741,0.516698722603741,11.35935146,0
0.516698722603741,0.516698722603741,11.35935146,0
0.516698722603741,0.516698722603741,11.35935146,0
0,4.01875,19.86253751,1.58388180958963
0,2.58125,19.86253751,1.58388180958963
0,2.58125,19.86253751,1.18183053219338
0,4.01875,19.86253751,1.18183053219338
0,11.35935146,23.79501699,1.18183053219338
0,4.01875,23.79501699,1.18183053219338
0,1.58388180958963,23.79501699,1.18183053219338
0,2.58125,23.79501699,1.18183053219338
