"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action","nitrogen.initial","fungicide.initial","Cj.outcome","Dg.outcome","Sp.outcome","To.outcome","Dc.outcome","Lp.outcome","Pm.outcome","Ao.outcome","Be.outcome","Cb.outcome","Hl.outcome","Hp.outcome","Ra.outcome","Pt.outcome","Fr.outcome","Pg.outcome","Ga.outcome","Am.outcome","herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability","state_idx"
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.157894737,0.631578947,0,0,0,0,0,0,0,0,0,0,0,0,2.05,19.19464873,1.05563343314675,120
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.240963855,0.012048193,0.024096386,0.722891566,0,0,0,0,0,0,0,0,0,0,0,0,2.48,19.19464873,0.720507916267211,120
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.339805825,0.029126214,0.194174757,0.436893204,0,0,0,0,0,0,0,0,0,0,0,0,3,19.19464873,1.14980203245352,120
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.206185567,0.020618557,0.154639175,0.618556701,0,0,0,0,0,0,0,0,0,0,0,0,0.95,19.19464873,0.991387612326268,120
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.85106383,0,0,0,0,0,0,0,0,0.085106383,0,0,0.063829787,0,0,0,0,0,2,24.99139887,0.522569037854065,9218
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.533333333,0,0,0.066666667,0,0,0,0,0,1.95,24.99139887,0.882310925208223,9218
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.975609756,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0,0,1.7,24.99139887,0.114665282562797,9218
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.875,0,0,0,0,0,0,0,0,0.1,0,0,0.025,0,0,0,0,0,2.1,24.99139887,0.43932046419871,9218
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0.526315789,0,0.157894737,0,0,0,0.126315789,0.031578947,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0,0,4.04,3.86,19.10541539,1.46463280033907,49621
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0.283018868,0,0.471698113,0,0,0,0.094339623,0.009433962,0.047169811,0,0,0,0,0,0.066037736,0.028301887,0,0,4.56,1.65,19.10541539,1.40280399833847,49621
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0.152542373,0,0.593220339,0,0,0,0.084745763,0.033898305,0.016949153,0,0,0,0,0,0.059322034,0.059322034,0,0,4.96,4.55,19.10541539,1.32474036006907,49621
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.346534653,0,0.297029703,0,0.00990099,0,0.079207921,0.01980198,0.099009901,0,0,0,0,0,0.04950495,0.099009901,0,0,7.858095238,3.41,19.10541539,1.65874604343295,49621
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.05,17.40814705,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,17.40814705,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17.40814705,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.1,17.40814705,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48,0.5,39.00905368,0,8192
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.68,0,39.00905368,0,8192
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.36,0.15,39.00905368,0,8192
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,39.00905368,0,8192
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.285714286,0,0,0,0.380952381,0,0,0,0,0.19047619,0,0,0,0.142857143,0,0,2.32,1.25,19.30859596,1.31942227288753,34884
