"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
3.3475,3.3475,19.54016803,0.853135597605811
3.3475,1.325,19.54016803,0.853135597605811
10.972727895,1.325,19.54016803,0.853135597605811
10.972727895,3.3475,19.54016803,0.853135597605811
0,10.972727895,23.78177246,1.325
0,10.972727895,23.78177246,1.325
0,10.972727895,23.78177246,1.325
0,3.3475,23.78177246,1.325
0,0.348135597605811,10.972727895,0
0,0.348135597605811,10.972727895,0
0,0.348135597605811,10.972727895,0
0.348135597605811,0.348135597605811,10.972727895,0
3.3475,2.025,23.78177246,0.853135597605811
2.025,3.3475,23.78177246,0.348135597605811
3.3475,2.025,23.78177246,0.348135597605811
3.3475,2.025,23.78177246,0.853135597605811
3.3475,10.972727895,23.78177246,1.325
3.3475,10.972727895,23.78177246,2.025
3.3475,10.972727895,23.78177246,1.325
3.3475,10.972727895,23.78177246,1.325
2.025,2.025,10.972727895,0.853135597605811
1.325,1.325,10.972727895,0.853135597605811
3.3475,2.025,10.972727895,0.853135597605811
2.025,0.853135597605811,10.972727895,0.853135597605811
0.348135597605811,0.348135597605811,23.78177246,0
0.348135597605811,0.348135597605811,23.78177246,0
0.348135597605811,0.348135597605811,23.78177246,0
0.348135597605811,0.348135597605811,23.78177246,0
3.3475,3.3475,19.54016803,2.025
3.3475,3.3475,19.54016803,1.325
10.972727895,3.3475,19.54016803,2.025
3.3475,0.853135597605811,19.54016803,2.025
0,0.853135597605811,19.54016803,0.348135597605811
0,0.348135597605811,19.54016803,0.348135597605811
0,1.325,19.54016803,0.348135597605811
0,2.025,19.54016803,0.348135597605811
0,1.325,19.54016803,2.025
0,2.025,19.54016803,2.025
0,10.972727895,19.54016803,1.325
0,3.3475,19.54016803,2.025
0.348135597605811,0.348135597605811,19.54016803,0
0.853135597605811,0.853135597605811,19.54016803,0
0.348135597605811,0.348135597605811,19.54016803,0
0.348135597605811,0.348135597605811,19.54016803,0
10.972727895,3.3475,19.54016803,2.025
10.972727895,3.3475,19.54016803,1.325
10.972727895,2.025,19.54016803,1.325
10.972727895,0.853135597605811,19.54016803,1.325
0.853135597605811,2.025,23.78177246,0.853135597605811
1.325,2.025,23.78177246,0.348135597605811
0.853135597605811,1.325,23.78177246,0.853135597605811
2.025,2.025,23.78177246,0.853135597605811
0,10.972727895,23.78177246,1.325
0,10.972727895,23.78177246,1.325
0,2.025,23.78177246,1.325
0,3.3475,23.78177246,0.853135597605811
