"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
5.28,0.25,20.92078116,0.989183901050978
4.68,1.6,20.92078116,0.774504283456711
2.96,4,20.92078116,0.806314928442706
3.04,0.7,20.92078116,0.708062826542737
0,0.7,16.53690177,0.84688840363796
0,2.3,16.53690177,0.780628303724941
0,0.2,16.53690177,0.96128575341507
0,1.5,16.53690177,0.964650946634436
2.210909091,6.44,22.31607622,1.4765698486303
3.29,4.95,22.31607622,1.61363387498538
3.4,3.35,22.31607622,1.41045510764303
3.301818182,5.8,22.31607622,1.49639881244901
5.52,5.2,23.04708488,1.38989018959825
4.48,5.2,23.04708488,1.54174307256587
4,2.4,23.04708488,1.33560313488055
3.72,4.3,23.04708488,1.45014088448307
0.48,0.5,22.51774405,0
1.04,0.5,22.51774405,0
0.24,0.6,22.51774405,0
0.32,0.5,22.51774405,0
2.84,1.05,18.95343909,1.79821738573635
3.12,3.15,18.95343909,1.32554045390292
4.475555556,3.8,18.95343909,1.62862096988464
4,3.9,18.95343909,1.74177682643909
0,4.8,23.55281661,1.48021422185792
0,1.83,23.55281661,1.34681443311744
0,2.29,23.55281661,0.978260924312552
0,5.5,23.55281661,1.16369720532034
0,3.4,23.63660494,1.25501948283971
0,1.8,23.63660494,0.945456542418599
0,2.35,23.63660494,0.725625434435567
0,3.53,23.63660494,1.14868725959462
0,6.85,21.28028124,1.13707285425854
0,3.65,21.28028124,1.83512323956314
0,3.3,21.28028124,1.10328860958401
0,4.8,21.28028124,1.55186759508846
0.84,2,24.32702197,0.677249816864348
1.6,2.2,24.32702197,0.514653165707194
2.92,1.6,24.32702197,0.481602379675834
1.04,1.55,24.32702197,0.77318869664309
