"herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
0,0.17,26.31635653,0
0.36,0.2,26.31635653,0
0.12,0.3,26.31635653,0
0.64,0.2,26.31635653,0
5.638181818,4,19.10541539,1.12266113767005
4.56,1.65,19.10541539,1.40280399833847
3.6,1.6,19.10541539,1.50103654874422
4.04,3.86,19.10541539,1.46463280033907
4.12,0.55,19.30859596,1.02022992602185
3,1.96,19.30859596,1.06732814744678
3,1.5,19.30859596,1.25123091033198
2.32,1.25,19.30859596,1.31942227288753
1.6,1.45,24.18805459,0.908326597984191
1.52,1.8,25.38613119,0.647154426668971
3.68,1.65,24.18805459,1.0880650735707
2.72,2.4,24.18805459,0.859967281443487
3.12,3.15,18.95343909,1.32554045390292
3.76,1.85,18.95343909,1.54385301982231
3.706666667,4.3,18.95343909,1.20666796170211
2.8325,1.25,18.95343909,1.41418215868983
1.04,1,20.18788567,0
1.52,0.8,20.18788567,0
0.76,0.9,20.18788567,0
1.24,0.15,20.18788567,0
1.32,1,22.50229612,0
0.28,1,22.50229612,0
1.12,1,22.50229612,0
1.2,0.8,22.50229612,0
1.92,2.2,20.32896244,0.984086503082915
3.24,2.07,20.32896244,1.11873452842118
3.2,0.42,20.32896244,0.958685040692009
1.64,1.7,20.32896244,1.01986521427793
0.08,1,26.54814996,0
0.36,1,26.54814996,0
0.2,1,26.54814996,0
0.56,0.25,26.54814996,0
0,3.37,25.92116188,0.838310731406414
0,4.9,25.92116188,1.53197332452101
0,6.6,25.92116188,1.10296295682646
0,4.7,25.92116188,1.30704253120349
