"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action","nitrogen.initial","fungicide.initial","Cj.outcome","Dg.outcome","Sp.outcome","To.outcome","Dc.outcome","Lp.outcome","Pm.outcome","Ao.outcome","Be.outcome","Cb.outcome","Hl.outcome","Hp.outcome","Ra.outcome","Pt.outcome","Fr.outcome","Pg.outcome","Ga.outcome","Am.outcome","herbivory.desirability","infection.desirability","direct_sown_sla.desirability","diversity.desirability"
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0.393700787,0,0.236220472,0,0.015748031,0,0.05511811,0,0.023622047,0,0,0,0,0,0.078740157,0.118110236,0,0.078740157,NA,NA,17.41621106,1.67400575422857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,21.56190935,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.036144578,0,0,0,0,0,0,0,0,0,0,0.722891566,0,0,0,0.240963855,0,NA,NA,24.18805459,0.697501377003933
1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.366972477,0,0.036697248,0,0.009174312,0,0.064220183,0.036697248,0.027522936,0,0,0,0,0,0,0.091743119,0,0.366972477,NA,NA,18.95343909,1.51571696524802
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.034883721,0,0.348837209,0.034883721,0,0,0,0,0,0,0,0,0,0.581395349,NA,NA,18.22913273,0.916803744709308
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,20.18788567,0
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0.227272727,0,0.075757576,0,0,0,0,0.007575758,0.022727273,0,0,0.113636364,0,0,0.151515152,0.022727273,0,0.378787879,NA,NA,18.87338246,1.64196863109513
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.483870968,0,0,0,0,0,0,0,0,0,0,0.483870968,0,0,0,0.032258065,0,NA,NA,25.38613119,0.813293462705998
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.029411765,0.088235294,0.070588235,0.088235294,0.041176471,0.117647059,0.088235294,0.017647059,0,0.088235294,0.041176471,0.005882353,0.058823529,0.041176471,0.117647059,0.058823529,0.029411765,0.017647059,NA,NA,21.45168042,2.65501578774202
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,22.50229612,0
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.038461538,0,0.230769231,0,0.307692308,0,0,0,0,0.038461538,0,0,0.307692308,0,0,0.076923077,0,NA,NA,23.55281661,1.51163823460712
0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0.442477876,0,0,0,0.044247788,0.044247788,0.026548673,0,0,0.044247788,0,0,0.088495575,0.17699115,0,0.132743363,NA,NA,18.39855994,1.66013290757684
0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.067307692,0,0.144230769,0,0.096153846,0,0,0,0.576923077,0.048076923,0,0,0,0,0,0.067307692,0,NA,NA,21.48947191,1.33095619272937
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.266666667,0,0,0,0.4,0.066666667,0,0,0,0,0,0.266666667,0,NA,NA,23.63660494,1.25198942134558
0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.1,0,0.2,0,0.3,0,0,0,0.2,0,0,0,0.1,0,0,0.1,0,NA,NA,25.75462712,1.69574253416963
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.133333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667,NA,NA,18.41592412,0.990835386026262
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,19.13846723,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.192307692,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0.576923077,0.192307692,0,0,NA,NA,20.76012964,1.07674530043478
0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0.032258065,0,0.322580645,0,0,0,0,0,0.107526882,0.107526882,0,0.322580645,0,0,0,0.107526882,0,NA,NA,22.97760119,1.56007011244236
1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.307692308,0,0.230769231,0.061538462,0,0,0.153846154,0,0,0,0,0,0,0.046153846,0.153846154,0,0.046153846,0,NA,NA,21.37988027,1.73248032325776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,14.01853232,0
0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.043859649,0,0,0.043859649,0.219298246,0.175438596,0,0,0,0.061403509,0.131578947,0,0,0,0.263157895,0.061403509,0,NA,NA,21.28028124,1.87321303796828
0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.02,0.4,0.15,0,0.02,0,0,0,0,0,0,0.4,0.01,0,NA,NA,21.6688721,1.22013320530921
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.105263158,0,0,0,0.631578947,0,0,0,0,0,0,0,0.263157895,0,0,0,0,NA,NA,24.32702197,0.878525099546149
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.238095238,0,0,0.428571429,0,0.047619048,0,0,0,0,0,0,0,0.285714286,0,NA,NA,20.32896244,1.20772398237586
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0.330578512,0,0,0,0.024793388,0.024793388,0,0.165289256,0,0,0,0,0,0,0.123966942,0.330578512,NA,NA,19.60133509,1.47151427481839
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.057377049,0,0,0.12295082,0,0,0,0,0,0,0,0,0,0,0.12295082,0.696721311,NA,NA,19.98974299,0.931166669370219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,26.54814996,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19.18886709,0
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.099009901,0,0.396039604,0,0,0,0.297029703,0,0,0.02970297,0.099009901,0,0,0.079207921,0,NA,NA,24.67848663,1.49062377709848
1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0.206185567,0,0.103092784,0,0.051546392,0,0.154639175,0.010309278,0,0,0,0.06185567,0,0,0,0,0,0.412371134,NA,NA,18.53102948,1.58590506084557
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.277777778,0.018518519,0.037037037,0.009259259,0.027777778,0.046296296,0.046296296,0.018518519,0.009259259,0,0.009259259,0.046296296,0.018518519,0.046296296,0.055555556,0.009259259,0.046296296,0.277777778,NA,NA,21.45168042,2.2001104397122
0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0.010638298,0,0.212765957,0,0,0,0.106382979,0.021276596,0,0.106382979,0.010638298,0,0,0.531914894,0,NA,NA,25.92116188,1.32038210341983
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0.303030303,0,0.151515152,0,0.070707071,0,0.101010101,0,0.02020202,0,0,0,0,0,0.151515152,0.101010101,0,0.101010101,NA,NA,17.41621106,1.89448706533331
0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.074626866,0,0.447761194,0,0,0,0,0,0.149253731,0.014925373,0,0,0.014925373,0,0,0.298507463,0,NA,NA,23.68819949,1.32374325444154
0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0.0625,0.223214286,0.133928571,0,0.044642857,0,0,0,0.044642857,0,0,0.133928571,0.357142857,0,NA,NA,21.6688721,1.69185306720091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,22.51774405,0
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.086956522,0,0.260869565,0,0,0,0.347826087,0,0,0.043478261,0.173913043,0,0,0.086956522,0,NA,NA,24.67848663,1.58315268107195
0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0.048543689,0,0,0,0,0.194174757,0.097087379,0,0,0.116504854,0,0.009708738,0,0,0.145631068,0,0.388349515,NA,NA,22.13740542,1.63489892056604
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,26.31635653,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0.526315789,0,0,0,0,0,0,0.105263158,0,0,0,0.315789474,0,0,0,0.052631579,0,0,NA,NA,22.04011337,1.09377044770106
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,21.41923304,0
0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0.103092784,0,0.051546392,0,0,0,0,0,0.154639175,0.154639175,0,0.12371134,0,0,0,0.412371134,0,NA,NA,22.97760119,1.58823052031923
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,17.40814705,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,20.18788567,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,14.01853232,0
1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.036697248,0,0.091743119,0,0.04587156,0,0.009174312,0.018348624,0.04587156,0,0,0.110091743,0,0,0,0,0,0.642201835,NA,NA,18.53102948,1.26689606226233
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.16,0.024,0.056,0.04,0.016,0.08,0.04,0.08,0,0.08,0.04,0.024,0.016,0.04,0.04,0.024,0.12,0.12,NA,NA,21.45168042,2.61430475755462
0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0.019047619,0,0,0.142857143,0,0,0,0.047619048,0.476190476,0.047619048,0.00952381,0.066666667,0,0,0.19047619,0,0,NA,NA,22.31607622,1.537402321904
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0.649350649,0,0.25974026,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19.96523589,0.848517541934389
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.571428571,0.047619048,0,0,0,0,0,0.380952381,0,NA,NA,23.01370794,0.832407575313424
0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0.176470588,0,0.235294118,0,0,0,0.294117647,0.058823529,0,0.035294118,0.117647059,0,0,0.082352941,0,NA,NA,25.92116188,1.74856252105014
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.07,0,0,0,0.9,0,0,0,0,0,0,0.03,0,0,0,0,0,NA,NA,22.90582536,0.386169403596938
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0.017241379,0,0,0,0.00862069,0.00862069,0,0.086206897,0,0,0,0,0,0,0.103448276,0.775862069,NA,NA,19.60133509,0.794849716006665
0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.068627451,0,0.098039216,0,0.539215686,0,0,0,0,0,0,0,0.294117647,0,0,0,0,NA,NA,26.18366465,1.10451723920643
0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0.074626866,0.052238806,0.149253731,0.074626866,0,0,0.052238806,0,0,0,0,0.149253731,0.335820896,0,0.111940299,0,NA,NA,21.99629718,1.8751211439441
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.683760684,0.085470085,0.170940171,0.05982906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,20.92078116,0.940601299975014
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.363636364,0,0,0,0.090909091,0,0,0,0,0.454545455,0,0,0,0.090909091,0,0,NA,NA,19.30859596,1.16222554492109
1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0.4,0,0.15,0,0,0,0.05,0,0,0,0,0,0,0.05,0.2,0,0.15,0,NA,NA,21.37988027,1.55711309805765
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0.333333333,0.333333333,0,0,0,0,0,NA,NA,25.38088838,1.32966134931686
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.090909091,0,0.027272727,0.063636364,0,0,0,0,0,0,0,0,0,0.818181818,NA,NA,18.22913273,0.655699191729111
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,22.50229612,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,39.00905368,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,21.56190935,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.170940171,0,0,0,0.512820513,0.05982906,0,0,0,0,0,0.256410256,0,NA,NA,23.63660494,1.16189520248776
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.028846154,0.009615385,0.096153846,0.028846154,0.096153846,0.096153846,0.019230769,0.048076923,0.019230769,0.048076923,0.048076923,0.067307692,0,0.067307692,0.067307692,0.067307692,0.048076923,0.144230769,NA,NA,21.45168042,2.6661523354866
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0.153846154,0,0.038461538,0,0,0,0,0.038461538,0.038461538,0,0,0.115384615,0,0,0.115384615,0.038461538,0,0.461538462,NA,NA,18.87338246,1.64441457374273
1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0.27173913,0,0,0,0.108695652,0,0.108695652,0.02173913,0.163043478,0,0,0.108695652,0,0,0.163043478,0,0,0.054347826,NA,NA,17.88473764,1.91065337663094
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,19.13846723,0
0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.043010753,0.043010753,0,0.161290323,0,0,0,0.215053763,0.215053763,0,0,0,0.322580645,0,0,NA,NA,19.26941218,1.59091863092887
1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.394736842,0,0,0.013157895,0,0.197368421,0,0.065789474,0.026315789,0,0.039473684,0.263157895,0,0,0,0,0,0,NA,NA,21.50242169,1.49783017259238
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.904761905,0,0,0,0.019047619,0,0.047619048,0,0.028571429,0,0,0,0,0,0,0,0,0,NA,NA,17.70045579,0.412554395203288
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.25,0,0.083333333,0,0.125,0,0.016666667,0.025,0.125,0,0,0,0,0,0.291666667,0.083333333,0,0,NA,NA,19.10541539,1.80042138688372
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19.18886709,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.373831776,0,0,0,0,0,0,0.018691589,0,0,0,0,0,0,0.23364486,0.373831776,0,0,NA,NA,20.76012964,1.14975830874808
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.775862069,0,0.172413793,0,0.00862069,0,0,0.043103448,0,0,0,0,0,0,0,0,0,0,NA,NA,20.77531408,0.676480662713928
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,22.74446252,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,24.07674063,0
0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.051094891,0,0.072992701,0,0.145985401,0,0,0,0.510948905,0,0,0.03649635,0.072992701,0,0,0.109489051,0,NA,NA,25.75462712,1.52107342342565
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.045454545,0,0,0,0.318181818,0,0,0,0.318181818,0,0,0.090909091,0.136363636,0,0,0.090909091,0,NA,NA,24.82630578,1.57689846759713
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.186915888,0,0.186915888,0.065420561,0,0,0,0,0,0,0.560747664,0,0,0,NA,NA,18.53308535,1.12973223927786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,12.80272186,0
0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.19047619,0,0.238095238,0,0,0,0,0.028571429,0,0.066666667,0.380952381,0,0,0.095238095,0,NA,NA,24.8752922,1.53124817879445
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.036585366,0,0.06097561,0,0.609756098,0,0,0,0.12195122,0.048780488,0,0,0.12195122,0,0,0,0,NA,NA,23.04708488,1.25377954141727
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.176470588,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294,NA,NA,18.41592412,0.958691859365481
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.352941176,0,0.470588235,0,0,0,0,0,0,0,0.176470588,0,NA,NA,20.32896244,1.02839416662283
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.068627451,0,0.049019608,0,0,0,0,0,0.588235294,0,0,0,0.294117647,0,0,0,0,NA,NA,26.45443042,1.00374579613866
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0.411764706,0,0,0,0.470588235,0,NA,NA,25.38613119,0.971848771496226
1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0.227272727,0,0,0,0.136363636,0,0.136363636,0.045454545,0.027272727,0,0,0.063636364,0,0,0.272727273,0.090909091,0,0,NA,NA,19.09911541,1.86648426039118
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.727272727,0,NA,NA,24.18805459,0.759547391915957
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.097087379,0.029126214,0.291262136,0.582524272,0,0,0,0,0,0,0,0,0,0,0,NA,NA,19.19464873,1.00348352386873
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.333333333,0,0,0,0.380952381,0,0.238095238,0,0,0,0.047619048,0,0,NA,NA,21.39443511,1.22051801275982
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.017857143,0,0,0.089285714,0,0,0,0,0,0,0,0,0,0,0.089285714,0.803571429,NA,NA,19.98974299,0.679026847809019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,26.54814996,0
0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.019607843,0,0,0,0,0,0.009803922,0,0.68627451,0,0.098039216,0.098039216,0,0,0.019607843,0.068627451,0,NA,NA,24.03507634,1.0971264561672
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,16.81648496,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.636363636,0,0.045454545,0,0,0,0,0,0,0.136363636,0,0,0,0.181818182,0,0,NA,NA,19.56330635,1.0097780466979
1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0.136363636,0,0.090909091,0,0.090909091,0,0.045454545,0.045454545,0.045454545,0,0,0,0,0,0,0.090909091,0,0.454545455,NA,NA,18.95343909,1.70556195662282
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.052631579,0.210526316,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0.526315789,NA,NA,18.29800282,1.14884919973135
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.260416667,0,0,0,0,0,0,0,0,0,0.010416667,0.052083333,0.677083333,0,0,0,NA,NA,26.38518008,0.815866340998945
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0.047169811,0,0.141509434,0,0.141509434,0,0.037735849,0,0.028301887,0,0,0.235849057,0,0,0,0.037735849,0,0.330188679,NA,NA,18.05620292,1.75226961164729
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.01369863,0,0.136986301,0,0.684931507,0,0,0,0,0.02739726,0,0,0.136986301,0,0,0,0,NA,NA,23.55281661,0.96115606251446
0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.036866359,0,0.161290323,0,0.064516129,0.023041475,0.00921659,0,0,0.013824885,0,0,0.34562212,0,0,0.34562212,NA,NA,17.75986031,1.51643166358079
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.018691589,0,0,0,0.046728972,0,0,0.140186916,0,0,0.794392523,NA,NA,18.06901948,0.675823286582338
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.31496063,0,0.007874016,0.039370079,0.039370079,0.078740157,0.023622047,0.007874016,0.007874016,0.039370079,0.007874016,0.078740157,0.007874016,0.039370079,0.039370079,0.031496063,0,0.236220472,NA,NA,21.45168042,2.12985824355062
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,0,0,0,0.6,0,0,0,0,0,0,0,0.35,0,0,0,0,NA,NA,24.32702197,0.823719731511831
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,0.136363636,0,0,0.136363636,0,0,0.363636364,NA,NA,16.53690177,1.27909979815017
0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.010752688,0,0.053763441,0,0.215053763,0,0,0,0.537634409,0.107526882,0,0,0,0,0,0.075268817,0,NA,NA,21.48947191,1.30453274752183
0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0.125,0,0,0,0.016666667,0.008333333,0,0,0,0.041666667,0,0,0.166666667,0.016666667,0,0.625,NA,NA,18.39855994,1.16110186701756
0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0.089285714,0,0,0.267857143,0.357142857,0.017857143,0,0,0,0.044642857,0.089285714,0,0,0,0.044642857,0.089285714,0,NA,NA,21.28028124,1.71716560379696
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,16.38930548,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.421052632,0,0,0,0,0,0,0,0,0.052631579,0,0,0.526315789,0,0,0,0,NA,NA,24.99139887,0.856997754993208
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038095238,0.028571429,0.028571429,0.028571429,0.019047619,0.047619048,0.047619048,0.019047619,0.095238095,0.019047619,0.019047619,0.095238095,0,0.076190476,0.19047619,0.047619048,0.00952381,0.19047619,NA,NA,21.45168042,2.4859988364551
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,33.32426724,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.235294118,0,0.176470588,0.235294118,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,NA,NA,22.00771886,1.35458107533629
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,22.74446252,0
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.238095238,0,0,0,0.19047619,0.095238095,0,0.238095238,0,0,0,0,0,0,0.095238095,0.142857143,NA,NA,19.60133509,1.72509471577884
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.046511628,0.034883721,0.011627907,0.11627907,0.046511628,0.209302326,0.034883721,0.023255814,0,0.139534884,0.058139535,0.023255814,0.034883721,0.11627907,0.023255814,0.034883721,0.023255814,0.023255814,NA,NA,21.45168042,2.5107468657859
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.392156863,0,0,0,0.392156863,0,0.117647059,0,0,0,0.098039216,0,0,NA,NA,21.39443511,1.21364843074712
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.03125,0,0.15625,0.083333333,0,0,0,0,0,0,0,0,0,0.729166667,NA,NA,18.22913273,0.835735803667409
