"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action","environment.initial","Bar.outcome","undLac.outcome","uncLac.outcome","Oth.outcome","Bla.outcome","undMol.outcome","Akk.outcome","Cop.outcome","Clodif.outcome","Ent.outcome","undEnt.outcome","diversity.desirability"
1,1,1,1,1,1,0,0,0,0,1,0,1.95519197870371e+74,0,3.01237925145661e+74,0,0,1.54791774935734e+73,0,0,0,0,0,0.785572859323325
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0293271368313493,0,0,0,0.835314427784497,0.148109085614946
1,0,0,0,0,0,1,0,0,0,1,0,1.79406317020861,0,0,0,0,0,8.82814406295576e-300,0,0,0,6.3649837439026e-69,5.59176569907602e-67
0,1,0,0,0,0,1,0,0,0,1,0,0,2.95766993993708,0,0,0,0,1.48219693752374e-323,0,0,0,5.27281172596268e-113,4.62829026292081e-111
1,1,0,0,0,0,1,0,0,0,1,0,3.75682052932352,6.4819680278804,0,0,0,0,0,0,0,0,9.88131291682493e-324,NA
0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.50423145050188,0,0,0,9.88131291682493e-324,0,0,0,4.14309499889309e-171,4.65327959387712e-169
1,0,1,0,0,0,1,0,0,0,1,0,4.29331947503233e+73,0,6.51916107773901e+73,0,0,0,0,0,0,0,0,0.671806056515167
0,1,1,0,0,0,1,0,0,0,1,0,0,8.14320233287664e-155,3.50423145050186,0,0,0,9.88131291682493e-324,0,0,0,3.3008954200129e-171,8.27413405577476e-153
1,1,1,0,0,0,1,0,0,0,1,0,5.23837394055973e+75,0,7.95417245386419e+75,0,0,0,0,0,0,0,0,0.671806056515162
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.639343170454276,0,0,0.0497936855137615,0,0,0,0.163838637899305,0.698825356548988
1,0,0,1,0,0,1,0,0,0,1,0,2.05840496549528,0,0,0.24207634120881,0,0,2.47032822920623e-323,0,0,0,8.54636287589e-141,0.336421715024481
0,1,0,1,0,0,1,0,0,0,1,0,0,3.06280969210226,0,0.0798386201737919,0,0,1.48219693752374e-323,0,0,0,2.77819066881284e-136,0.118386826534152
1,1,0,1,0,0,1,0,0,0,1,0,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,0,0,0,0,0,0,9.88131291682493e-324,NA
0,0,1,1,0,0,1,0,0,0,1,0,0,0,3.50450545882355,0.0606863667341501,0,0,-9.88131291682493e-324,0,0,0,2.25170789513695e-185,0.0862107615057869
1,0,1,1,0,0,1,0,0,0,1,0,5.57177583862451e+73,0,8.46042424568811e+73,0,0,0,0,0,0,0,0,0.671806056515164
0,1,1,1,0,0,1,0,0,0,1,0,0,1.38044426361277e-153,3.50450545882355,0.0606863667341501,0,0,-9.88131291682493e-324,0,0,0,1.71346248138612e-185,0.0862107615057869
1,1,1,1,0,0,1,0,0,0,1,0,1.8191677979502e+103,0,2.76230268239804e+103,0,0,0,-4.94065645841247e-324,0,0,0,0,0.671806056515163
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1.13779042340289,0,1.91972680358067e-261,0,0,0,1.15770375300416,0.69310955258681
1,0,0,0,1,0,1,0,0,0,1,0,2.55358252825091e-116,0,0,0,1.13779042340289,0,7.23366223380439e-262,0,0,0,1.15770375300416,0.69310955258681
0,1,0,0,1,0,1,0,0,0,1,0,0,2.8346755077723,0,0,0.251670587576595,0,1.48219693752374e-323,0,0,0,5.47842573969179e-91,0.282522357086446
1,1,0,0,1,0,1,0,0,0,1,0,3.75682052932352,6.4819680278804,0,0,1.97626258336499e-323,0,0,0,0,0,9.88131291682493e-324,NA
0,0,1,0,1,0,1,0,0,0,1,0,0,0,3.50414098763227,0,0.182760175104084,0,9.88131291682493e-324,0,0,0,6.95253114174515e-166,0.197247571060585
1,0,1,0,1,0,1,0,0,0,1,0,3.99552056625898e+73,0,6.06697039722759e+73,0,0,0,0,0,0,0,0,0.671806056515165
0,1,1,0,1,0,1,0,0,0,1,0,0,1.21237933056708e-161,3.50414098763227,0,0.182760175104084,0,9.88131291682493e-324,0,0,0,6.16106639449003e-166,0.197247571060585
1,1,1,0,1,0,1,0,0,0,1,0,4.96229957949984e+73,0,7.53496926163739e+73,0,0,0,0,0,0,0,0,0.671806056515161
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.464789542402419,0.92664078045586,0,2.29827476461041e-209,0,0,0,0.614823476664783,1.058023365138
1,0,0,1,1,0,1,0,0,0,1,0,1.60319618456643,0,0,0.294186773143701,0.583175696945678,0,1.97626258336499e-323,0,0,0,1.67347584646856e-71,0.875317595002591
0,1,0,1,1,0,1,0,0,0,1,0,0,2.97610741323815,0,0.0837181991099867,0.187863839342068,0,1.48219693752374e-323,0,0,0,9.41662562906332e-121,0.33918461311198
1,1,0,1,1,0,1,0,0,0,1,0,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,1.97626258336499e-323,0,0,0,0,0,9.88131291682493e-324,NA
0,0,1,1,1,0,1,0,0,0,1,0,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,-9.88131291682493e-324,0,0,0,1.10134164791278e-175,0.253552650650728
1,0,1,1,1,0,1,0,0,0,1,0,8.10381268020594e+73,0,1.23051779662144e+74,0,0,0,0,0,0,0,0,0.671806056515166
0,1,1,1,1,0,1,0,0,0,1,0,0,5.14790046402794e-158,3.50437374395616,0.0498190927017857,0.166970844527518,0,-9.88131291682493e-324,0,0,0,8.27891434372206e-176,0.253552650650728
1,1,1,1,1,0,1,0,0,0,1,0,1.20274572923732e+27,4.94065645841247e-324,1.82630088211683e+27,0,0,0,-2.6961972479508e-07,0,0,0,0,NA
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.11736879153914,0.00489948101836814,0,0,0,0.0716766108742882,0.253453054694012
1,0,0,0,0,1,1,0,0,0,1,0,1.15875489248297,0,0,0,0,1.16802443102601,4.04881201263959e-247,0,0,0,1.07727214731307e-127,0.693139245010709
0,1,0,0,0,1,1,0,0,0,1,0,0,2.50579461972555,0,0,0,1.27377592950788,1.48219693752374e-323,0,0,0,2.9798935465212e-215,0.639036371914395
1,1,0,0,0,1,1,0,0,0,1,0,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,4.94065645841247e-324,0,0,0,9.88131291682493e-324,NA
0,0,1,0,0,1,1,0,0,0,1,0,0,0,2.99696410222578,0,0,1.21031457190054,9.88131291682493e-324,0,0,0,4.08417143597071e-260,NA
1,0,1,0,0,1,1,0,0,0,1,0,9.98202575512292e+73,0,1.53793835079935e+74,0,0,7.90273027364811e+72,0,0,0,0,0,0.785572859323322
0,1,1,0,0,1,1,0,0,0,1,0,0,7.24415987613486e-133,2.99696410222578,0,0,1.21031457190054,9.88131291682493e-324,0,0,0,1.99417273273026e-260,NA
1,1,1,0,0,1,1,0,0,0,1,0,1.36121182647318e+74,0,2.09722948312407e+74,0,0,1.07766601427548e+73,0,0,0,0,0,0.785572859323329
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.723289691988043,0,1.49046283171865,2.27345294573333e-86,0,0,0,1.44091129885643e-157,0.63183549030764
1,0,0,1,0,1,1,0,0,0,1,0,1.49259291114386,0,0,0.423467333286121,0,1.40441818286421,2.47032822920623e-323,0,0,0,4.5858047507968e-262,0.986012649777133
0,1,0,1,0,1,1,0,0,0,1,0,0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,1.48219693752374e-323,0,0,0,1.53173853796896e-282,0.80202379335492
1,1,0,1,0,1,1,0,0,0,1,0,2.37211935556954,4.64302289696155,0,8.59969619530548e-215,0,1.52204054520382,4.94065645841247e-324,0,0,0,9.88131291682493e-324,NA
0,0,1,1,0,1,1,0,0,0,1,0,0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,9.88131291682493e-324,0,0,0,3.73938010389069e-315,NA
1,0,1,1,0,1,1,0,0,0,1,0,1.27503747932103e+74,0,1.96446000667549e+74,0,0,1.00944212478075e+73,0,0,0,0,0,0.78557285932333
0,1,1,1,0,1,1,0,0,0,1,0,0,1.85264313031562e-119,2.9507252952791,0.219086086563431,0,1.32299825697531,9.88131291682493e-324,0,0,0,2.43488017029008e-315,NA
1,1,1,1,0,1,1,0,0,0,1,0,1.71231965379103e+74,0,2.63818400091902e+74,0,0,1.355636691203e+73,0,0,0,0,0,0.785572859323328
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1.49551966679557,1.20484809499338,2.47032822920623e-323,0,0,0,0.426721328163264,0.992032308844586
1,0,0,0,1,1,1,0,0,0,1,0,8.09333216097343e-86,0,0,0,1.49551966679557,1.20484809499338,2.47032822920623e-323,0,0,0,0.426721328163263,0.992032308844585
0,1,0,0,1,1,1,0,0,0,1,0,0,2.04821804239538,0,0,0.931616746305744,1.28021509005028,1.48219693752374e-323,0,0,0,2.00887729236299e-139,1.04581835901435
1,1,0,0,1,1,1,0,0,0,1,0,2.37211935556954,4.64302289696155,0,0,9.46097927755527e-45,1.52204054520382,0,0,0,0,-9.88131291682493e-324,0.994511671196253
0,0,1,0,1,1,1,0,0,0,1,0,0,0,2.98453181705835,0,0.761027374919084,1.23907860988408,9.88131291682493e-324,0,0,0,6.15572847303668e-229,NA
1,0,1,0,1,1,1,0,0,0,1,0,1.22677395908883e+74,0,1.89010003152553e+74,0,0,9.71232086877663e+72,0,0,0,0,0,0.785572859323325
0,1,1,0,1,1,1,0,0,0,1,0,0,8.75232097636625e-149,2.98453181705834,0,0.761027374919087,1.23907860988407,9.88131291682493e-324,0,0,0,3.81247167098801e-229,NA
1,1,1,0,1,1,1,0,0,0,1,0,1.75020781877426e+74,0,2.69655858679828e+74,0,0,1.38563260142923e+73,0,0,0,0,0,0.785572859323331
0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0.635425511116062,1.35180434737706,1.49647873977274,2.47032822920623e-323,0,0,0,1.26314353083827e-80,1.04067457761855
1,0,0,1,1,1,1,0,0,0,1,0,0.471754392713002,0,0,0.545686386810412,1.27451191721648,1.46893917933878,1.97626258336499e-323,0,0,0,1.52606688200197e-120,1.27438595771571
0,1,0,1,1,1,1,0,0,0,1,0,0,2.35098508920748,0,0.228047666631478,0.829127899776423,1.41449806273568,9.88131291682493e-324,0,0,0,3.21485301824644e-225,NA
1,1,0,1,1,1,1,0,0,0,1,0,2.37211935556954,4.64302289696155,0,3.55282067095811e-218,4.07783534873737e-45,1.52204054520382,0,0,0,0,-9.88131291682493e-324,0.994511671196253
0,0,1,1,1,1,1,0,0,0,1,0,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,9.88131291682493e-324,0,0,0,2.23019535974883e-272,NA
1,0,1,1,1,1,1,0,0,0,1,0,1.19613942207284e+74,0,1.84290116579268e+74,0,0,9.46978845197722e+72,0,0,0,0,0,0.785572859323328
0,1,1,1,1,1,1,0,0,0,1,0,0,6.90398332487051e-139,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,9.88131291682493e-324,0,0,0,1.46093461595613e-272,NA
1,1,1,1,1,1,1,0,0,0,1,0,7.93196015837694e+73,0,1.22208317468222e+74,0,0,6.27970145647138e+72,0,0,0,0,0,0.785572859323329
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.120143091391409,0,0,0.7777982891055,0.393543985571581
1,0,0,0,0,0,0,1,0,0,1,0,1.7835597612036,0,0,0,0,0,0,0.0302409502430464,0,0,1.32450964853781e-70,0.0847906647803667
0,1,0,0,0,0,0,1,0,0,1,0,0,2.95766993993708,0,0,0,0,0,2.53517388023191e-173,0,0,4.62428414007207e-113,4.06108731993134e-111
1,1,0,0,0,0,0,1,0,0,1,0,3.75682052932352,6.4819680278804,0,0,0,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.50423145050188,0,0,0,0,9.88131291682493e-324,0,0,3.61408848021805e-171,4.06053957659552e-169
1,0,1,0,0,0,0,1,0,0,1,0,1.59023876862272e+103,0,2.41468699103481e+103,0,0,0,0,9.88131291682493e-324,0,0,0,NA
0,1,1,0,0,0,0,1,0,0,1,0,0,7.65412348402496e-155,3.50423145050186,0,0,0,0,9.88131291682493e-324,0,0,2.91039176760962e-171,7.77854438135383e-153
1,1,1,0,0,0,0,1,0,0,1,0,1.20451353463559e+74,0,1.82898519392083e+74,0,0,0,0,0,0,0,0,0.671806056515168
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.587675649665584,0,0,0,0.0352206176399121,0,0,0.211160968048311,0.728116149108269
1,0,0,1,0,0,0,1,0,0,1,0,2.05840496549527,0,0,0.24207634120881,0,0,0,5.85600640138675e-97,0,0,1.20302985824092e-140,0.336421715024481
0,1,0,1,0,0,0,1,0,0,1,0,0,3.06280969210226,0,0.0798386201737919,0,0,0,6.50388129615104e-228,0,0,3.16657721362991e-136,0.118386826534152
1,1,0,1,0,0,0,1,0,0,1,0,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,0,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,1,0,0,0,1,0,0,1,0,0,0,3.50450545882355,0.0606863667341501,0,0,0,-9.88131291682493e-324,0,0,2.30177846994841e-185,0.0862107615057869
1,0,1,1,0,0,0,1,0,0,1,0,9.32033642380477e+71,0,1.4152399978351e+72,0,0,0,0,0,0,0,0,0.671806056515166
0,1,1,1,0,0,0,1,0,0,1,0,0,1.19239875335486e-153,3.50450545882355,0.0606863667341501,0,0,0,-9.88131291682493e-324,0,0,1.78030009981591e-185,0.0862107615057869
1,1,1,1,0,0,0,1,0,0,1,0,2.35951318483419e+73,0,3.58278637460767e+73,0,0,0,0,0,0,0,0,0.671806056515163
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.959105355484433,0,0,0.223119595022233,0,0,0.987752800177448,0.953017670292734
1,0,0,0,1,0,0,1,0,0,1,0,5.1401494126505e-83,0,0,0,0.959105355484433,0,0,0.223119595022233,0,0,0.987752800177448,0.953017670292734
0,1,0,0,1,0,0,1,0,0,1,0,0,2.8346755077723,0,0,0.251670587576595,0,0,5.1253115758526e-91,0,0,4.73015239194485e-91,0.282522357086446
1,1,0,0,1,0,0,1,0,0,1,0,3.75682052932352,6.4819680278804,0,0,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,0,1,0,0,1,0,0,1,0,0,0,3.50414098763227,0,0.182760175104084,0,0,9.88131291682493e-324,0,0,6.17185620857398e-166,0.197247571060585
1,0,1,0,1,0,0,1,0,0,1,0,1.45255770295773e+69,0,2.20562613505973e+69,0,0,0,0,0,0,0,0,0.671806056515165
0,1,1,0,1,0,0,1,0,0,1,0,0,1.19557645554516e-161,3.50414098763227,0,0.182760175104084,0,0,9.88131291682493e-324,0,0,5.37322711312684e-166,0.197247571060585
1,1,1,0,1,0,0,1,0,0,1,0,1.1265024501726e+74,0,1.71052980563197e+74,0,0,0,0,0,0,0,0,0.671806056515165
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.393745469974108,0.836352359472537,0,0,0.153041483701458,0,0,0.58123166667583,1.24486942612508
1,0,0,1,1,0,0,1,0,0,1,0,1.58101458899859,0,0,0.269431610053397,0.555265293610311,0,0,0.0566009686694247,0,0,5.60151457120839e-71,0.949162940439408
0,1,0,1,1,0,0,1,0,0,1,0,0,2.97610741323815,0,0.0837181991099867,0.187863839342068,0,0,1.53462167200003e-168,0,0,9.75507670452307e-121,0.33918461311198
1,1,0,1,1,0,0,1,0,0,1,0,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,1,1,0,0,1,0,0,1,0,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,-9.88131291682493e-324,0,0,1.05898579514719e-175,0.253552650650728
1,0,1,1,1,0,0,1,0,0,1,0,4.55887258771078e+73,0,6.92238835358312e+73,0,0,0,0,0,0,0,0,0.671806056515167
0,1,1,1,1,0,0,1,0,0,1,0,0,4.6397988336011e-158,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,9.88131291682493e-324,0,0,8.07721072827484e-176,0.253552650650728
1,1,1,1,1,0,0,1,0,0,1,0,8.152360721888e+103,0,1.23788954022393e+104,0,0,0,0,-4.94065645841247e-324,0,0,0,0.671806056515164
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.1448828710915,0,0.0758317028542415,0,0,0.0131007463117773,0.289114657778196
1,0,0,0,0,1,0,1,0,0,1,0,1.15875489248297,0,0,0,0,1.16802443102601,0,8.67294376917869e-58,0,0,1.42407685252067e-129,0.693139245010709
0,1,0,0,0,1,0,1,0,0,1,0,0,2.50579461972555,0,0,0,1.27377592950788,0,4.06196070728381e-319,0,0,2.28863996137143e-215,0.639036371914395
1,1,0,0,0,1,0,1,0,0,1,0,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,0,0,1,0,1,0,0,1,0,0,0,2.99696410222578,0,0,1.21031457190054,0,9.88131291682493e-324,0,0,3.30832941241314e-260,NA
1,0,1,0,0,1,0,1,0,0,1,0,7.10829221719395e+73,0,1.09518002434532e+74,0,0,5.62760680816035e+72,0,0,0,0,0,0.785572859323331
0,1,1,0,0,1,0,1,0,0,1,0,0,6.942194634699e-133,2.99696410222578,0,0,1.21031457190054,0,9.88131291682493e-324,0,0,1.6440866902288e-260,NA
1,1,1,0,0,1,0,1,0,0,1,0,5.22090351811924e+74,0,8.04388602405442e+74,0,0,4.13336864686634e+73,0,0,0,0,0,0.78557285932333
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.723289691988042,0,1.49046283171865,0,3.01374501512294e-232,0,0,8.63188049428351e-155,0.63183549030764
1,0,0,1,0,1,0,1,0,0,1,0,1.49259291114386,0,0,0.423467333286121,0,1.40441818286421,0,2.47032822920623e-323,0,0,5.65435446233381e-262,0.986012649777133
0,1,0,1,0,1,0,1,0,0,1,0,0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,0,1.97626258336499e-323,0,0,1.72617229964904e-282,0.80202379335492
1,1,0,1,0,1,0,1,0,0,1,0,2.37211935556954,4.64302289696155,0,8.25415152271877e-215,0,1.52204054520382,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,1,0,1,0,1,0,0,1,0,0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,0,9.88131291682493e-324,0,0,3.82600578474899e-315,NA
1,0,1,1,0,1,0,1,0,0,1,0,1.0370564760965e+74,0,1.59780085291314e+74,0,0,8.21033506643217e+72,0,0,0,0,0,0.785572859323331
0,1,1,1,0,1,0,1,0,0,1,0,0,1.64098837185648e-119,2.9507252952791,0.219086086563431,0,1.32299825697531,0,9.88131291682493e-324,0,0,2.51988948080341e-315,NA
1,1,1,1,0,1,0,1,0,0,1,0,1.04950272415923e+74,0,1.61697688259773e+74,0,0,8.30887151962544e+72,0,0,0,0,0,0.785572859323336
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.34221299819364,1.2688386578466,0,0.215154198686337,0,0,0.224014512620563,1.10490172757749
1,0,0,0,1,1,0,1,0,0,1,0,7.0654389481511e-51,0,0,0,1.34221299819364,1.2688386578466,0,0.215154198686338,0,0,0.224014512620562,1.10490172757749
0,1,0,0,1,1,0,1,0,0,1,0,0,2.04821804239538,0,0,0.931616746305744,1.28021509005028,0,6.84973186347005e-27,0,0,1.49855623866914e-139,1.04581835901435
1,1,0,0,1,1,0,1,0,0,1,0,2.37211935556954,4.64302289696155,0,0,8.33854633726864e-45,1.52204054520382,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,0,1,1,0,1,0,0,1,0,0,0,2.98453181705835,0,0.761027374919084,1.23907860988408,0,9.88131291682493e-324,0,0,5.47915157872959e-229,NA
1,0,1,0,1,1,0,1,0,0,1,0,5.97967173008029e+74,0,9.21292601770878e+74,0,0,4.73408243647713e+73,0,0,0,0,0,0.785572859323335
0,1,1,0,1,1,0,1,0,0,1,0,0,8.64942083605523e-149,2.98453181705834,0,0.761027374919087,1.23907860988407,0,9.88131291682493e-324,0,0,3.13335688491659e-229,NA
1,1,1,0,1,1,0,1,0,0,1,0,1.18785319789722e+74,0,1.83013451676195e+74,0,0,9.40418674321216e+72,0,0,0,0,0,0.785572859323335
0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.600070016726363,1.31651211906971,1.50450912991086,0,0.0695517069596835,0,0,2.8847241321875e-83,1.1112289881166
1,0,0,1,1,1,0,1,0,0,1,0,0.4511797265528,0,0,0.52882650869611,1.25714637331155,1.47485864704369,0,0.0408662026776562,0,0,2.26350571890907e-120,1.31343769557637
0,1,0,1,1,1,0,1,0,0,1,0,0,2.35098508920748,0,0.228047666631478,0.829127899776423,1.41449806273568,0,1.62833784091136e-230,0,0,3.26094052152844e-225,1.15700889768497
1,1,0,1,1,1,0,1,0,0,1,0,2.37211935556954,4.64302289696155,0,3.07165298200471e-218,3.9825995050578e-45,1.52204054520382,0,-4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,1,1,1,0,1,0,0,1,0,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,9.88131291682493e-324,0,0,2.13146049952222e-272,NA
1,0,1,1,1,1,0,1,0,0,1,0,1.01432535108963e+74,0,1.5627788345749e+74,0,0,8.03037364962901e+72,0,0,0,0,0,0.785572859323332
0,1,1,1,1,1,0,1,0,0,1,0,0,6.30839670371237e-139,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,9.88131291682493e-324,0,0,1.41611454944989e-272,NA
1,1,1,1,1,1,0,1,0,0,1,0,2.44003591616016e+74,0,3.7593820180886e+74,0,0,1.93176677524936e+73,0,0,0,0,0,0.785572859323328
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.12904370363517e-10,0.120143091433957,0,0,0.777798289050792,0.393543988606125
1,0,0,0,0,0,1,1,0,0,1,0,1.7835597612036,0,0,0,0,0,1.57771638263313e-305,0.0302409502430464,0,0,1.33690913308145e-70,0.0847906647803667
0,1,0,0,0,0,1,1,0,0,1,0,0,2.95766993993708,0,0,0,0,1.48219693752374e-323,4.32750960868737e-173,0,0,5.17280462924256e-113,4.5408424217561e-111
1,1,0,0,0,0,1,1,0,0,1,0,3.75682052932352,6.4819680278804,0,0,0,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,0,0,0,1,1,0,0,1,0,0,0,3.50423145050188,0,0,0,9.88131291682493e-324,9.88131291682493e-324,0,0,3.91563016440449e-171,4.39843548732509e-169
1,0,1,0,0,0,1,1,0,0,1,0,1.63164050135636e+73,0,2.47755316397103e+73,0,0,0,0,0,0,0,0,0.671806056515168
0,1,1,0,0,0,1,1,0,0,1,0,0,7.76919238546409e-155,3.50423145050186,0,0,0,9.88131291682493e-324,9.88131291682493e-324,0,0,3.12668585150837e-171,7.89515294737691e-153
1,1,1,0,0,0,1,1,0,0,1,0,5.72652758361689e+73,0,8.69540595588541e+73,0,0,0,0,0,0,0,0,0.671806056515164
0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.603083815958967,0,0,0.0318154660649674,0.0444425347346093,0,0,0.182141685251382,0.852926445829135
1,0,0,1,0,0,1,1,0,0,1,0,2.05840496549527,0,0,0.24207634120881,0,0,2.47032822920623e-323,6.64376104089364e-97,0,0,1.00465328427048e-140,0.336421715024481
0,1,0,1,0,0,1,1,0,0,1,0,0,3.06280969210226,0,0.0798386201737919,0,0,1.48219693752374e-323,9.32044520651396e-228,0,0,2.98563662574301e-136,0.118386826534152
1,1,0,1,0,0,1,1,0,0,1,0,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,0,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,1,0,0,1,1,0,0,1,0,0,0,3.50450545882355,0.0606863667341501,0,0,-9.88131291682493e-324,-9.88131291682493e-324,0,0,2.24370866270983e-185,0.0862107615057869
1,0,1,1,0,0,1,1,0,0,1,0,3.29411265822628e+69,0,5.00192244068558e+69,0,0,0,0,0,0,0,0,0.671806056515164
0,1,1,1,0,0,1,1,0,0,1,0,0,1.27867345746489e-153,3.50450545882355,0.0606863667341501,0,0,9.88131291682493e-324,9.88131291682493e-324,0,0,1.72944592922415e-185,0.0862107615057869
1,1,1,1,0,0,1,1,0,0,1,0,5.17875056622296e+73,0,7.86363775604814e+73,0,0,0,0,0,0,0,0,0.671806056515163
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.959105355484433,0,1.26915285892621e-259,0.223119595022233,0,0,0.987752800177448,0.953017670292734
1,0,0,0,1,0,1,1,0,0,1,0,4.78861672886327e-83,0,0,0,0.959105355484433,0,1.626652181207e-267,0.223119595022233,0,0,0.987752800177448,0.953017670292734
0,1,0,0,1,0,1,1,0,0,1,0,0,2.8346755077723,0,0,0.251670587576595,0,1.48219693752374e-323,6.77213201980404e-91,0,0,5.20321112181498e-91,0.282522357086446
1,1,0,0,1,0,1,1,0,0,1,0,3.75682052932352,6.4819680278804,0,0,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,0,1,0,1,1,0,0,1,0,0,0,3.50414098763227,0,0.182760175104084,0,9.88131291682493e-324,9.88131291682493e-324,0,0,6.57918671071641e-166,0.197247571060585
1,0,1,0,1,0,1,1,0,0,1,0,1.79635884340413e+103,0,2.72766858410528e+103,0,0,0,-4.94065645841247e-324,-5.56598451977201e-265,0,0,0,0.671806056515162
0,1,1,0,1,0,1,1,0,0,1,0,0,1.18311213454335e-161,3.50414098763227,0,0.182760175104084,0,9.88131291682493e-324,9.88131291682493e-324,0,0,5.74205881612062e-166,0.197247571060585
1,1,1,0,1,0,1,1,0,0,1,0,1.42174384391695e+103,0,2.15883704524656e+103,0,0,0,-4.94065645841247e-324,0,0,0,0,0.671806056515168
0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0.393745469974108,0.836352359472537,0,4.12554141951534e-217,0.153041483701458,0,0,0.58123166667583,1.24486942612508
1,0,0,1,1,0,1,1,0,0,1,0,1.58101458899859,0,0,0.269431610053397,0.555265293610311,0,1.97626258336499e-323,0.0566009686694247,0,0,5.00387096704558e-71,0.949162940439408
0,1,0,1,1,0,1,1,0,0,1,0,0,2.97610741323815,0,0.0837181991099867,0.187863839342068,0,1.48219693752374e-323,2.05100015692229e-168,0,0,9.82759241619898e-121,0.33918461311198
1,1,0,1,1,0,1,1,0,0,1,0,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324,NA
0,0,1,1,1,0,1,1,0,0,1,0,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,-9.88131291682493e-324,-9.88131291682493e-324,0,0,1.07005560673077e-175,0.253552650650728
1,0,1,1,1,0,1,1,0,0,1,0,2.50498012689673e+74,0,3.80366964041321e+74,0,0,0,0,0,0,0,0,0.671806056515165
0,1,1,1,1,0,1,1,0,0,1,0,0,4.81723377350982e-158,3.50437374395616,0.0498190927017857,0.166970844527518,0,9.88131291682493e-324,9.88131291682493e-324,0,0,8.13269590982421e-176,0.253552650650728
1,1,1,1,1,0,1,1,0,0,1,0,1.57431616858838e+74,0,2.39050942982524e+74,0,0,0,0,0,0,0,0,0.671806056515161
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1.14488279398945,3.59523039994474e-15,0.0758318815402157,0,0,0.0130988926795368,0.289108638990728
