"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action","environment.initial","Bar.outcome","undLac.outcome","uncLac.outcome","Oth.outcome","Bla.outcome","undMol.outcome","Akk.outcome","Cop.outcome","Clodif.outcome","Ent.outcome","undEnt.outcome","diversity.desirability"
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.82211166586988e-06,0,0,1.48219693752374e-323,7.02609689667811,0,0,NA
1,0,0,0,1,0,0,1,1,0,0,0,0.237960439732357,0,0,0,5.21358846957865e-86,0,0,9.88131291682493e-324,8.50403655162383,0,0,NA
0,1,0,0,1,0,0,1,1,0,0,0,0,0.266779522538217,0,0,5.27933367986265e-92,0,0,9.88131291682493e-324,8.46750955152454,0,0,NA
1,1,0,0,1,0,0,1,1,0,0,0,0.173554801944776,0.200625584960174,0,0,3.13364523188197e-130,0,0,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0149548696806518,0,2.85471149564715e-13,0,0,1.48219693752374e-323,7.10455655749689,0,0,NA
1,0,1,0,1,0,0,1,1,0,0,0,0.237960439732351,0,2.80202811785039e-14,0,2.25056262184952e-88,0,0,9.88131291682493e-324,8.50403655162394,0,0,NA
0,1,1,0,1,0,0,1,1,0,0,0,0,0.266779522538214,7.17501704093553e-35,0,5.71829501012373e-91,0,0,9.88131291682493e-324,8.46750955152449,0,0,NA
1,1,1,0,1,0,0,1,1,0,0,0,0.173554801944783,0.20062558496017,7.57090982257761e-37,0,6.47082224314839e-130,0,0,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1.13716770509706e-43,1.47672363957118e-06,0,0,1.48219693752374e-323,7.02609589921597,0,0,NA
1,0,0,1,1,0,0,1,1,0,0,0,0.237960439732357,0,0,9.86865445408325e-119,1.82599591196744e-86,0,0,9.88131291682493e-324,8.50403655162383,0,0,NA
0,1,0,1,1,0,0,1,1,0,0,0,0,0.266779522538217,0,1.21947372304991e-118,2.75483042288535e-92,0,0,9.88131291682493e-324,8.46750955152454,0,0,NA
1,1,0,1,1,0,0,1,1,0,0,0,0.173554801944776,0.200625584960174,0,1.15569901757932e-155,1.78880509574303e-130,0,0,-9.88131291682493e-324,9.18800671392584,0,0,0.192194557122553
0,0,1,1,1,0,0,1,1,0,0,0,0,0,0.0149537317039297,7.27917570308365e-50,3.038450566812e-13,0,0,1.48219693752374e-323,7.10455050286639,0,0,NA
1,0,1,1,1,0,0,1,1,0,0,0,0.237960439732351,0,2.67306442184499e-14,1.92489748005503e-120,2.07758757337696e-88,0,0,9.88131291682493e-324,8.50403655162393,0,0,NA
0,1,1,1,1,0,0,1,1,0,0,0,0,0.266779522538214,4.47933502498008e-35,6.42464886491606e-118,1.90364943692997e-91,0,0,9.88131291682493e-324,8.46750955152449,0,0,NA
1,1,1,1,1,0,0,1,1,0,0,0,0.173554801944783,0.20062558496017,5.47391841009194e-37,1.85945298744946e-155,3.53816053182243e-130,0,0,-9.88131291682493e-324,9.18800671392584,0,0,0.192194557122554
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2.13115877519993,0,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,0,0,0,1,0,1,1,0,0,0,2.02447757650115e-158,0,0,0,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,1,0,0,0,1,0,1,1,0,0,0,0,2.24738099898577e-93,0,0,0,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
1,1,0,0,0,1,0,1,1,0,0,0,1.00700382369959e-161,1.47609535438663e-93,0,0,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,0,1,0,0,1,0,1,1,0,0,0,0,0,1.08066055480751e-170,0,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,0,1,0,0,1,0,1,1,0,0,0,9.37688522494864e-159,0,4.25255273737315e-171,0,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,1,1,0,0,1,0,1,1,0,0,0,0,1.04497578899973e-93,2.24908673435345e-174,0,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,1,1,0,0,1,0,1,1,0,0,0,9.70079387511523e-162,6.4486054490577e-94,1.09683964649169e-174,0,0,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1.37564990219709e-244,0,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,0,1,0,1,0,1,1,0,0,0,1.09703452987596e-158,0,0,1.85107926178429e-245,0,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
0,1,0,1,0,1,0,1,1,0,0,0,0,1.59023509851436e-93,0,1.2877338533817e-252,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,1,0,1,0,1,0,1,1,0,0,0,7.33926919843375e-162,1.17322146292981e-93,0,2.28573163291144e-253,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,0,1,1,0,1,0,1,1,0,0,0,0,0,5.05836582603513e-171,2.5805151614045e-245,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,0,1,1,0,1,0,1,1,0,0,0,7.1059078465704e-159,0,2.7501197995217e-171,2.45391087611027e-246,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,1,1,1,0,1,0,1,1,0,0,0,0,9.11854576193289e-94,1.16074802991995e-174,1.04550500031673e-252,0,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,1,1,1,0,1,0,1,1,0,0,0,7.49411693730447e-162,6.1393331182822e-94,7.19986430734259e-175,1.33623428238789e-253,0,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1.60822813998031e-42,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
1,0,0,0,1,1,0,1,1,0,0,0,1.51801636002914e-161,0,0,0,1.04265799296165e-42,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,1,0,0,1,1,0,1,1,0,0,0,0,1.74434318634576e-93,0,0,4.18049710399565e-43,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,1,0,0,1,1,0,1,1,0,0,0,8.00469360854477e-162,1.36970632352034e-93,0,0,1.55765145764465e-43,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
0,0,1,0,1,1,0,1,1,0,0,0,0,0,3.97981909200983e-174,0,7.7173369858509e-43,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,0,1,0,1,1,0,1,1,0,0,0,1.22608922028368e-161,0,2.30191221117927e-174,0,2.31713977277088e-43,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
0,1,1,0,1,1,0,1,1,0,0,0,0,8.55390542767381e-94,1.83633166054565e-174,0,3.51378014527704e-43,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
1,1,1,0,1,1,0,1,1,0,0,0,8.39938230022139e-162,6.22273799607814e-94,1.0966479135937e-174,0,8.66247369343646e-44,2.13115877519994,0,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,9.63881002297541e-252,1.08262618412904e-42,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
1,0,0,1,1,1,0,1,1,0,0,0,1.14471209987717e-161,0,0,2.98671020807081e-252,6.22455037500302e-43,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
0,1,0,1,1,1,0,1,1,0,0,0,0,1.36314264361655e-93,0,1.09930923323677e-252,2.56396885601161e-43,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
1,1,0,1,1,1,0,1,1,0,0,0,6.28250546018928e-162,1.11585575627024e-93,0,2.76211826073549e-253,9.36854566957527e-44,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
0,0,1,1,1,1,0,1,1,0,0,0,0,0,2.18282898449252e-174,2.97239168602368e-252,5.73090737946101e-43,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,1,1,1,1,0,1,1,0,0,0,9.74564073611702e-162,0,1.49742058739892e-174,5.25391775361604e-253,1.72564280977612e-43,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
0,1,1,1,1,1,0,1,1,0,0,0,0,7.94494712565368e-94,1.04517541779985e-174,8.6430485901411e-253,2.25540423257697e-43,2.13115877519994,0,0,13.320395414246,0,0,0.401179178573807
1,1,1,1,1,1,0,1,1,0,0,0,6.70951368666023e-162,5.95361566677712e-94,7.24811129540692e-175,1.5780189527649e-253,5.946309113366e-44,2.13115877519994,0,4.94065645841247e-324,13.320395414246,0,0,NA
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.97626258336499e-323,1.48219693752374e-323,7.02609163453778,0,0,NA
1,0,0,0,0,0,1,1,1,0,0,0,0.237960439732357,0,0,0,0,0,1.48219693752374e-323,9.88131291682493e-324,8.50403655162383,0,0,NA
0,1,0,0,0,0,1,1,1,0,0,0,0,0.266779522538217,0,0,0,0,1.48219693752374e-323,9.88131291682493e-324,8.46750955152454,0,0,NA
1,1,0,0,0,0,1,1,1,0,0,0,0.173554801944776,0.200625584960174,0,0,0,0,9.88131291682493e-324,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.0149554434810866,0,0,0,-1.97626258336499e-323,-1.48219693752374e-323,7.10455961041903,0,0,0.015049873882459
1,0,1,0,0,0,1,1,1,0,0,0,0.237960439732351,0,2.78029167392669e-14,0,0,0,1.48219693752374e-323,9.88131291682493e-324,8.50403655162394,0,0,NA
0,1,1,0,0,0,1,1,1,0,0,0,0,0.266779522538214,7.80875045846335e-35,0,0,0,1.48219693752374e-323,9.88131291682493e-324,8.46750955152449,0,0,NA
1,1,1,0,0,0,1,1,1,0,0,0,0.173554801944783,0.20062558496017,7.86469588520156e-37,0,0,0,9.88131291682493e-324,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2.1965515022274e-43,0,0,1.97626258336499e-323,-1.48219693752374e-323,7.0260916345378,0,0,3.13171453049297e-42
1,0,0,1,0,0,1,1,1,0,0,0,0.237960439732357,0,0,7.86329153874264e-119,0,0,1.48219693752374e-323,9.88131291682493e-324,8.50403655162383,0,0,NA
0,1,0,1,0,0,1,1,1,0,0,0,0,0.266779522538217,0,1.30845262916495e-118,0,0,1.48219693752374e-323,9.88131291682493e-324,8.46750955152454,0,0,NA
1,1,0,1,0,0,1,1,1,0,0,0,0.173554801944776,0.200625584960174,0,9.6424784505211e-156,0,0,9.88131291682493e-324,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,1,1,0,0,1,1,1,0,0,0,0,0,0.014954056427469,8.46999539373166e-50,0,0,1.97626258336499e-323,-1.48219693752374e-323,7.10455223056298,0,0,0.0150486890325057
1,0,1,1,0,0,1,1,1,0,0,0,0.237960439732351,0,2.64826955131978e-14,1.60130178300307e-120,0,0,1.48219693752374e-323,9.88131291682493e-324,8.50403655162393,0,0,NA
0,1,1,1,0,0,1,1,1,0,0,0,0,0.266779522538214,4.43718485207266e-35,7.18975317434072e-118,0,0,-1.48219693752374e-323,-9.88131291682493e-324,8.46750955152449,0,0,0.136627871892269
1,1,1,1,0,0,1,1,1,0,0,0,0.173554801944783,0.20062558496017,5.47263641170929e-37,1.63746268442906e-155,0,0,9.88131291682493e-324,-9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1.82714874970863e-06,0,1.97626258336499e-323,1.48219693752374e-323,7.02609691122495,0,0,NA
1,0,0,0,1,0,1,1,1,0,0,0,0.237960439732357,0,0,0,6.32977358972556e-86,0,1.48219693752374e-323,9.88131291682493e-324,8.50403655162383,0,0,NA
0,1,0,0,1,0,1,1,1,0,0,0,0,0.266779522538217,0,0,6.72265231976384e-92,0,1.48219693752374e-323,9.88131291682493e-324,8.46750955152454,0,0,NA
1,1,0,0,1,0,1,1,1,0,0,0,0.173554801944776,0.200625584960174,0,0,4.05146910204807e-130,0,-9.88131291682493e-324,-9.88131291682493e-324,9.18800671392584,0,0,0.192194557122553
0,0,1,0,1,0,1,1,1,0,0,0,0,0,0.0149549150652045,0,3.03595253702988e-13,0,-1.97626258336499e-323,1.48219693752374e-323,7.10455679896674,0,0,NA
1,0,1,0,1,0,1,1,1,0,0,0,0.237960439732351,0,2.82082196711129e-14,0,2.59424653537213e-88,0,-1.48219693752374e-323,-9.88131291682493e-324,8.50403655162394,0,0,0.124942995732288
0,1,1,0,1,0,1,1,1,0,0,0,0,0.266779522538214,7.80196950519782e-35,0,7.60469649152213e-91,0,1.48219693752374e-323,9.88131291682493e-324,8.46750955152449,0,0,NA
1,1,1,0,1,0,1,1,1,0,0,0,0.173554801944783,0.20062558496017,8.07345204160846e-37,0,8.20873436528619e-130,0,9.88131291682493e-324,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1.15133681886598e-43,1.4760511744372e-06,0,1.97626258336499e-323,1.48219693752374e-323,7.02609589727393,0,0,NA
1,0,0,1,1,0,1,1,1,0,0,0,0.237960439732357,0,0,1.11183208203728e-118,2.04293986662257e-86,0,1.48219693752374e-323,-9.88131291682493e-324,8.50403655162383,0,0,NA
0,1,0,1,1,0,1,1,1,0,0,0,0,0.266779522538217,0,1.45647344442988e-118,3.33330046931475e-92,0,1.48219693752374e-323,9.88131291682493e-324,8.46750955152454,0,0,NA
1,1,0,1,1,0,1,1,1,0,0,0,0.173554801944776,0.200625584960174,0,1.38301514412162e-155,2.17038459512174e-130,0,-9.88131291682493e-324,9.88131291682493e-324,9.18800671392584,0,0,NA
0,0,1,1,1,0,1,1,1,0,0,0,0,0,0.0149536687344017,8.01532169145094e-50,3.34008311637083e-13,0,1.97626258336499e-323,1.48219693752374e-323,7.10455016783609,0,0,NA
1,0,1,1,1,0,1,1,1,0,0,0,0.237960439732351,0,2.6783895129656e-14,2.19349877976039e-120,2.37766047716585e-88,0,1.48219693752374e-323,9.88131291682493e-324,8.50403655162393,0,0,NA
0,1,1,1,1,0,1,1,1,0,0,0,0,0.266779522538214,4.62574993605514e-35,7.59681853527703e-118,2.28492733038778e-91,0,1.48219693752374e-323,-9.88131291682493e-324,8.46750955152449,0,0,NA
1,1,1,1,1,0,1,1,1,0,0,0,0.173554801944783,0.20062558496017,5.6494755491177e-37,2.18524190486014e-155,4.22223365282724e-130,0,-9.88131291682493e-324,-9.88131291682493e-324,9.18800671392584,0,0,0.192194557122554
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2.13115877519993,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,0,0,0,1,1,1,1,0,0,0,2.26116508591517e-158,0,0,0,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
0,1,0,0,0,1,1,1,1,0,0,0,0,2.39882994904212e-93,0,0,0,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
1,1,0,0,0,1,1,1,1,0,0,0,1.09930903532718e-161,1.53833429609084e-93,0,0,0,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
0,0,1,0,0,1,1,1,1,0,0,0,0,0,1.2155454176582e-170,0,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,1,0,0,1,1,1,1,0,0,0,9.98562338956705e-159,0,4.579955858633e-171,0,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
0,1,1,0,0,1,1,1,1,0,0,0,0,1.06503151079794e-93,2.55008378016289e-174,0,0,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
1,1,1,0,0,1,1,1,1,0,0,0,1.03555002561029e-161,6.48682414714942e-94,1.19273521374595e-174,0,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1.51704434670978e-244,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,0,1,0,1,1,1,1,0,0,0,1.12966883954814e-158,0,0,2.08527437729902e-245,0,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
0,1,0,1,0,1,1,1,1,0,0,0,0,1.60907223256449e-93,0,1.56249777564497e-252,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,1,0,1,0,1,1,1,1,0,0,0,7.67161316505533e-162,1.1864194352764e-93,0,2.71299679627064e-253,0,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.16811497171849e-171,2.95983571467567e-245,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,1,1,0,1,1,1,1,0,0,0,7.33172208578824e-159,0,2.82357837204609e-171,2.79603398641467e-246,0,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
0,1,1,1,0,1,1,1,1,0,0,0,0,9.16579140520838e-94,1.2106319321651e-174,1.2359016042073e-252,0,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,1,1,1,0,1,1,1,1,0,0,0,7.77538026958307e-162,6.15651413667934e-94,7.48573623028586e-175,1.54541268002155e-253,0,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.6407885189669e-42,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
1,0,0,0,1,1,1,1,1,0,0,0,1.53227860877913e-161,0,0,0,1.0958966904832e-42,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
0,1,0,0,1,1,1,1,1,0,0,0,0,1.77140123570639e-93,0,0,4.62339182415425e-43,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
1,1,0,0,1,1,1,1,1,0,0,0,8.3320429112911e-162,1.40009188407383e-93,0,0,1.8016365725017e-43,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
0,0,1,0,1,1,1,1,1,0,0,0,0,0,4.1962427822458e-174,0,7.99805068759009e-43,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
1,0,1,0,1,1,1,1,1,0,0,0,1.26049057281396e-161,0,2.43624858890498e-174,0,2.53164017239988e-43,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
0,1,1,0,1,1,1,1,1,0,0,0,0,8.48849421701294e-94,1.98173786486091e-174,0,3.8437130181974e-43,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
1,1,1,0,1,1,1,1,1,0,0,0,8.73333696031799e-162,6.22500091446538e-94,1.17672536032543e-174,0,9.83679556332565e-44,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1.0138174580267e-251,1.08546084183159e-42,2.13115877519994,-4.94065645841247e-324,0,13.320395414246,0,0,0.401179178573807
1,0,0,1,1,1,1,1,1,0,0,0,1.13716793586493e-161,0,0,3.27741296603062e-252,6.42436717543536e-43,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
0,1,0,1,1,1,1,1,1,0,0,0,0,1.3547863555082e-93,0,1.26811243986231e-252,2.77845318505799e-43,2.13115877519994,4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,NA
1,1,0,1,1,1,1,1,1,0,0,0,6.41702281200602e-162,1.11933263693632e-93,0,3.24248637392593e-253,1.04662971433068e-43,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
0,0,1,1,1,1,1,1,1,0,0,0,0,0,2.18722490750583e-174,3.23437456670484e-252,5.90715815386743e-43,2.13115877519994,-4.94065645841247e-324,-4.94065645841247e-324,13.320395414246,0,0,0.401179178573807
1,0,1,1,1,1,1,1,1,0,0,0,9.84690868710051e-162,0,1.52528175052275e-174,5.92958760777038e-253,1.85844370335583e-43,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
0,1,1,1,1,1,1,1,1,0,0,0,0,7.87650933162021e-94,1.07360136661601e-174,9.79407063957271e-253,2.4303077613398e-43,2.13115877519994,4.94065645841247e-324,0,13.320395414246,0,0,NA
1,1,1,1,1,1,1,1,1,0,0,0,6.85589990682553e-162,5.94649037287785e-94,7.49810655732981e-175,1.81449263449175e-253,6.58945668731035e-44,2.13115877519994,4.94065645841247e-324,4.94065645841247e-324,13.320395414246,0,0,NA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.51329828761776,0,0
1,0,0,0,0,0,0,0,0,1,0,0,1.46843422292451,0,0,0,0,0,0,0,0,1.58120792484751,0,0.692463289479756
0,1,0,0,0,0,0,0,0,1,0,0,0,2.72940607637992,0,0,0,0,0,0,0,1.82698181217168,0,0.673403621708724
1,1,0,0,0,0,0,0,0,1,0,0,2.98061625236872,5.46898194785882,0,0,0,0,0,0,0,2.27967657303827,0,1.02842499437382
0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.83327975277871,0,0,0,0,0,0,1.39440735935665,0,0.579984331484709
1,0,1,0,0,0,0,0,0,1,0,0,5.60286091646033e+79,0,8.50762516579292e+79,0,0,0,0,0,0,0.156312508186936,0,0.671806056515165
0,1,1,0,0,0,0,0,0,1,0,0,0,1.20479528814058e-188,3.83327975277871,0,0,0,0,0,0,1.39440735935665,0,0.579984331484709
1,1,1,0,0,0,0,0,0,1,0,0,6.17045950845068e+78,0,9.36949129762913e+78,0,0,0,0,0,0,0.163323908328851,0,0.671806056515165
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.448056069666161,0,0,0,0,0,1.42238112771558,0,0.550556244447412
1,0,0,1,0,0,0,0,0,1,0,0,1.59444161676341,0,0,0.112199185491557,0,0,0,0,0,1.56426843622471,0,0.818719263088386
0,1,0,1,0,0,0,0,0,1,0,0,0,2.72940607637993,0,6.38029655501572e-44,0,0,0,0,0,1.82698181217168,0,0.673403621708724
1,1,0,1,0,0,0,0,0,1,0,0,2.98061625236872,5.46898194785882,0,1.97626258336499e-323,0,0,0,0,0,2.27967657303827,0,NA
0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.8332797527787,1.38802242887886e-70,0,0,0,0,0,1.39440735935664,0,0.579984331484708
1,0,1,1,0,0,0,0,0,1,0,0,2.05191247545282e+74,0,3.11571221817792e+74,0,0,0,0,0,0,0.18099698598836,0,0.671806056515164
0,1,1,1,0,0,0,0,0,1,0,0,0,2.04514688795528e-192,3.8332797527787,1.11831322187423e-70,0,0,0,0,0,1.39440735935664,0,0.579984331484708
1,1,1,1,0,0,0,0,0,1,0,0,6.88528584977919e+73,0,1.04549143808245e+74,0,0,0,0,0,0,0.187507067732336,0,0.671806056515163
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.193288579020924,0,0,0,0,1.73903134003391,0,0.325147313356126
1,0,0,0,1,0,0,0,0,1,0,0,1.46843422291371,0,0,0,8.91206566800047e-12,0,0,0,0,1.58120792485818,0,0.692463289558008
0,1,0,0,1,0,0,0,0,1,0,0,0,2.72940607637992,0,0,3.22513609309429e-172,0,0,0,0,1.82698181217168,0,0.673403621708724
1,1,0,0,1,0,0,0,0,1,0,0,2.98061625236872,5.46898194785882,0,0,1.48219693752374e-323,0,0,0,0,2.27967657303827,0,NA
0,0,1,0,1,0,0,0,0,1,0,0,0,0,3.83327975277871,0,1.75070290432659e-164,0,0,0,0,1.39440735935665,0,0.579984331484709
1,0,1,0,1,0,0,0,0,1,0,0,6.37544023550165e+93,0,9.6807428560676e+93,0,0,0,0,0,0,0.107881490521603,0,0.671806056515163
0,1,1,0,1,0,0,0,0,1,0,0,0,9.31198925069941e-189,3.83327975277871,0,1.231823771694e-164,0,0,0,0,1.39440735935665,0,0.579984331484709
1,1,1,0,1,0,0,0,0,1,0,0,1.96192289516937e+104,0,2.97906816627418e+104,0,0,0,0,0,0,0.0804064613668306,0,0.671806056515162
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.416347526480312,0.133447614328454,0,0,0,0,1.58466273375141,0,0.713261800544827
1,0,0,1,1,0,0,0,0,1,0,0,1.5944416167634,0,0,0.112199185491557,9.09396851420375e-28,0,0,0,0,1.56426843622472,0,0.818719263088386
0,1,0,1,1,0,0,0,0,1,0,0,0,2.72940607637993,0,6.33804242714899e-44,5.40307231952742e-176,0,0,0,0,1.82698181217168,0,0.673403621708724
1,1,0,1,1,0,0,0,0,1,0,0,2.98061625236872,5.46898194785882,0,1.97626258336499e-323,1.48219693752374e-323,0,0,0,0,2.27967657303827,0,NA
0,0,1,1,1,0,0,0,0,1,0,0,0,0,3.8332797527787,1.13002891542757e-70,1.69882512200628e-167,0,0,0,0,1.39440735935664,0,0.579984331484708
1,0,1,1,1,0,0,0,0,1,0,0,2.45842253595308e+100,0,3.73297459045985e+100,0,0,0,0,0,0,0.088503229122393,0,0.671806056515165
0,1,1,1,1,0,0,0,0,1,0,0,0,1.63514714448309e-192,3.8332797527787,9.56186908163029e-71,1.05112421967071e-167,0,0,0,0,1.39440735935664,0,0.579984331484708
1,1,1,1,1,0,0,0,0,1,0,0,1.92362794078714e+100,0,2.92091945930409e+100,0,0,0,0,0,0,0.089799313105786,0,0.671806056515164
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.16956601068974,0,0,0,1.14173752063456,0,0.693074695948145
1,0,0,0,0,1,0,0,0,1,0,0,0.893523213152898,0,0,0,0,1.21294731179468,0,0,0,1.16927780038778,0,1.08994951657026
0,1,0,0,0,1,0,0,0,1,0,0,0,2.31682582325148,0,0,0,1.32833220811125,0,0,0,1.35756565702661,0,1.062533374527
1,1,0,0,0,1,0,0,0,1,0,0,1.83325263036388,3.9396383242927,0,0,0,1.52854538496677,0,0,0,1.56524644890271,0,1.29554306097461
0,0,1,0,0,1,0,0,0,1,0,0,0,0,3.21187032618372,0,0,1.26689445223122,0,0,0,1.01119950632896,0,0.963617976546662
1,0,1,0,0,1,0,0,0,1,0,0,1.35451633351784e+71,0,2.08691368586397e+71,0,0,1.07236521900873e+70,0,0,0,2.69954595323348e-48,0,0.785572859323325
0,1,1,0,0,1,0,0,0,1,0,0,0,2.98073085805685e-159,3.21187032618372,0,0,1.26689445223122,0,0,0,1.01119950632896,0,0.963617976546662
1,1,1,0,0,1,0,0,0,1,0,0,8.88460014500592e+103,0,1.36885714680805e+104,0,0,7.03390276258983e+102,0,0,0,7.100703090442e-71,0,0.785572859323329
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.590648713233664,0,1.46686381943168,0,0,0,0.927437336466985,0,1.03290045461111
1,0,0,1,0,1,0,0,0,1,0,0,1.18278089605024,0,0,0.334556817892041,0,1.39538723176223,0,0,0,1.05680885411457,0,1.28908508042778
0,1,0,1,0,1,0,0,0,1,0,0,0,2.40820234797618,0,0.0799726414638875,0,1.37484753174848,0,0,0,1.33706219227964,0,1.12165245817539
