"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action","environment.initial","BH.outcome","CA.outcome","BU.outcome","PC.outcome","BO.outcome","BV.outcome","BT.outcome","EL.outcome","FP.outcome","CH.outcome","DP.outcome","ER.outcome","diversity.desirability"
1,0,0,1,0,0,0,0,1,1,1,0,0,0.810092396239883,0,0,0.353681770766745,0,0,0,0,0.712510466336691,1.76561922475764e-124,1.27057938689332e-152,0,1.04486271452179
0,1,0,1,0,0,0,0,1,1,1,0,0,0,1.11156030393101e-50,0,0.529431524097282,0,0,0,0,0.890179979505979,0.12262888626525,6.28154885342037e-154,0,0.885563110975294
1,1,0,1,0,0,0,0,1,1,1,0,0,0.810092396239882,4.23413115162501e-46,0,0.353681770766745,0,0,0,0,0.712510466336692,4.73490509284761e-126,8.88441572857424e-155,0,1.04486271452179
0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0.0678955945355769,0.475367048640045,0,0,0,0,0.880789349030989,0.0832168404699348,4.37925717403001e-153,0,0.977448839195631
1,0,1,1,0,0,0,0,1,1,1,0,0,0.810092396239882,0,3.82693128197167e-15,0.353681770766742,0,0,0,0,0.712510466336691,2.64560220056287e-127,4.05705933077061e-155,0,1.04486271452185
0,1,1,1,0,0,0,0,1,1,1,0,0,0,1.38231432771221e-52,0.0678955955135362,0.475367047842863,0,0,0,0,0.880789348874302,0.0832168398113625,9.13092259598122e-153,0,0.977448839686722
1,1,1,1,0,0,0,0,1,1,1,0,0,0.810092396239882,3.86036424757107e-46,3.91798387218467e-15,0.353681770766742,0,0,0,0,0.712510466336691,3.75258389861386e-127,8.15670223029455e-155,0,1.04486271452186
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0.649992703495818,0,0,0,0.504462443617788,0.12262888626525,3.73512336300343e-129,0,0.935642403346919
1,0,0,0,1,0,0,0,1,1,1,0,0,0.719509517379292,0,0,0,0.515327634166497,0,0,0,0.491558381165937,1.12886014677157e-103,9.89503717074456e-152,0,1.08332978985307
0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.175890588235401,0,0,0.50885302468653,0,0,0,0.555703684373512,0.12262888626525,2.11040209097755e-109,0,1.2145308108543
1,1,0,0,1,0,0,0,1,1,1,0,0,0.71950951739799,2.44596645183803e-10,0,0,0.515327633955147,0,0,0,0.491558381231542,7.00341525294757e-105,1.12606655125924e-153,0,1.08332979304315
0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0.434768327171222,0,0.147087350133535,0,0,0,0.647655886952497,9.23184571179628e-71,9.04096117623442e-124,0,0.959275462649632
1,0,1,0,1,0,0,0,1,1,1,0,0,0.71950953784737,0,5.43222159639637e-07,0,0.51532697472411,0,0,0,0.491558537754565,7.91048019826044e-107,4.16450374281554e-154,0,1.08333443982119
0,1,1,0,1,0,0,0,1,1,1,0,0,0,3.32989603318e-16,0.434768325557147,0,0.147087352395655,0,0,0,0.647655886654305,1.0396765021587e-69,3.61806239798653e-123,0,0.959275464763152
1,1,1,0,1,0,0,0,1,1,1,0,0,0.719509533200249,1.36189596849158e-10,4.19610897244423e-07,0,0.515327124663869,0,0,0,0.491558502159064,2.23476477549881e-106,1.02895672842419e-153,0,1.08333344628912
0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0.288420642632897,0.390159185572882,0,0,0,0.764878314899644,0.12262888626525,1.84331068664549e-172,0,1.20727779227495
1,0,0,1,1,0,0,0,1,1,1,0,0,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,1.0512643794252e-118,9.41493818378765e-174,0,1.22646445992118
0,1,0,1,1,0,0,0,1,1,1,0,0,0,2.06754762313525e-42,0,0.288420642632897,0.390159185572882,0,0,0,0.764878314899644,0.12262888626525,4.5926777789453e-172,0,1.20727779227495
1,1,0,1,1,0,0,0,1,1,1,0,0,0.777977269266948,4.22638247258764e-38,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,1.18639933486327e-118,1.79805401248047e-173,0,1.22646445992118
0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,4.07111357902173e-09,0.288420642168207,0.39015918105792,0,0,0,0.764878315794255,0.12262888361748,5.63199568025006e-172,0,1.20727783990816
1,0,1,1,1,0,0,0,1,1,1,0,0,0.777977269266948,0,2.59651270276566e-29,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,4.29204389728057e-119,1.19599256904007e-173,0,1.22646445992118
0,1,1,1,1,0,0,0,1,1,1,0,0,0,1.04598371516744e-42,4.19247841817926e-09,0.288420642154354,0.390159180923324,0,0,0,0.764878315820924,0.122628883538547,1.15282408210214e-171,0,1.20727784124953
1,1,1,1,1,0,0,0,1,1,1,0,0,0.777977269266948,3.79219768707583e-38,2.6912884979028e-29,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,5.18117551259666e-119,2.08116688944526e-173,0,1.22646445992118
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.132897011145129,0,0,0.124069560802085,0.12262888626525,0.0295461369769357,0,1.27801455791242
1,0,0,0,0,1,0,0,1,1,1,0,0,0.484026785354386,0,0,0,0,7.55244699658878e-43,0,0,0.175188401933832,3.72960961634649e-49,0.0777438608001085,0,0.854896507102079
0,1,0,0,0,1,0,0,1,1,1,0,0,0,0.560319719263038,0,0,0,5.01609479347749e-161,0,0,0.560784449647945,0.12262888626525,6.49315291211909e-05,0,0.947312342235842
1,1,0,0,0,1,0,0,1,1,1,0,0,0.640897248548447,0.387453969778067,0,0,0,4.7365859056118e-213,0,0,0.489702644752272,3.09130426435737e-86,9.3397911493558e-39,0,1.07756420868573
0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0.535934623446375,0,0,8.31851169829213e-206,0,0,0.663317991239175,2.16167959741047e-104,4.40283898245406e-113,0,0.687495290621396
1,0,1,0,0,1,0,0,1,1,1,0,0,0.681564758125195,0,0.353974870123193,0,0,9.31478230208696e-238,0,0,0.543256421806113,2.38421451265764e-204,1.33215675604201e-117,0,1.06496250697098
0,1,1,0,0,1,0,0,1,1,1,0,0,0,1.33831034649633e-17,0.535934623446373,0,0,1.37424303313537e-210,0,0,0.663317991239174,2.69872331912445e-104,1.25372886093825e-113,0,0.687495290621397
1,1,1,0,0,1,0,0,1,1,1,0,0,0.681564758128006,1.34132259680542e-10,0.353974870023054,0,0,3.03418509902942e-244,0,0,0.543256421809693,3.25775041500312e-207,4.19654923946952e-118,0,1.06496250890787
0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0.529431524097282,0,7.90707600260789e-319,0,0,0.890179979505979,0.12262888626525,1.542949032304e-154,0,0.885563110975294
1,0,0,1,0,1,0,0,1,1,1,0,0,0.810092396239883,0,0,0.353681770766745,0,2.47032822920623e-323,0,0,0.712510466336691,1.8837731202134e-124,9.70837537300117e-153,0,1.04486271452179
0,1,0,1,0,1,0,0,1,1,1,0,0,0,1.20349991654603e-50,0,0.529431524097282,0,1.78119558507395e-318,0,0,0.890179979505979,0.12262888626525,4.7632083474705e-154,0,0.885563110975294
1,1,0,1,0,1,0,0,1,1,1,0,0,0.810092396239882,4.45729337699263e-46,0,0.353681770766745,0,2.47032822920623e-323,0,0,0.712510466336692,5.06047188096795e-126,7.14266636110607e-155,0,1.04486271452179
0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.0678955951784726,0.47536704811599,0,9.16491887016457e-314,0,0,0.880789348927985,0.0832168400369992,3.14962117792839e-153,0,0.977448839518467
1,0,1,1,0,1,0,0,1,1,1,0,0,0.810092396239882,0,3.93734240148591e-15,0.353681770766742,0,2.47032822920623e-323,0,0,0.712510466336691,2.62658189409669e-127,3.13676933140292e-155,0,1.04486271452186
0,1,1,1,0,1,0,0,1,1,1,0,0,0,1.45049249953667e-52,0.0678955961906693,0.475367047290899,0,1.59005487138209e-313,0,0,0.880789348765813,0.0832168393553709,6.92659620114451e-153,0,0.97744884002675
1,1,1,1,0,1,0,0,1,1,1,0,0,0.810092396239882,4.01073905584778e-46,4.02998806176332e-15,0.353681770766742,0,2.47032822920623e-323,0,0,0.712510466336691,3.73763273571082e-127,6.51262963514267e-155,0,1.04486271452186
0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0.649992703495818,1.20057951939423e-320,0,0,0.504462443617788,0.12262888626525,3.03814561633679e-129,0,0.935642403346919
1,0,0,0,1,1,0,0,1,1,1,0,0,0.719509517379292,0,0,0,0.515327634166497,2.47032822920623e-323,0,0,0.491558381165937,1.20132427525385e-103,8.41123685126449e-152,0,1.08332978985307
0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.175890588235412,0,0,0.508853024686519,7.81608250119909e-305,0,0,0.555703684373514,0.12262888626525,1.96000845868115e-109,0,1.21453081085431
1,1,0,0,1,1,0,0,1,1,1,0,0,0.719509517398571,2.52196170365184e-10,0,0,0.51532763394858,2.47032822920623e-323,0,0,0.49155838123358,7.39384615586563e-105,1.01098237136314e-153,0,1.08332979313779
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0.434768327400103,0,0.147087349812761,6.27603493454675e-248,0,0,0.647655886994781,6.5823449995241e-71,7.243986138311e-124,0,0.959275462349931
1,0,1,0,1,1,0,0,1,1,1,0,0,0.719509538522685,0,5.61145082569362e-07,0,0.515326952966642,2.47032822920623e-323,0,0,0.491558542921004,6.79205018365011e-107,3.47184046699898e-154,0,1.08333458268983
0,1,1,0,1,1,0,0,1,1,1,0,0,0,3.23171379869146e-16,0.434768325810444,0,0.14708735204066,3.3549838368126e-248,0,0,0.6476558867011,7.54087770093974e-70,3.02642832253944e-123,0,0.959275464431478
1,1,1,0,1,1,0,0,1,1,1,0,0,0.719509533795729,1.36462417459302e-10,4.35414398868724e-07,0,0.515327105479032,2.47032822920623e-323,0,0,0.491558506714636,2.00217633775804e-106,8.8599491517284e-154,0,1.08333357460937
0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0.288420642632897,0.390159185572882,2.47032822920623e-323,0,0,0.764878314899644,0.12262888626525,1.45612021764931e-172,0,1.20727779227495
1,0,0,1,1,1,0,0,1,1,1,0,0,0.777977269266948,0,0,0.111768694679855,0.403304702078509,1.97626258336499e-323,0,0,0.590653165531019,1.07611375415698e-118,7.74884764922792e-174,0,1.22646445992118
0,1,0,1,1,1,0,0,1,1,1,0,0,0,2.11643735150347e-42,0,0.288420642632897,0.390159185572882,2.47032822920623e-323,0,0,0.764878314899644,0.12262888626525,3.78196120263858e-172,0,1.20727779227495
1,1,0,1,1,1,0,0,1,1,1,0,0,0.777977269266948,4.29740164834756e-38,0,0.111768694679855,0.403304702078509,1.97626258336499e-323,0,0,0.590653165531019,1.21573344127096e-118,1.51140361502407e-173,0,1.22646445992118
0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,4.16676534039839e-09,0.288420642157289,0.39015918095184,2.47032822920623e-323,0,0,0.764878315815274,0.12262888355527,4.60450655626649e-172,0,1.20727784096553
1,0,1,1,1,1,0,0,1,1,1,0,0,0.777977269266948,0,2.69920233746951e-29,0.111768694679855,0.403304702078509,1.97626258336499e-323,0,0,0.590653165531019,4.28114773762957e-119,9.88626222579811e-174,0,1.22646445992118
0,1,1,1,1,1,0,0,1,1,1,0,0,0,1.04541540726918e-42,4.29374898881871e-09,0.288420642142795,0.390159180811012,2.47032822920623e-323,0,0,0.764878315843178,0.122628883472682,9.67520567232719e-172,0,1.20727784236708
1,1,1,1,1,1,0,0,1,1,1,0,0,0.777977269266948,3.84099438732917e-38,2.79713198897194e-29,0.111768694679855,0.403304702078509,1.97626258336499e-323,0,0,0.590653165531019,5.1782219705979e-119,1.74854242242199e-173,0,1.22646445992118
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.351292191617006,0,0.163219207233636,0.00140921441726463,0.0153026294762864,0,0.753986938781481
1,0,0,0,0,0,1,0,1,1,1,0,0,0.418880527168264,0,0,0,0,0,0.245350582858336,0,0.197335737539027,7.87616985807125e-81,2.59838510666804e-16,0,1.04588685886862
0,1,0,0,0,0,1,0,1,1,1,0,0,0,0.431714894030148,0,0,0,0,0.227724743951159,0,0.474984400753256,0.0438707182273592,5.7486040946036e-31,0,1.17430535746352
1,1,0,0,0,0,1,0,1,1,1,0,0,0.619995116997151,0.350268050672631,0,0,0,0,0.0751666254709726,0,0.462177278564418,8.50089800626304e-96,5.56780855707641e-48,0,1.21649104672568
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0.342255473177365,0,0,0,0.325193651321926,0,0.486297951420365,1.74660015481057e-104,1.67453061006249e-113,0,1.08157025577144
1,0,1,0,0,0,1,0,1,1,1,0,0,0.614895990392232,0,0.262868160149034,0,0,0,0.182855920721107,0,0.455462397515364,6.6567951533668e-199,7.36600927985073e-119,0,1.2862152613493
0,1,1,0,0,0,1,0,1,1,1,0,0,0,4.50475104795752e-06,0.342253126772171,0,0,0,0.325192192037791,0,0.486299002845415,3.24153520781621e-103,1.57126625449978e-113,0,1.08161785706136
1,1,1,0,0,0,1,0,1,1,1,0,0,0.614904982816616,5.16998090355401e-05,0.262840195089093,0,0,0,0.182836949295471,0,0.455474102554374,1.75672802207056e-196,2.05359641670583e-117,0,1.2865343711882
0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0.482579419792421,0,0,0.367304789287395,0,0.835910626069925,1.29240072718175e-05,2.77443084844229e-207,0,1.03799747188149
1,0,0,1,0,0,1,0,1,1,1,0,0,0.789044319253964,0,0,0.333530348683293,0,0,0.171869611935018,0,0.684792909150441,1.43592447302898e-151,6.92742781745873e-179,0,1.24612492945393
0,1,0,1,0,0,1,0,1,1,1,0,0,0,1.41980342791512e-102,0,0.482579406182498,0,0,0.36730485222398,0,0.835910603003682,1.30084469294353e-05,4.98376700458548e-207,0,1.03799803072565
1,1,0,1,0,0,1,0,1,1,1,0,0,0.789044319253965,1.82959406593379e-69,0,0.333530348683293,0,0,0.171869611935016,0,0.684792909150441,6.68364584313627e-154,4.87920430335778e-182,0,1.24612492945393
0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,4.55021807287092e-75,0.482579489586497,0,0,0.367304466537171,0,0.835910744357683,1.24909847170367e-05,3.89793589200527e-207,0,1.03799460083248
1,0,1,1,0,0,1,0,1,1,1,0,0,0.789044319253964,0,1.22687574926367e-50,0.333530348683293,0,0,0.171869611935017,0,0.684792909150441,2.79571900928761e-154,2.79492568403759e-182,0,1.24612492945393
0,1,1,1,0,0,1,0,1,1,1,0,0,0,1.61010324996357e-102,5.23156618854188e-75,0.482579470187594,0,0,0.367304556243989,0,0.835910711480209,1.26113412931002e-05,6.38513922256313e-207,0,1.03799539970776
1,1,1,1,0,0,1,0,1,1,1,0,0,0.789044319253964,1.84409870892792e-69,1.48117280219225e-50,0.333530348683293,0,0,0.171869611935017,0,0.684792909150441,3.67128520496798e-154,5.06977288259159e-182,0,1.24612492945393
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0.672991912387544,0,0.330158717971829,0,0.52643973521855,0.00844413693996452,7.2457536545015e-202,0,1.08750199841592
1,0,0,0,1,0,1,0,1,1,1,0,0,0.725201214065993,0,0,0,0.522942247997361,0,0.155264608775061,0,0.497551351688233,6.5504977297728e-134,8.67560354487845e-188,0,1.27811423012313
0,1,0,0,1,0,1,0,1,1,1,0,0,0,1.39359817285357e-49,0,0,0.672991912388783,0,0.33015871820283,0,0.526439735204222,0.0084441372414214,1.40369540307095e-201,0,1.08750199929061
1,1,0,0,1,0,1,0,1,1,1,0,0,0.725201214065991,5.84241112000925e-44,0,0,0.522942247997359,0,0.155264608775061,0,0.497551351688232,9.54412632864789e-136,2.73114937510004e-191,0,1.27811423012313
0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,5.29177235233033e-59,0,0.672991912382808,0,0.330158717088735,0,0.526439735273325,0.00844413578752759,1.16715657049794e-201,0,1.08750199507207
1,0,1,0,1,0,1,0,1,1,1,0,0,0.725201214065991,0,1.39252687451299e-52,0,0.522942247997359,0,0.155264608775062,0,0.497551351688232,4.60172941911793e-136,1.61017225602674e-191,0,1.27811423012313
0,1,1,0,1,0,1,0,1,1,1,0,0,0,1.49399661955586e-49,5.34946477499375e-59,0,0.672991912384943,0,0.330158717486813,0,0.526439735248634,0.00844413630701881,2.00464596038015e-201,0,1.0875019965794
1,1,1,0,1,0,1,0,1,1,1,0,0,0.725201214065991,5.43309616274487e-44,1.54183182530217e-52,0,0.522942247997359,0,0.155264608775061,0,0.497551351688232,5.69877915127277e-136,2.99917958188163e-191,0,1.27811423012313
0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0.158321320468084,0.531011478980177,0,0.33947163332587,0,0.670008338680898,0.00522484769696023,7.83393409731454e-228,0,1.29028604162718
1,0,0,1,1,0,1,0,1,1,1,0,0,0.754208561399572,0,0,0.0556355403461533,0.46705122102552,0,0.152635602453372,0,0.546776674598554,2.04253521502321e-142,5.5404254200162e-201,0,1.36232849817709
0,1,0,1,1,0,1,0,1,1,1,0,0,0,1.09370350902884e-87,0,0.158321317111578,0.53101148208985,0,0.339471639211487,0,0.67000833527656,0.00522485580438477,1.23437298463257e-227,0,1.29028606248616
1,1,0,1,1,0,1,0,1,1,1,0,0,0.75420856139957,7.51287026173244e-58,0,0.0556355403461484,0.467051221025525,0,0.152635602453373,0,0.54677667459855,2.39463161299528e-142,9.17469687547108e-201,0,1.36232849817708
0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,7.92933787537628e-89,0.158321333011819,0.531011467358892,0,0.339471611330462,0,0.670008351403388,0.00522481739833063,1.03133594923176e-227,0,1.29028596367405
1,0,1,1,1,0,1,0,1,1,1,0,0,0.754208561399583,0,1.74959397262685e-63,0.055635540346174,0.467051221025497,0,0.152635602453371,0,0.546776674598572,1.49833446071198e-142,6.4398231598586e-201,0,1.36232849817711
0,1,1,1,1,0,1,0,1,1,1,0,0,0,1.11046588262174e-87,9.00334941699931e-89,0.158321328663966,0.531011471387009,0,0.339471618954416,0,0.670008346993576,0.00522482790031269,1.55437741698577e-227,0,1.29028599069385
1,1,1,1,1,0,1,0,1,1,1,0,0,0.75420856139958,7.22071780215378e-58,2.04585376295736e-63,0.0556355403461688,0.467051221025503,0,0.152635602453372,0,0.546776674598567,1.76373561345104e-142,1.01309741282444e-200,0,1.3623284981771
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2.18680261929268e-10,0.351307855832059,0,0.163222600612041,0.00143640408029454,0.0152874995361018,0,0.754164598801641
1,0,0,0,0,1,1,0,1,1,1,0,0,0.418880527168264,0,0,0,0,2.16766269419577e-70,0.245350582858336,0,0.197335737539027,9.12799332514239e-81,1.77757075641356e-16,0,1.04588685886861
0,1,0,0,0,1,1,0,1,1,1,0,0,0,0.431714894030148,0,0,0,2.70301619915198e-144,0.227724743951159,0,0.474984400753256,0.0438707182273592,3.12496476949497e-31,0,1.17430535746352
1,1,0,0,0,1,1,0,1,1,1,0,0,0.619995116997151,0.350268050672631,0,0,0,8.00122629482318e-205,0.0751666254709726,0,0.462177278564418,9.05103524348201e-96,3.86591282370316e-48,0,1.21649104672568
0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0.342255473177365,0,0,2.37032356474024e-157,0.325193651321926,0,0.486297951420365,2.01888659567325e-104,8.32305866873447e-114,0,1.08157025577144
1,0,1,0,0,1,1,0,1,1,1,0,0,0.614895990392232,0,0.262868160149034,0,0,2.28867021472689e-212,0.182855920721107,0,0.455462397515364,7.71695697943766e-199,4.95164200909994e-119,0,1.2862152613493
0,1,1,0,0,1,1,0,1,1,1,0,0,0,4.51963592682413e-06,0.342253119019018,0,0,7.13717487893438e-161,0.325192187215926,0,0.486299006319588,3.50961840897611e-103,9.1827070090628e-114,0,1.08161800142563
1,1,1,0,0,1,1,0,1,1,1,0,0,0.614904997233009,5.17826947607362e-05,0.262840150254222,0,0,1.79190402673084e-213,0.182836918879194,0,0.455474121319238,1.95066825165865e-196,1.46719838625488e-117,0,1.2865348280629
0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0.482579420860563,0,2.47032822920623e-323,0.367304784347966,0,0.835910627880224,1.29173802225458e-05,1.81975874802533e-207,0,1.03799742800809
1,0,0,1,0,1,1,0,1,1,1,0,0,0.789044319253964,0,0,0.333530348683293,0,2.47032822920623e-323,0.171869611935018,0,0.684792909150441,1.47319844602797e-151,5.03918585124736e-179,0,1.24612492945393
0,1,0,1,0,1,1,0,1,1,1,0,0,0,1.46496910806724e-102,0,0.482579407052662,0,2.47032822920623e-323,0.367304848200066,0,0.835910604478446,1.30030481965942e-05,3.41168036126283e-207,0,1.03799799500515
1,1,0,1,0,1,1,0,1,1,1,0,0,0.789044319253965,1.85805682773946e-69,0,0.333530348683293,0,2.47032822920623e-323,0.171869611935016,0,0.684792909150441,6.85769307065635e-154,3.64733773798115e-182,0,1.24612492945393
0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,4.57392941786054e-75,0.482579489489771,0,2.47032822920623e-323,0.367304466984465,0,0.83591074419375,1.24915848363703e-05,2.62554064869486e-207,0,1.03799460481751
1,0,1,1,0,1,1,0,1,1,1,0,0,0.789044319253964,0,1.23099880596059e-50,0.333530348683293,0,2.47032822920623e-323,0.171869611935017,0,0.684792909150441,2.89379396824112e-154,2.07991564482844e-182,0,1.24612492945393
0,1,1,1,0,1,1,0,1,1,1,0,0,0,1.6406280238279e-102,5.26028583802772e-75,0.482579470439097,0,2.47032822920623e-323,0.367304555080957,0,0.835910711906459,1.26097808929255e-05,4.42215233228995e-207,0,1.03799538935487
1,1,1,1,0,1,1,0,1,1,1,0,0,0.789044319253964,1.86297929519287e-69,1.48332471080589e-50,0.333530348683293,0,2.47032822920623e-323,0.171869611935017,0,0.684792909150441,3.78024361448681e-154,3.83970034807327e-182,0,1.24612492945393
0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0.672991912387484,2.47032822920623e-323,0.330158717960551,0,0.52643973521925,0.00844413692524768,5.40251892618497e-202,0,1.08750199837322
1,0,0,0,1,1,1,0,1,1,1,0,0,0.725201214065993,0,0,0,0.522942247997361,1.97626258336499e-323,0.155264608775061,0,0.497551351688233,6.63108860857025e-134,6.76473507581808e-188,0,1.27811423012313
0,1,0,0,1,1,1,0,1,1,1,0,0,0,1.43379692901399e-49,0,0,0.672991912388746,2.47032822920623e-323,0.330158718195937,0,0.52643973520465,0.00844413723242617,1.06588338154655e-201,0,1.08750199926451
1,1,0,0,1,1,1,0,1,1,1,0,0,0.725201214065991,5.9418456424299e-44,0,0,0.522942247997358,1.97626258336499e-323,0.155264608775061,0,0.497551351688232,9.72225197915156e-136,2.18138323163611e-191,0,1.27811423012313
0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,5.40306419429255e-59,0,0.672991912382733,2.47032822920623e-323,0.330158717074734,0,0.526439735274193,0.00844413576925636,8.57841700462787e-202,0,1.08750199501906
1,0,1,0,1,1,1,0,1,1,1,0,0,0.725201214065991,0,1.41613679555615e-52,0,0.522942247997359,1.97626258336499e-323,0.155264608775062,0,0.497551351688232,4.7018865168614e-136,1.26358911229392e-191,0,1.27811423012313
0,1,1,0,1,1,1,0,1,1,1,0,0,0,1.51980157568352e-49,5.50030173620438e-59,0,0.672991912384844,2.47032822920623e-323,0.330158717468363,0,0.526439735249778,0.00844413628294258,1.50600436181588e-201,0,1.08750199650954
1,1,1,0,1,1,1,0,1,1,1,0,0,0.725201214065991,5.48579822066842e-44,1.5695679928031e-52,0,0.522942247997358,1.97626258336499e-323,0.155264608775061,0,0.497551351688232,5.79699295997457e-136,2.38099431099627e-191,0,1.27811423012313
0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0.158321321011317,0.531011478476893,1.97626258336499e-323,0.339471632373314,0,0.670008339231872,0.00522484638481634,5.97540468459448e-228,0,1.29028603825126
1,0,0,1,1,1,1,0,1,1,1,0,0,0.754208561399575,0,0,0.0556355403461583,0.467051221025514,1.97626258336499e-323,0.152635602453372,0,0.546776674598558,2.04954970164288e-142,4.40961934787369e-201,0,1.36232849817709
0,1,0,1,1,1,1,0,1,1,1,0,0,0,1.09442167358647e-87,0,0.158321317655745,0.531011481585701,1.97626258336499e-323,0.339471638257293,0,0.670008335828482,0.00522485448998437,9.55504009835005e-228,0,1.29028605910444
1,1,0,1,1,1,1,0,1,1,1,0,0,0.754208561399572,7.47591151078396e-58,0,0.055635540346154,0.467051221025519,1.97626258336499e-323,0.152635602453372,0,0.546776674598555,2.3983664541915e-142,7.33927397086039e-201,0,1.36232849817709
0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,7.98788430079373e-89,0.158321333493538,0.531011466912599,1.97626258336499e-323,0.339471610485768,0,0.670008351891971,0.00522481623476738,7.88373850143686e-228,0,1.29028596068041
1,0,1,1,1,1,1,0,1,1,1,0,0,0.754208561399584,0,1.75511667076708e-63,0.0556355403461777,0.467051221025493,1.97626258336499e-323,0.152635602453371,0,0.546776674598575,1.50913628701603e-142,5.13775404108172e-201,0,1.36232849817711
0,1,1,1,1,1,1,0,1,1,1,0,0,0,1.10902173985551e-87,9.06390011281245e-89,0.15832132919801,0.531011470892238,1.97626258336499e-323,0.339471618017972,0,0.67000834753523,0.00522482661036237,1.19622785976998e-227,0,1.29028598737503
1,1,1,1,1,1,1,0,1,1,1,0,0,0.754208561399582,7.18621810832025e-58,2.04892013851397e-63,0.0556355403461729,0.467051221025498,1.97626258336499e-323,0.152635602453372,0,0.546776674598571,1.77166598823694e-142,8.12877282416739e-201,0,1.36232849817711
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.284948373092564,0.123770411445576,0.12262888626525,0.173086253775405,0,1.32086749200886
1,0,0,0,0,0,0,1,1,1,1,0,0,0.484026785354386,0,0,0,0,0,0,1.27500538560571e-87,0.175188401933832,2.59352561125686e-49,0.0777438608001085,0,0.854896507102079
0,1,0,0,0,0,0,1,1,1,1,0,0,0,0.559547068991598,0,0,0,0,0,0.00297672852036357,0.560433696787915,0.12262888626525,9.30832073512814e-05,0,0.962193134830235
1,1,0,0,0,0,0,1,1,1,1,0,0,0.640897248548447,0.387453969778067,0,0,0,0,0,2.17809593627652e-238,0.489702644752272,2.78039488492831e-86,1.22964235431767e-38,0,1.07756420868573
0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0.535934623446373,0,0,0,0,5.0604550215537e-19,0.663317991239174,2.08558585322511e-105,5.91279756974974e-114,0,0.687495290621396
1,0,1,0,0,0,0,1,1,1,1,0,0,0.681564758125195,0,0.353974870123193,0,0,0,0,1.62047976202968e-256,0.543256421806113,2.23775752750621e-204,2.09224034573226e-117,0,1.06496250697098
0,1,1,0,0,0,0,1,1,1,1,0,0,0,1.29253579947123e-17,0.535934623446373,0,0,0,0,5.18272232597752e-19,0.663317991239174,3.21941138922078e-104,2.88128208216315e-113,0,0.687495290621397
1,1,1,0,0,0,0,1,1,1,1,0,0,0.681564758128004,1.34059676232445e-10,0.353974870023108,0,0,0,0,5.66497504065781e-264,0.543256421809691,3.136905602295e-207,6.07463624622172e-118,0,1.06496250890687
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0.529431524097282,0,0,0,9.94209084783254e-59,0.890179979505979,0.12262888626525,3.11239499203013e-154,0,0.885563110975294
1,0,0,1,0,0,0,1,1,1,1,0,0,0.810092396239883,0,0,0.353681770766745,0,0,0,2.47032822920623e-323,0.712510466336691,1.80274211418271e-124,1.36412367362731e-152,0,1.04486271452179
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1.05193738684147e-50,0,0.529431524097282,0,0,0,1.28598439853737e-58,0.890179979505979,0.12262888626525,8.08818054907313e-154,0,0.885563110975294
