"TREP.action","TPRA.action","PTRI.action","PPRA.action","GPRA.action","DGLO.action","AELA.action","ASYL.action","APRA.action","NEWSPS.action","month.initial","TREP.outcome","TPRA.outcome","PTRI.outcome","PPRA.outcome","GPRA.outcome","DGLO.outcome","AELA.outcome","ASYL.outcome","APRA.outcome","NEWSPS.outcome","diversity.desirability"
0,1,1,1,1,0,0,0,0,0,"May",0,56.4,55.5,0,169.1,0,0,0,0,18.4,1.12097328195962
0,1,1,1,1,0,0,0,0,0,"August",0,16.81,0,0,210,0,0,0,0,20.02,0.524198225601861
1,0,0,0,0,1,0,0,1,0,"May",0,0,0,0,0,128,0,0,73.6,0,0.656284803678391
1,0,0,0,0,1,0,0,1,0,"August",0,0,0,0,0,32.5,0,0,50.8,11.5,0.957207925895521
1,1,0,1,0,0,0,0,0,0,"May",0,220.3,0,0,0,0,0,0,0,5,0.106453963833501
1,1,0,1,0,0,0,0,0,0,"August",0,67,0,0,0,0,0,0,0,14.89,0.474156009958163
1,0,0,1,0,0,0,0,0,0,"May",25.4,0,0,310.4,0,0,0,0,0,6.42,0.356135260229178
1,0,0,1,0,0,0,0,0,0,"August",0,0,0,37,0,0,0,0,0,0.12,0.0217655215092634
0,0,0,0,0,0,0,1,1,0,"May",0,0,0,0,0,0,0,0,144.4,8.15,0.2084793557202
0,0,0,0,0,0,0,1,1,0,"August",0,0,0,0,0,0,0,0,120,3.66,0.133339484918243
1,0,0,0,1,0,1,1,0,0,"May",0,0,0,0,0.13,0,436.3,0,0,4.27,0.0572580040350586
1,0,0,0,1,0,1,1,0,0,"August",0,0,0,0,0.02,0,269.8,0,0,1.31,0.0313602086127232
0,0,0,0,0,1,1,0,0,0,"May",0,0,0,0,0,21.2,242,0,0,5.79,0.377990458512238
0,0,0,0,0,1,1,0,0,0,"August",0,0,0,0,0,19.69,152.5,0,0,1.02,0.389530520378081
0,0,0,1,0,0,0,0,1,0,"May",0,0,0,0,0,0,0,0,85,0,0
0,0,0,1,0,0,0,0,1,0,"August",0,0,0,0,0,0,0,0,45.5,55,0.688672791988433
0,0,1,0,1,1,0,0,0,0,"May",0,0,11.49,0,13.25,68,0,0,0,21.8,1.10548931869338
0,0,1,0,1,1,0,0,0,0,"August",0,0,0,0,0,24.14,0,0,0,26.58,0.691989579794252
0,1,1,1,1,0,1,1,0,0,"May",0,0,2.31,8.7,36.9,0,168.8,0,0,11.91,0.843090208895071
0,1,1,1,1,0,1,1,0,0,"August",0,0,0,0,39.5,0,21.4,0,0,7.04,0.914095027646759
0,0,1,1,0,0,0,0,0,0,"May",0,0,28.8,0,0,0,0,0,0,12.4,0.61168467844133
0,0,1,1,0,0,0,0,0,0,"August",0,0,1.87,0,0,0,0,0,0,39,0.185820592541281
1,0,0,1,1,1,0,0,0,0,"May",0,0,0,0,44.3,32.3,0,0,0,15,1.0151818639696
1,0,0,1,1,1,0,0,0,0,"August",0,0,0,0,112.8,8.1,0,0,0,0.12,0.253407562049691
0,0,0,0,0,1,0,1,0,0,"May",0,0,0,0,0,162.1,0,2.04,0,15,0.34907770776527
0,0,0,0,0,1,0,1,0,0,"August",0,0,0,0,0,93.3,0,0,0,2.56,0.123097069921232
0,0,0,0,1,0,0,0,1,0,"May",0,0,0,0,30.5,0,0,0,104.5,3.96,0.648559760734871
0,0,0,0,1,0,0,0,1,0,"August",0,0,0,0,56,0,0,0,68,0,0.688457221789363
0,0,0,1,1,0,1,0,0,0,"May",0,0,0,0,7.48,0,318.2,0,0,16.4,0.296539810086956
0,0,0,1,1,0,1,0,0,0,"August",0,0,0,0,0,0,111.5,0,0,1.12,0.0557484086835744
0,1,1,0,0,1,1,0,0,0,"May",0,214.2,0,0,0,35,115.6,0,0,9.7,0.998529918767052
0,1,1,0,0,1,1,0,0,0,"August",0,15.12,0.32,0,0,32.67,37.7,0,0,1.08,1.10953373412585
0,0,0,1,0,0,0,1,1,0,"May",0,0,0,0,0,0,0,0,187.4,7.8,0.167813877748689
0,0,0,1,0,0,0,1,1,0,"August",0,0,0,0,0,0,0,0,95.7,4.02,0.168937213217191
0,0,0,0,0,1,1,1,0,0,"May",0,0,0,0,0,0,283.2,0,0,1.05,0.0243770464752237
0,0,0,0,0,1,1,1,0,0,"August",0,0,0,0,0,0,108.8,0,0,0,0
0,0,0,1,0,1,1,0,1,0,"May",0,0,0,0,0,66.4,116,0,0,0,0.6557045627347
0,0,0,1,0,1,1,0,1,0,"August",0,0,0,0,0,31.43,7.29,0,7.74,0,0.853573511382977
0,1,0,0,0,1,0,1,1,0,"May",0,0,0,0,0,205.5,0,0,103.2,3.54,0.692022205429043
0,1,0,0,0,1,0,1,1,0,"August",0,0,0,0,0,86.8,0,0,41,1.12,0.671909729743889
0,1,0,0,0,1,0,0,0,0,"May",0,136.4,0,0,0,253,0,0,0,33.23,0.872103412556901
0,1,0,0,0,1,0,0,0,0,"August",0,45,0,0,0,108,0,0,0,0.32,0.619499810311077
0,1,0,0,1,0,0,1,0,0,"May",0,336.3,0,0,0,0,0,0,0,15,0.176427436582091
0,1,0,0,1,0,0,1,0,0,"August",0,152.7,0,0,0,0,0,0,0,9.11,0.216664755953951
1,0,0,0,0,1,1,0,0,0,"May",0,0,0,0,0,139,216.2,0,0,209.4,1.08051649579973
1,0,0,0,0,1,1,0,0,0,"August",0,0,0,0,0,88,130.7,0,0,7.09,0.792379389819706
0,0,0,1,0,0,1,0,0,0,"May",0,0,0,58.4,0,0,266,0,0,37.5,0.755545739111112
0,0,0,1,0,0,1,0,0,0,"August",0,0,0,45.8,0,0,55.7,0,0,20.93,1.02809749595115
1,1,1,1,1,1,1,1,1,0,"May",0.79,0,0.55,0,20,16.5,122.5,0,116.3,1.59,1.14104946172593
1,1,1,1,1,1,1,1,1,0,"August",0,0,0,0,13.79,0.96,34.8,0,11.56,0,1.03682267265717
1,0,0,0,0,0,0,1,0,0,"May",21.5,0,0,0,0,0,0,0,0,20.4,0.692802531397871
1,0,0,0,0,0,0,1,0,0,"August",0,0,0,0,0,0,0,0,0,45,0
0,0,1,0,1,0,0,0,1,0,"May",0,0,52,0,27.7,0,0,0,1.88,0,0.740697370563216
0,0,1,0,1,0,0,0,1,0,"August",0,0,0,0,37.7,0,0,0,5.59,8.51,0.768231293906773
1,0,0,1,1,1,1,0,1,0,"May",0,0,0,0,7.39,76,56.7,0,16.4,1.51,1.1426192416619
1,0,0,1,1,1,1,0,1,0,"August",0,0,0,0,0,22.45,71.6,0,22.55,0.66,0.96391213662678
0,0,1,0,0,0,0,1,0,0,"May",0,0,160.4,0,0,0,0,0,0,2.71,0.0845535038556399
0,0,1,0,0,0,0,1,0,0,"August",0,0,3.31,0,0,0,0,0,0,32.5,0.308129406565843
0,1,0,0,0,0,1,0,1,0,"May",0,0,0,0,0,0,38.1,0,18.4,0,0.631065127034359
0,1,0,0,0,0,1,0,1,0,"August",0,0,0,0,0,0,101.5,0,15.37,0.93,0.432267259662972
0,1,0,0,0,0,0,0,1,0,"May",0,12.27,0,0,0,0,0,0,71.8,11.99,0.74015767410466
0,1,0,0,0,0,0,0,1,0,"August",0,0,0,0,0,0,0,0,54.4,5.97,0.322637578104142
0,1,0,0,1,0,0,0,0,0,"May",0,3.92,0,0,44.8,0,0,0,0,21.1,0.808027847951109
0,1,0,0,1,0,0,0,0,0,"August",0,0,0,0,100.5,0,0,0,0,8.5,0.273811973941245
0,0,1,0,0,0,1,1,0,0,"May",0,0,2.68,0,0,0,247.5,0,0,1.67,0.0987263721613984
0,0,1,0,0,0,1,1,0,0,"August",0,0,0,0,0,0,81.5,3.44,0,0.36,0.196099735124016
0,1,0,0,0,0,1,0,0,0,"May",0,28,0,0,0,0,219.5,0,0,22.5,0.610430715371592
0,1,0,0,0,0,1,0,0,0,"August",0,3.74,0,0,0,0,65.3,0,0,2.31,0.346705936247337
0,0,0,0,0,1,0,1,0,0,"May",0,0,0,0,0,15.59,0,0,0,27,0.656819011026616
0,0,0,0,0,1,0,1,0,0,"August",0,0,0,0,0,5.91,0,0,0,45.3,0.357673051691378
1,1,1,1,1,1,1,1,1,0,"May",0,1.31,4.37,0,0.6,3.31,218.5,52.5,0.86,2.27,0.723624093402841
1,1,1,1,1,1,1,1,1,0,"August",0,0,0,0,73.5,0,3.2,0.92,1.41,0.43,0.352885222558631
0,0,0,0,1,0,0,1,0,0,"May",0,0,0,0,26,0,0,0,0,15.4,0.66000142108199
0,0,0,0,1,0,0,1,0,0,"August",0,0,0,0,165,0,0,0,0,2.55,0.0787987269885707
1,0,0,1,0,0,0,0,0,0,"May",32.2,0,0,0,0,0,0,0,0,17.6,0.64953425214109
1,0,0,1,0,0,0,0,0,0,"August",2.63,0,0,0,0,0,0,0,0,40.7,0.22888098746807
0,0,0,0,0,0,1,1,0,0,"May",0,0,0,0,0,0,160.7,0,0,7.26,0.178059990805099
0,0,0,0,0,0,1,1,0,0,"August",0,0,0,0,0,0,65,0,0,0.87,0.0702697954621317
0,0,1,0,0,0,0,0,1,0,"May",0,0,5.61,0,0,0,0,0,79.5,57.5,0.819274649508497
0,0,1,0,0,0,0,0,1,0,"August",0,0,0,0,0,0,0,0,24.44,15.19,0.665654402114137
0,0,0,0,1,0,0,0,1,0,"May",0,0,0,0,30.3,0,0,0,34.3,8.43,0.969162686912502
0,0,0,0,1,0,0,0,1,0,"August",0,0,0,0,91.5,0,0,0,8.46,0,0.289943475588956
0,0,0,0,0,0,1,0,1,0,"May",0,0,0,0,0,0,257.8,0,8.85,16.2,0.356718259110013
0,0,0,0,0,0,1,0,1,0,"August",0,0,0,0,0,0,64,0,1.96,0,0.133750006142366
0,0,1,1,0,0,0,0,1,0,"May",0,0,15,0,0,0,0,0,58.3,53.9,0.973498954217108
0,0,1,1,0,0,0,0,1,0,"August",0,0,0,0,0,0,0,0,41,16.02,0.593852126277356
1,0,1,0,1,1,0,0,0,0,"May",0,0,15.4,0,7.25,63.4,0,0,0,13.2,1.03485712097324
1,0,1,0,1,1,0,0,0,0,"August",0,0,0,0,59.3,15.77,0,0,0,15,0.878794427732742
0,1,0,0,0,1,0,0,0,0,"May",0,11.72,0,0,0,86.7,0,0,0,0,0.365090915802454
0,1,0,0,0,1,0,0,0,0,"August",0,0,0,0,0,178.5,0,0,0,1.31,0.0431170168743875
1,0,1,0,0,0,0,0,0,0,"May",1.09,0,63.5,0,0,0,0,0,0,46,0.728955883465014
1,0,1,0,0,0,0,0,0,0,"August",1.48,0,0.28,0,0,0,0,0,0,29.66,0.240403250666649
0,1,1,0,0,0,0,1,0,0,"May",0,23,31.3,0,0,0,0,0,0,14,1.04896956109831
0,1,1,0,0,0,0,1,0,0,"August",0,38,0,0,0,0,0,0,0,27.95,0.681490741203451
1,0,1,0,0,0,0,1,1,0,"May",0,0,13.7,0,0,0,0,0,86.6,19.4,0.777192585665068
1,0,1,0,0,0,0,1,1,0,"August",0,0,0,0,0,0,0,0,48,28.24,0.659173122723309
0,1,1,1,1,0,1,1,0,0,"May",0,72,30.2,0,14.6,0,114.5,0,0,6.74,1.24778807087209
0,1,1,1,1,0,1,1,0,0,"August",0,18.47,0,0,1.62,0,88.7,0,0,12.04,0.801637144273787
0,0,0,0,1,1,0,1,1,0,"May",0,0,0,0,128.5,52,0,2.62,3.82,10,0.91547420354127
0,0,0,0,1,1,0,1,1,0,"August",0,0,0,0,91,19.24,0,0.21,0,13.76,0.77134577456359
1,0,0,1,1,0,0,0,0,0,"May",0,0,0,0,35.4,0,0,0,0,17,0.630161834038789
1,0,0,1,1,0,0,0,0,0,"August",0,0,0,0,45.2,0,0,0,0,0.56,0.0660482411330736
0,0,0,0,0,1,0,0,1,0,"May",0,0,0,0,0,186.3,0,0,3.52,209,0.735928851184163
0,0,0,0,0,1,0,0,1,0,"August",0,0,0,0,0,2.04,0,0,5,107.7,0.267615906908767
0,1,0,1,0,0,1,0,0,0,"May",0,0,0,0,0,0,221.9,0,0,33.2,0.386662330580973
0,1,0,1,0,0,1,0,0,0,"August",0,0.56,0,0,0,0,115,0,0,1.1,0.0837336544455253
1,0,0,0,0,0,1,0,0,0,"May",0,0,0,0,0,0,225.3,0,0,17.07,0.254748538039701
1,0,0,0,0,0,1,0,0,0,"August",0,0,0,0,0,0,65,0,0,1.64,0.11547434990199
1,1,0,1,0,0,0,0,0,0,"May",0,6.54,0,0,0,0,0,0,0,29.3,0.475129786721615
1,1,0,1,0,0,0,0,0,0,"August",0,23.1,0,0,0,0,0,0,0,10.97,0.628356017883005
0,0,0,0,1,0,1,0,0,0,"May",0,0,0,0,44.6,0,149.5,0,0,4.46,0.634372423706202
0,0,0,0,1,0,1,0,0,0,"August",0,0,0,0,56,0,55.2,0,0,0.69,0.726374805456478
0,1,0,0,1,0,0,1,0,0,"May",0,18.7,0,0,12.9,0,0,37.3,0,33.9,1.30414875492213
0,1,0,0,1,0,0,1,0,0,"August",0,5.08,0,0,93.5,0,0,0,0,8.33,0.4608336962025
0,0,0,0,1,1,0,0,0,0,"May",0,0,0,0,40.2,35,0,0,0,10.35,0.976062474852916
0,0,0,0,1,1,0,0,0,0,"August",0,0,0,0,0,26.48,0,0,0,33,0.687127182669697
1,1,0,0,1,0,1,1,1,0,"May",0,2.85,0,0,18.3,0,145,0,0,1.14,0.469379658861552
1,1,0,0,1,0,1,1,1,0,"August",0,0,0,0,0,0,98.6,5.18,0,0.89,0.245577027581085
0,0,0,1,1,0,1,0,0,0,"May",0,0,0,0,23.4,0,171.1,0,0,8.52,0.526258521088085
0,0,0,1,1,0,1,0,0,0,"August",0,0,0,0,102.5,0,33.48,0,0,0,0.558135966431504
0,0,0,1,0,1,0,0,0,0,"May",0,0,0,0,0,63.5,0,0,0,65,0.693079047776672
0,0,0,1,0,1,0,0,0,0,"August",0,0,0,0,0,30.42,0,0,0,31,0.693102593090778
0,0,0,1,0,1,0,1,0,0,"May",0,0,0,0,0,65.8,0,5.47,0,28,0.789277220624832
0,0,0,1,0,1,0,1,0,0,"August",0,0,0,0,0,7.78,0,8.73,0,8.73,1.09717680198649
1,1,0,0,0,1,1,0,0,0,"May",0,10.42,0,0,0,18.9,229.3,0,0,53,0.810618591842177
1,1,0,0,0,1,1,0,0,0,"August",0,0.34,0,0,0,36,46,0,0,3.32,0.84612174363978
0,0,1,1,0,0,1,1,0,0,"May",0,0,4.72,0,0,0,128,0,0,3.06,0.257870801765961
0,0,1,1,0,0,1,1,0,0,"August",0,0,0.15,0,0,0,64.5,0,0,9.55,0.398202061724774
0,0,0,1,0,1,1,0,1,0,"May",0,0,0,0,0,16.7,146.1,0,2.71,20.5,0.710759694613101
0,0,0,1,0,1,1,0,1,0,"August",0,0,0,0,0,4.51,40.6,0,0.48,9.58,0.775657866458178
1,1,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,29.4,0
1,1,0,0,0,0,0,0,0,0,"August",0,14.95,0,0,0,0,0,0,0,0.9,0.218020637959469
1,0,1,0,0,0,1,0,1,0,"May",0,0,2.92,0,0,0,118.3,0,3.44,45.9,0.755373685290897
1,0,1,0,0,0,1,0,1,0,"August",0,0,0,0,0,0,47.1,0,0,0,0
1,0,0,0,1,0,1,1,0,0,"May",1.72,0,0,0,105.5,0,113.4,0,0,0.48,0.746597973971352
1,0,0,0,1,0,1,1,0,0,"August",0,0,0,0,127.4,0,29.2,0,0,9.34,0.670598129818244
1,1,1,1,1,1,1,1,1,0,"May",0,0.29,22.8,0,0,0,407.3,0,0,2.89,0.251388073264562
1,1,1,1,1,1,1,1,1,0,"August",0,0,0,0,0,9.22,89.4,0,0,4.41,0.473999590527692
0,1,0,1,1,1,0,1,1,0,"May",0,0.57,0,0,72.4,44.8,0,0,0,90.8,1.07582385534193
0,1,0,1,1,1,0,1,1,0,"August",0,7.99,0,0,0,8.74,0,0,0.41,32.19,0.919831307198479
0,1,0,0,0,0,1,0,1,0,"May",0,73,0,0,0,0,326.8,0,0.3,15.2,0.620464952973178
0,1,0,0,0,0,1,0,1,0,"August",0,5.7,0,0,0,0,96.8,0,1.48,0,0.286311397219386
1,1,1,0,0,1,0,1,1,0,"May",0.26,0,26.8,0,0,96,0,0,4.36,37,1.05194183586788
1,1,1,0,0,1,0,1,1,0,"August",0,0,0.05,0,0,44,0,0,2.32,39.3,0.801779503672985
0,1,0,0,0,1,0,0,1,0,"May",0,17.3,0,0,0,29.7,0,0,1.04,46.4,1.07352830617553
0,1,0,0,0,1,0,0,1,0,"August",0,0,0,0,0,64,0,0,4.87,49.2,0.828225656682348
1,0,0,0,0,0,0,1,1,0,"May",0,0,0,0,0,0,0,186,0,4.2,0.106034949707133
1,0,0,0,0,0,0,1,1,0,"August",0,0,0,0,0,0,0,93,0,22.97,0.497713061700224
0,0,1,0,1,1,1,1,1,0,"May",0,0,3.47,0,117.7,2.12,109.3,0,1.1,25.3,1.07001734028783
0,0,1,0,1,1,1,1,1,0,"August",0,0,0,0,4.41,0.72,58,0,0.41,2.77,0.510586969158018
0,0,1,1,0,1,0,1,0,0,"May",0,0,0,0,0,67.5,0,0,0,22,0.557685029407283
0,0,1,1,0,1,0,1,0,0,"August",0,0,0.04,0,0,41,0,0,0,42.4,0.696817285036125
1,1,1,1,1,0,0,0,1,0,"May",0,13,22,0,13.3,0,0,0,9.6,0,1.33889937016168
1,1,1,1,1,0,0,0,1,0,"August",0,0.58,0,0,0,0,0,0,1.53,101,0.111871541256361
