"LP.action","LB.action","AP.action","AT.action","AO.action","environment.initial","LP.outcome","LB.outcome","AP.outcome","AT.outcome","AO.outcome","diversity.desirability"
1,0,1,0,0,0,268000,0,0,0,0,0
1,0,1,0,0,0,268000,0,229000,0,0,0.69006517782534
1,0,1,0,0,0,80485,0,0,0,0,0
1,0,1,0,0,0,537000,0,1310000,0,0,0.60281449239904
1,0,1,0,0,0,179000,0,98125,0,0,0.649937056657955
1,0,1,0,0,0,358000,0,65417,0,0,0.430432305475828
1,0,1,0,0,0,17886,0,0,0,0,0
1,0,1,0,0,0,268000,0,294000,0,0,0.692076649939097
1,0,0,1,0,0,358000,0,0,180000,0,0.637369633969055
1,0,0,1,0,0,268000,0,0,343000,0,0.685594415546674
1,0,0,1,0,0,358000,0,0,98125,0,0.520671366860716
1,0,0,1,0,0,268000,0,0,262000,0,0.693083099447456
1,0,0,1,0,0,206000,0,0,16354,0,0.262724818843413
1,0,0,1,0,0,179000,0,0,114000,0,0.668334102660523
1,0,0,1,0,0,224000,0,0,294000,0,0.683988432967782
1,0,0,1,0,0,224000,0,0,818000,0,0.520469096635216
1,0,0,1,0,0,313000,0,0,491000,0,0.668435506260835
1,0,0,1,0,0,134000,0,0,278000,0,0.63075829401113
1,0,0,1,0,0,107000,0,0,98125,0,0.692210901914879
1,0,0,1,0,0,224000,0,0,65417,0,0.534434988574139
1,0,0,1,0,0,44714,0,0,16354,0,0.581058200021461
1,0,0,1,0,0,89428,0,0,0,0,0
1,0,0,1,0,0,358000,0,0,294000,0,0.688321769397476
1,0,0,1,0,0,358000,0,0,0,0,0
