"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","diversity.desirability"
0,0,1,1,0,0,0,1,0,0,0,0,1,219,0,0,0,13,0,0.242664846369075
0,0,1,1,0,0,0,1,0,0,0,0,13,192,0,0,0,26,0,0.561491463487627
0,0,1,1,0,0,0,1,0,0,0,0,17,243,0,0,0,14,0,0.430918762609521
0,0,1,1,0,0,0,1,1,0,0,0,62,239,0,0,0,8,0,0.615565700464524
0,0,1,1,0,0,0,1,1,0,0,0,22,251,0,0,0,1,0,0.303304669541498
0,0,1,1,0,0,0,1,1,0,0,0,11,234,0,0,0,15,0,0.393209546357769
0,0,1,1,0,0,1,0,0,0,0,0,95,132,0,0,13,0,0,0.853586839465107
0,0,1,1,0,0,1,0,0,0,0,0,12,253,0,0,1,0,0,0.208434577783509
0,0,1,1,0,0,1,0,0,0,0,0,12,279,0,0,2,0,0,0.211526666058921
0,0,1,1,0,0,1,0,1,0,0,0,36,157,0,0,0,0,0,0.481149913132324
0,0,1,1,0,0,1,0,1,0,0,0,33,141,0,0,5,0,0,0.599636735260386
0,0,1,1,0,0,1,0,1,0,0,0,30,210,0,0,10,0,0,0.529643502540352
0,0,1,1,0,0,1,1,0,0,0,0,8,202,0,0,1,0,0,0.19116805191928
0,0,1,1,0,0,1,1,0,0,0,0,56,215,0,0,5,7,0,0.692176822257465
0,0,1,1,0,0,1,1,0,0,0,0,46,227,0,0,10,0,0,0.590298455464025
0,0,1,1,0,0,1,1,1,0,0,0,1,260,0,0,4,16,0,0.315636444905442
0,0,1,1,0,0,1,1,1,0,0,0,0,208,0,0,1,8,0,0.187070381598926
0,0,1,1,0,0,1,1,1,0,0,0,37,153,0,0,0,15,2,0.76620665742705
0,0,1,1,0,1,0,0,0,0,0,0,55,193,0,0,0,0,0,0.529144344364866
0,0,1,1,0,1,0,0,0,0,0,0,21,155,0,8,0,0,0,0.528515123651845
0,0,1,1,0,1,0,0,0,0,0,0,7,240,0,0,0,0,0,0.128923912962127
0,0,1,1,0,1,0,0,1,0,0,0,34,207,0,0,0,0,3,0.468213778945312
0,0,1,1,0,1,0,0,1,0,0,0,0,166,0,0,0,0,1,0.0366167293797122
0,0,1,1,0,1,0,0,1,0,0,0,17,219,0,0,0,0,0,0.258868518251164
0,0,1,1,0,1,0,1,0,0,0,0,12,196,0,0,0,21,0,0.506803557271142
0,0,1,1,0,1,0,1,0,0,0,0,17,174,0,0,0,16,0,0.549135853805851
0,0,1,1,0,1,0,1,0,0,0,0,22,191,0,0,0,17,0,0.571332415098218
0,0,1,1,0,1,0,1,1,0,0,0,24,152,0,0,0,1,0,0.430934302647362
0,0,1,1,0,1,0,1,1,0,0,0,6,156,0,0,0,56,0,0.687486858075949
0,0,1,1,0,1,0,1,1,0,0,0,28,190,0,0,0,11,0,0.557682055972667
0,0,1,1,0,1,1,0,0,0,0,0,22,182,0,0,3,0,0,0.412776822792596
0,0,1,1,0,1,1,0,0,0,0,0,47,243,0,0,1,0,0,0.464488669191678
0,0,1,1,0,1,1,0,0,0,0,0,83,125,0,0,0,0,0,0.672619870038312
0,0,1,1,0,1,1,0,1,0,0,0,47,197,0,0,1,0,0,0.514531386700823
0,0,1,1,0,1,1,0,1,0,0,0,31,212,0,0,11,0,0,0.543528197844173
0,0,1,1,0,1,1,0,1,0,0,0,18,191,0,0,0,0,2,0.344288414233616
0,0,1,1,0,1,1,1,0,0,0,0,64,244,0,0,2,7,0,0.640651837880223
0,0,1,1,0,1,1,1,0,0,0,0,38,164,0,0,17,30,0,1.00015604292418
0,0,1,1,0,1,1,1,0,0,0,0,2,167,0,0,1,14,0,0.361468020384357
0,0,1,1,0,1,1,1,1,0,0,0,42,217,0,0,0,1,0,0.466759132222523
0,0,1,1,0,1,1,1,1,0,0,0,32,160,0,0,0,21,2,0.774114191475033
0,0,1,1,0,1,1,1,1,0,0,0,6,125,0,0,7,11,0,0.612751721903008
0,0,1,1,1,0,0,0,0,0,0,0,29,92,172,0,0,0,0,0.90534264939238
0,0,1,1,1,0,0,0,0,0,0,0,9,114,124,0,0,0,0,0.823491338862702
0,0,1,1,1,0,0,0,0,0,0,0,23,136,99,0,0,0,0,0.920578590387517
0,0,1,1,1,0,0,0,1,0,0,0,3,99,87,0,0,0,0,0.761605701026428
0,0,1,1,1,0,0,0,1,0,0,0,18,52,188,0,0,0,1,0.76168345158218
0,0,1,1,1,0,0,0,1,0,0,0,2,150,143,0,0,0,1,0.748912256341881
0,0,1,1,1,0,0,1,0,0,0,0,13,112,89,0,0,8,0,0.997540514882866
0,0,1,1,1,0,0,1,0,0,0,0,4,132,81,0,0,1,0,0.769699591438868
0,0,1,1,1,0,0,1,0,0,0,0,0,107,69,0,0,0,0,0.669654255807272
0,0,1,1,1,0,0,1,1,0,0,0,6,113,190,0,0,10,0,0.859530272156959
0,0,1,1,1,0,0,1,1,0,0,0,0,136,79,0,0,4,1,0.762479263400192
0,0,1,1,1,0,0,1,1,0,0,0,0,95,121,0,0,2,4,0.808801559688241
0,0,1,1,1,0,1,0,0,0,0,0,0,246,115,0,0,0,0,0.625778920656607
0,0,1,1,1,0,1,0,0,0,0,0,6,216,98,0,0,0,0,0.702266290216072
0,0,1,1,1,0,1,0,0,0,0,0,5,154,64,0,0,0,0,0.699071288639991
0,0,1,1,1,0,1,0,1,0,0,0,46,153,114,0,0,0,0,0.999554215049695
0,0,1,1,1,0,1,0,1,0,0,0,14,148,99,0,3,0,0,0.898877432081803
0,0,1,1,1,0,1,0,1,0,0,0,13,137,87,0,0,0,0,0.843943116627106
0,0,1,1,1,0,1,1,0,0,0,0,6,164,58,0,4,24,0,0.996533636030111
0,0,1,1,1,0,1,1,0,0,0,0,0,139,218,0,3,8,0,0.80035693384113
0,0,1,1,1,0,1,1,0,0,0,0,5,197,69,0,18,0,0,0.846293938690646
0,0,1,1,1,0,1,1,1,0,0,0,9,99,64,0,3,8,0,1.05215406052551
0,0,1,1,1,0,1,1,1,0,0,0,13,142,132,0,0,0,0,0.845539227579203
0,0,1,1,1,0,1,1,1,0,0,0,5,96,99,0,0,4,3,0.936668090768311
0,0,1,1,1,1,0,0,0,0,0,0,9,125,48,0,0,0,0,0.758227088821892
0,0,1,1,1,1,0,0,0,0,0,0,25,57,158,0,0,0,0,0.852239618731428
0,0,1,1,1,1,0,0,0,0,0,0,10,135,175,0,0,0,0,0.802460084994574
0,0,1,1,1,1,0,0,1,0,0,0,24,108,108,0,0,0,0,0.948915435895399
0,0,1,1,1,1,0,0,1,0,0,0,0,171,105,0,0,0,5,0.741779955843834
0,0,1,1,1,1,0,0,1,0,0,0,4,218,109,0,0,0,1,0.712598763207219
0,0,1,1,1,1,0,1,0,0,0,0,34,150,133,0,0,5,0,1.02313795682686
0,0,1,1,1,1,0,1,0,0,0,0,2,144,103,0,0,28,0,0.975215262242854
0,0,1,1,1,1,0,1,0,0,0,0,67,162,91,0,0,2,0,1.06095054783946
0,0,1,1,1,1,0,1,1,0,0,0,13,124,117,0,0,12,19,1.18232487656696
0,0,1,1,1,1,0,1,1,0,0,0,21,121,109,0,0,12,0,1.06492427487803
0,0,1,1,1,1,0,1,1,0,0,0,0,87,121,0,0,17,0,0.896148005808375
0,0,1,1,1,1,1,0,0,0,0,0,2,144,103,0,5,0,0,0.803225271546541
0,0,1,1,1,1,1,0,0,0,0,0,1,170,56,0,0,0,0,0.585719052813064
0,0,1,1,1,1,1,0,0,0,0,0,11,139,60,0,10,0,0,0.934740049219567
0,0,1,1,1,1,1,0,1,0,0,0,15,174,40,0,16,0,2,0.928014785367349
0,0,1,1,1,1,1,0,1,0,0,0,4,148,47,0,1,0,0,0.66786971033833
0,0,1,1,1,1,1,0,1,0,0,0,0,222,55,0,8,0,3,0.663901198320408
0,0,1,1,1,1,1,1,0,0,0,0,0,139,97,0,0,24,0,0.92255804044497
0,0,1,1,1,1,1,1,0,0,0,0,2,161,116,0,6,0,0,0.804561404453475
0,0,1,1,1,1,1,1,0,0,0,0,3,153,67,1,0,7,0,0.817791669908682
0,0,1,1,1,1,1,1,1,0,0,0,0,161,92,0,0,0,0,0.655481773901393
0,0,1,1,1,1,1,1,1,0,0,0,3,89,53,0,5,0,3,0.948392355257781
0,0,1,1,1,1,1,1,1,0,0,0,42,42,154,0,0,1,0,0.917237825121879
0,1,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,280,0.0740225961475812
0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,260,0.0623705305426256
0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,409,0.0854187461629626
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,292,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,254,0,0
0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,209,0,0.12738958405318
0,1,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,218,25,0.449808156449792
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,181,37,0.455449533307663
0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,121,70,0.68621764827434
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,386,0,0,0
0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,538,0,0,0.0523301395854814
0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,290,0,0,0.0719789336351773
0,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,258,0,93,0.643912429348658
0,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,182,0,97,0.723187718707067
0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,197,0,171,0.742655197908044
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,79,158,0,0.636514168294813
0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,153,123,0,0.739270869456296
0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,121,133,0,0.747508275802989
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,47,209,42,0.816264896207016
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,108,222,28,0.857163495925931
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,51,167,24,0.813312247351358
0,1,0,0,0,1,0,0,0,0,0,42,0,0,0,141,0,0,0,0.538681406878453
0,1,0,0,0,1,0,0,0,0,0,33,0,0,0,209,0,0,0,0.398307113805284
0,1,0,0,0,1,0,0,0,0,0,42,0,0,0,204,0,0,0,0.45704453303756
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,29,0,0,333,0.279039161458104
0,1,0,0,0,1,0,0,1,0,0,16,0,0,0,20,0,0,243,0.473183123188141
0,1,0,0,0,1,0,0,1,0,0,23,0,0,0,35,0,0,150,0.779130179542961
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,159,0,0.0379502642774718
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,182,0,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,64,0,248,0,0.507429962219949
0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,238,5,0.10027292525009
0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,269,37,0.368744174237574
0,1,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,352,85,0.539909483028055
0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,48,315,0,0,0.434945173238368
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13,371,0,0,0.147894357602418
0,1,0,0,0,1,1,0,0,0,0,6,0,0,0,2,478,0,0,0.0931823249140654
0,1,0,0,0,1,1,0,1,0,0,3,0,0,0,0,239,0,89,0.630942355184326
0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,248,0,32,0.417107066195793
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,147,0,55,0.634868965386471
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,107,133,0,0.711315110499297
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,118,180,0,0.73288332104485
0,1,0,0,0,1,1,1,0,0,0,14,0,0,0,0,109,212,0,0.787563331801016
0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,93,186,47,0.97504405024196
0,1,0,0,0,1,1,1,1,0,0,2,0,0,0,0,165,109,37,0.989563639468177
0,1,0,0,0,1,1,1,1,0,0,7,0,0,0,0,127,130,83,1.15659745997576
0,1,0,0,1,0,0,0,0,0,0,8,0,0,351,0,0,0,0,0.106800113363049
0,1,0,0,1,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,169,0,0,0,29,0.416527324171267
0,1,0,0,1,0,0,0,1,0,0,0,0,0,236,0,0,0,34,0.378568018913214
0,1,0,0,1,0,0,0,1,0,0,0,0,0,282,0,0,0,48,0.414742828617717
0,1,0,0,1,0,0,1,0,0,0,0,0,0,197,0,0,83,0,0.607807799567459
0,1,0,0,1,0,0,1,0,0,0,0,0,0,169,0,0,25,0,0.384225280487532
0,1,0,0,1,0,0,1,0,0,0,0,0,0,220,0,0,89,0,0.600374619604283
0,1,0,0,1,0,0,1,1,0,0,0,0,0,260,0,0,26,0,0.304636097349238
0,1,0,0,1,0,0,1,1,0,0,0,0,0,255,0,0,120,6,0.697991579943991
0,1,0,0,1,0,0,1,1,0,0,0,0,0,249,0,0,53,4,0.528106604950896
0,1,0,0,1,0,1,0,0,0,0,0,0,0,223,0,56,0,0,0.501394578535434
0,1,0,0,1,0,1,0,0,0,0,0,0,0,346,0,70,0,0,0.453131214315524
0,1,0,0,1,0,1,0,0,0,0,0,0,0,183,0,167,0,0,0.69210191835895
0,1,0,0,1,0,1,0,1,0,0,0,0,0,275,0,30,0,5,0.398845965639378
0,1,0,0,1,0,1,0,1,0,0,6,0,0,195,0,120,0,11,0.865793619910686
0,1,0,0,1,0,1,0,1,0,0,0,0,0,193,0,154,0,2,0.718177361768439
0,1,0,0,1,0,1,1,0,0,0,0,0,0,227,0,13,58,0,0.662483787757181
0,1,0,0,1,0,1,1,0,0,0,0,0,0,289,0,4,42,0,0.440624220550816
0,1,0,0,1,0,1,1,0,0,0,0,0,0,170,0,1,14,0,0.301261030953146
0,1,0,0,1,0,1,1,1,0,0,0,0,0,166,0,19,8,0,0.489789433439667
0,1,0,0,1,0,1,1,1,0,0,2,0,0,246,0,0,53,1,0.524588197445255
0,1,0,0,1,0,1,1,1,0,0,2,0,0,212,0,15,59,34,0.99792327027886
0,1,0,0,1,1,0,0,0,0,0,0,0,0,277,5,0,0,0,0.089070054001719
0,1,0,0,1,1,0,0,0,0,0,0,0,0,210,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,155,20,0,0,0,0.355382896246011
0,1,0,0,1,1,0,0,1,0,0,0,0,0,391,0,0,0,91,0.484473427230452
0,1,0,0,1,1,0,0,1,0,0,0,0,0,289,0,0,0,0,0
0,1,0,0,1,1,0,0,1,0,0,0,0,0,349,0,0,0,27,0.258292078946373
0,1,0,0,1,1,0,1,0,0,0,0,0,0,156,0,0,32,0,0.456223420167614
0,1,0,0,1,1,0,1,0,0,0,0,0,0,167,0,0,104,0,0.665876679978222
0,1,0,0,1,1,0,1,0,0,0,0,0,0,242,0,0,109,0,0.619533092716878
0,1,0,0,1,1,0,1,1,0,0,2,0,0,349,0,0,122,42,0.830809450886793
0,1,0,0,1,1,0,1,1,0,0,0,0,0,187,0,0,39,2,0.506176725831705
0,1,0,0,1,1,0,1,1,0,0,0,0,0,227,0,0,71,15,0.71510198205854
0,1,0,0,1,1,1,0,0,0,0,12,0,0,239,0,36,0,0,0.545543712297924
0,1,0,0,1,1,1,0,0,0,0,0,0,0,222,0,32,0,0,0.37868100849398
0,1,0,0,1,1,1,0,0,0,0,3,0,0,292,0,34,0,0,0.383279012269043
0,1,0,0,1,1,1,0,1,0,0,5,0,0,314,0,20,0,42,0.614050407734724
0,1,0,0,1,1,1,0,1,0,0,0,0,0,162,0,8,0,20,0.506283103149093
0,1,0,0,1,1,1,0,1,0,0,0,0,0,187,0,20,0,22,0.603438637629478
0,1,0,0,1,1,1,1,0,0,0,0,0,0,231,0,21,102,0,0.804662197659984
0,1,0,0,1,1,1,1,0,0,0,0,0,0,171,0,15,96,0,0.826223923564354
0,1,0,0,1,1,1,1,0,0,0,0,0,0,264,0,2,40,0,0.426225507977528
0,1,0,0,1,1,1,1,1,0,0,0,0,0,212,0,4,15,0,0.32656394129461
0,1,0,0,1,1,1,1,1,0,0,0,0,0,214,4,19,62,4,0.858168796992559
0,1,0,0,1,1,1,1,1,0,0,0,0,0,156,0,18,46,1,0.801231782913422
0,1,0,1,0,0,0,0,0,0,0,1,0,200,0,0,0,0,0,0.0313473294043129
0,1,0,1,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,0,0,287,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,0,0,238,0,0,0,0,13,0.203760660323772
0,1,0,1,0,0,0,0,1,0,0,0,0,155,0,0,0,0,7,0.178014457665283
0,1,0,1,0,0,0,1,0,0,0,0,0,196,0,0,0,13,0,0.232981070834757
0,1,0,1,0,0,0,1,0,0,0,0,0,273,0,0,0,39,0,0.376770161256437
0,1,0,1,0,0,0,1,0,0,0,0,0,277,0,0,0,6,0,0.102678678458569
0,1,0,1,0,0,0,1,1,0,0,0,0,216,0,0,0,13,0,0.217981926232058
0,1,0,1,0,0,0,1,1,0,0,0,0,284,0,0,0,2,0,0.0416737059285854
0,1,0,1,0,0,0,1,1,0,0,1,0,160,0,0,0,7,0,0.209385518208024
0,1,0,1,0,0,1,0,0,0,0,1,0,239,0,0,67,0,0,0.545775453089393
0,1,0,1,0,0,1,0,0,0,0,0,0,283,0,0,5,0,0,0.087583182930367
0,1,0,1,0,0,1,0,0,0,0,0,0,214,0,0,13,0,0,0.21938522073393
0,1,0,1,0,0,1,0,1,0,0,0,0,263,0,0,27,0,0,0.30965986834304
0,1,0,1,0,0,1,0,1,0,0,0,0,243,0,0,45,0,0,0.433398873290746
0,1,0,1,0,0,1,0,1,0,0,0,0,239,0,0,14,0,0,0.213936557793747
0,1,0,1,0,0,1,1,0,0,0,0,0,197,0,0,4,10,0,0.283791010557565
0,1,0,1,0,0,1,1,0,0,0,0,0,196,0,0,2,14,0,0.296003396441282
0,1,0,1,0,0,1,1,0,0,0,0,0,190,0,0,0,24,0,0.350985988672118
0,1,0,1,0,0,1,1,1,0,0,0,0,264,0,0,6,20,1,0.371894519690133
0,1,0,1,0,0,1,1,1,0,0,0,0,245,0,0,1,23,7,0.426393620814194
0,1,0,1,0,0,1,1,1,0,0,0,0,152,0,0,26,25,1,0.76511879394766
0,1,0,1,0,1,0,0,0,0,0,0,0,178,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,231,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,252,0,0,0,0,0,0
0,1,0,1,0,1,0,0,1,0,0,1,0,281,0,0,0,0,2,0.0652983351897185
0,1,0,1,0,1,0,0,1,0,0,0,0,174,0,22,0,0,15,0.582667095306663
0,1,0,1,0,1,0,0,1,0,0,0,0,242,0,0,0,0,2,0.0475402577069806
0,1,0,1,0,1,0,1,0,0,0,0,0,230,0,0,0,15,0,0.230323540875878
0,1,0,1,0,1,0,1,0,0,0,0,0,232,0,0,0,27,0,0.334315839272122
0,1,0,1,0,1,0,1,0,0,0,0,0,215,0,0,0,8,0,0.154603572442692
0,1,0,1,0,1,0,1,1,0,0,0,0,288,0,0,0,3,0,0.0574179230300603
0,1,0,1,0,1,0,1,1,0,0,0,0,183,0,0,0,26,3,0.44459423304681
0,1,0,1,0,1,0,1,1,0,0,0,0,246,0,0,0,3,0,0.0652143635114322
0,1,0,1,0,1,1,0,0,0,0,1,0,182,0,0,4,0,0,0.136593138285302
0,1,0,1,0,1,1,0,0,0,0,0,0,298,0,0,5,0,0,0.084092381282369
0,1,0,1,0,1,1,0,0,0,0,0,0,225,0,0,49,0,0,0.469617941777066
0,1,0,1,0,1,1,0,1,0,0,0,0,125,0,6,17,0,1,0.557943615830616
0,1,0,1,0,1,1,0,1,0,0,0,0,203,0,0,2,0,2,0.10878931274497
0,1,0,1,0,1,1,0,1,0,0,0,0,155,0,0,122,0,7,0.784738915543855
0,1,0,1,0,1,1,1,0,0,0,0,0,260,0,0,81,26,0,0.765203494972654
0,1,0,1,0,1,1,1,0,0,0,0,0,178,0,1,4,15,0,0.396734695275324
0,1,0,1,0,1,1,1,0,0,0,0,0,270,0,0,0,2,0,0.0434483041979051
0,1,0,1,0,1,1,1,1,0,0,0,0,274,0,0,0,9,0,0.140951765677311
0,1,0,1,0,1,1,1,1,0,0,0,0,189,0,0,0,18,0,0.295439191872116
0,1,0,1,0,1,1,1,1,0,0,0,0,121,0,0,9,95,1,0.851136849204662
0,1,0,1,1,0,0,0,0,0,0,0,0,159,104,0,0,0,0,0.67111820836134
0,1,0,1,1,0,0,0,0,0,0,1,0,206,119,0,0,0,0,0.675675950535647
0,1,0,1,1,0,0,0,0,0,0,0,0,66,117,0,0,0,0,0.653794549862833
0,1,0,1,1,0,0,0,1,0,0,0,0,116,152,0,0,0,0,0.684097796417676
0,1,0,1,1,0,0,0,1,0,0,0,0,130,86,0,0,0,1,0.698545528485034
0,1,0,1,1,0,0,0,1,0,0,0,0,100,122,0,0,0,10,0.836248419139556
0,1,0,1,1,0,0,1,0,0,0,0,0,139,92,0,0,6,0,0.773347134345907
0,1,0,1,1,0,0,1,0,0,0,0,0,91,54,0,0,16,0,0.918331239746322
0,1,0,1,1,0,0,1,0,0,0,0,0,112,56,0,0,1,0,0.669001861276807
0,1,0,1,1,0,0,1,1,0,0,0,0,132,60,0,0,27,0,0.917938748552374
0,1,0,1,1,0,0,1,1,0,0,0,0,151,148,0,0,6,2,0.810451907024882
0,1,0,1,1,0,0,1,1,0,0,0,0,132,85,0,0,9,0,0.810224239187756
0,1,0,1,1,0,1,0,0,0,0,0,0,107,38,0,14,0,0,0.822566076612431
0,1,0,1,1,0,1,0,0,0,0,0,0,150,129,0,4,0,0,0.75478869368008
0,1,0,1,1,0,1,0,0,0,0,0,0,173,79,0,0,0,0,0.621866285158207
0,1,0,1,1,0,1,0,1,0,0,0,0,223,88,0,0,0,0,0.59572556584583
0,1,0,1,1,0,1,0,1,0,0,0,0,149,99,0,0,0,0,0.672683323789185
0,1,0,1,1,0,1,0,1,0,0,1,0,172,44,0,0,0,0,0.532554524488306
0,1,0,1,1,0,1,1,0,0,0,0,0,188,130,0,0,15,0,0.829609995722818
0,1,0,1,1,0,1,1,0,0,0,0,0,172,116,0,5,4,0,0.810304936153197
0,1,0,1,1,0,1,1,0,0,0,0,0,71,72,0,3,23,0,1.07083104822802
0,1,0,1,1,0,1,1,1,0,0,0,0,155,84,0,2,3,0,0.748800866881539
0,1,0,1,1,0,1,1,1,0,0,0,0,153,213,0,2,22,0,0.886655811933556
0,1,0,1,1,0,1,1,1,0,0,0,0,119,43,0,7,0,0,0.72712550960661
0,1,0,1,1,1,0,0,0,0,0,0,0,102,80,1,0,0,0,0.715992394759966
0,1,0,1,1,1,0,0,0,0,0,0,0,156,58,1,0,0,0,0.611181136301523
0,1,0,1,1,1,0,0,0,0,0,0,0,84,57,0,0,0,0,0.674699370027759
0,1,0,1,1,1,0,0,1,0,0,0,0,225,105,0,0,0,3,0.67125280791276
0,1,0,1,1,1,0,0,1,0,0,0,0,109,100,0,0,0,6,0.800291541722295
0,1,0,1,1,1,0,0,1,0,0,0,0,215,50,7,0,0,16,0.773130213059285
0,1,0,1,1,1,0,1,0,0,0,0,0,164,72,0,0,8,0,0.739243688138435
0,1,0,1,1,1,0,1,0,0,0,0,0,71,88,0,0,10,0,0.871426751171854
0,1,0,1,1,1,0,1,0,0,0,0,0,149,108,0,0,5,0,0.761835489724991
0,1,0,1,1,1,0,1,1,0,0,0,0,144,47,0,0,32,1,0.913817474583129
0,1,0,1,1,1,0,1,1,0,0,0,0,141,168,0,0,40,7,1.04409465700087
0,1,0,1,1,1,0,1,1,0,0,0,0,188,132,0,0,9,0,0.784641446846049
0,1,0,1,1,1,1,0,0,0,0,0,0,136,115,0,37,0,0,0.984515264893886
0,1,0,1,1,1,1,0,0,0,0,0,0,111,91,0,23,0,0,0.947822915959652
0,1,0,1,1,1,1,0,0,0,0,0,0,106,88,0,11,0,0,0.86102445889088
0,1,0,1,1,1,1,0,1,0,0,0,0,112,53,0,58,0,2,1.07925891786609
0,1,0,1,1,1,1,0,1,0,0,0,0,114,179,0,6,0,0,0.75322203767886
0,1,0,1,1,1,1,0,1,0,0,0,0,132,102,6,29,0,2,1.07789184308453
0,1,0,1,1,1,1,1,0,0,0,0,0,65,82,0,0,10,0,0.879736240069164
0,1,0,1,1,1,1,1,0,0,0,0,0,81,97,2,6,10,0,1.01862461560947
0,1,0,1,1,1,1,1,0,0,0,0,0,150,193,14,0,3,0,0.865167531300991
0,1,0,1,1,1,1,1,1,0,0,0,0,75,122,0,15,35,0,1.15732310933509
0,1,0,1,1,1,1,1,1,0,0,0,0,123,94,0,0,0,0,0.684190509097198
0,1,0,1,1,1,1,1,1,0,0,0,0,126,111,0,0,0,0,0.691142957077936
0,1,1,0,0,0,0,0,0,0,0,3,221,0,0,0,0,0,0,0.0710666147950947
0,1,1,0,0,0,0,0,0,0,0,40,202,0,0,0,0,0,0,0.448337506984782
0,1,1,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0,0,3,241,0,0,0,0,0,4,0.147795378093483
0,1,1,0,0,0,0,0,1,0,0,3,174,0,0,0,0,0,123,0.727548692522402
0,1,1,0,0,0,0,0,1,0,0,0,232,0,0,0,0,0,28,0.341663182894414
0,1,1,0,0,0,0,1,0,0,0,0,203,0,0,0,0,93,0,0.622411594159413
0,1,1,0,0,0,0,1,0,0,0,0,194,0,0,0,0,67,0,0.569582137753803
0,1,1,0,0,0,0,1,0,0,0,5,194,0,0,0,0,107,0,0.723570861076956
0,1,1,0,0,0,0,1,1,0,0,0,229,0,0,0,0,118,4,0.69609020652755
0,1,1,0,0,0,0,1,1,0,0,4,174,0,0,0,0,61,8,0.77003757729268
0,1,1,0,0,0,0,1,1,0,0,3,120,0,0,0,0,68,2,0.775085710599471
0,1,1,0,0,0,1,0,0,0,0,2,159,0,0,0,130,0,0,0.724451992005299
0,1,1,0,0,0,1,0,0,0,0,0,200,0,0,0,80,0,0,0.598269588585257
0,1,1,0,0,0,1,0,0,0,0,0,130,0,0,0,212,0,0,0.664121354636604
0,1,1,0,0,0,1,0,1,0,0,0,254,0,0,0,121,0,2,0.658611621928027
0,1,1,0,0,0,1,0,1,0,0,0,214,0,0,0,105,0,0,0.633577610680719
0,1,1,0,0,0,1,0,1,0,0,1,230,0,0,0,37,0,9,0.554930051255219
0,1,1,0,0,0,1,1,0,0,0,0,136,0,0,0,67,77,0,1.04797357659057
0,1,1,0,0,0,1,1,0,0,0,0,225,0,0,0,6,97,0,0.692037656475025
